Gene_ID	subject_id	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	908	1098	328	198	890	416	510	774
WUAT02000955.1	Potri.001G356500.4	47106	52378	60988	47756	40710	55886	31548	27140
WUAT02000959.1	Potri.013G143400.2	7774	16926	19010	7636	8764	15292	1992	5710
WUAT02000964.1	Potri.015G085300.1	27338	34674	27916	25834	27734	24304	24032	28674
WUAT02000968.1	Potri.007G020100.1	750	3662	50	128	768	1186	2282	828
WUAT02000970.1	Potri.003G197200.4	136868	99810	101922	54770	122252	157648	61024	41470
WUAT02000972.1	Potri.003G154800.2	6936	9606	9620	8306	9826	9326	8108	8166
WUAT02000973.1	Potri.010G131800.1	41420	55690	76574	63178	49536	54112	56820	42606
WUAT02000977.1	Potri.007G061721.1	3402	3654	3940	3330	3758	4338	5552	6178
WUAT02000982.1	Potri.009G079500.1	42820	47424	20898	8562	38938	51070	43576	37876
WUAT02000987.1	Potri.001G146100.8	35468	35748	50730	46930	72578	34250	88600	83268
WUAT02000996.1	Potri.013G142232.5	2764	6064	2322	1468	3622	3502	3914	1788
WUAT02001000.1	Potri.019G071700.2	38964	42272	42838	28872	34344	39090	21058	27828
WUAT02001004.1	Potri.013G091900.11	12110	15258	11958	9820	12372	14516	10292	8712
WUAT02001006.1	Potri.005G070700.6	4042	4406	4730	3178	4452	4272	4340	6138
WUAT02001007.1	Potri.009G126500.1	1612	1942	1926	1842	1958	2012	3224	3272
WUAT02001009.1	Potri.013G162800.1	16406	16398	18406	12920	14592	16352	14660	15774
WUAT02001014.1	Potri.006G120700.1	4590	7846	10736	10456	8436	7728	8820	11500
WUAT02001015.1	Potri.011G074501.1	80	108	166	102	84	156	338	236
WUAT02001018.1	Potri.010G225100.1	58150	60918	63838	48338	61080	56564	41862	51722
WUAT02001022.1	Potri.014G185804.1	1894	1858	2182	2148	3010	2674	4044	3982
WUAT02001024.1	Potri.015G115701.2	11880	16838	17562	13960	18558	16474	28674	26326
WUAT02001027.1	Potri.002G133100.2	17686	19192	18610	13120	19310	17378	21770	22938
WUAT02001028.1	Potri.004G121400.2	124	258	274	456	72	242	288	216
WUAT02001031.1	Potri.016G085200.3	22590	24686	25936	19234	33598	32942	38546	44638
WUAT02001032.1	Potri.017G064201.1	7596	10418	14476	6270	10850	10538	15054	14880
WUAT02001036.1	Potri.008G224210.1	9598	12936	11004	6488	14568	9726	10914	12062
WUAT02001037.1	Potri.005G118100.1	1402	1656	1730	1242	3044	3320	2768	3592
WUAT02001042.1	Potri.002G094700.1	5088	6776	4776	3392	3844	4066	1436	2074
WUAT02001045.1	Potri.009G028001.1	104080	113880	117270	86686	92400	98520	76554	75136
WUAT02001047.1	Potri.013G143400.2	2	0	2	20	0	0	0	0
WUAT02001054.1	Potri.003G159000.6	46940	63242	68932	79904	72838	65216	77340	100464
WUAT02001058.1	Potri.010G022000.6	674	772	436	278	484	396	912	234
WUAT02001059.1	Potri.014G090100.2	19314	22616	21360	17458	20158	17126	21024	19734
WUAT02001063.1	Potri.012G031250.1	103810	127068	135110	93990	137518	133290	111968	125762
WUAT02001066.1	Potri.013G142760.1	4	0	4	4	2	6	4	0
WUAT02001068.1	Potri.001G312800.9	10794	8962	11690	6800	11144	9962	14192	13432
WUAT02001070.1	Potri.014G119100.5	14590	16240	11854	8494	10858	9772	8124	8836
WUAT02001075.1	Potri.013G133550.1	2	18	4	0	0	4	2	6
WUAT02001076.1	Potri.002G159400.1	1482	1740	1666	996	1792	1604	1002	1836
WUAT02001077.1	Potri.005G038700.1	17290	16102	5522	2328	6462	6226	2096	2282
WUAT02001083.1	Potri.005G154350.1	494	1686	780	182	112	586	110	522
WUAT02001088.1	Potri.012G117500.1	2012	2278	1326	1442	962	866	946	1254
WUAT02001090.1	Potri.013G142760.3	18494	17600	12470	6896	11138	10820	5586	6378
WUAT02001091.1	Potri.010G000301.1	438	920	1650	464	610	1862	1486	2710
WUAT02001094.1	Potri.009G009200.5	128	134	184	118	414	594	430	566
WUAT02001095.1	Potri.011G127600.8	36496	15194	3490	3328	7328	4056	3490	3506
WUAT02001098.1	Potri.001G441040.1	8	4	6	44	6	8	14	12
WUAT02001104.1	Potri.007G095200.11	2140	2442	1648	1468	3002	3240	1078	2702
WUAT02001108.1	Potri.001G339500.3	32366	35274	26602	18992	26722	26276	27948	31374
WUAT02001112.1	Potri.012G031250.1	6300	6470	7840	6356	9146	6702	6270	9054
WUAT02001113.1	Potri.010G052500.1	49862	55436	135974	82016	43926	59878	32764	44862
WUAT02001121.1	Potri.015G074900.6	8648	24304	15396	15500	10884	5274	3294	3298
WUAT02001122.1	Potri.011G000200.1	26420	33334	28168	25190	27942	30930	39214	34546
WUAT02001126.1	Potri.013G036300.1	47706	57320	66282	56018	81286	63224	142706	149084
WUAT02001132.1	Potri.001G300900.1	27036	31784	23818	14762	20232	25488	11696	24434
WUAT02001135.1	Potri.006G246700.1	19988	25298	18996	16332	16102	17268	13942	15674
WUAT02001139.1	Potri.008G150000.1	22262	24108	37106	27424	22178	25926	21838	20510
WUAT02001144.1	Potri.001G312800.9	64242	76280	87844	74336	73376	68970	64312	85864
WUAT02001145.1	Potri.002G074600.2	15830	23964	43512	17136	16486	20832	54524	59096
WUAT02001147.1	Potri.017G140601.1	72	52	80	34	10	202	24	106
WUAT02001153.1	Potri.017G075100.2	22230	25350	29938	16438	23858	26632	19364	23524
WUAT02001158.1	Potri.011G074700.2	5042	5968	8274	4488	4094	5320	4114	6648
WUAT02001159.1	Potri.009G082500.1	15580	20338	17388	11212	14390	12812	10686	11520
WUAT02001162.1	Potri.016G055400.1	106020	124366	107726	76744	97146	94062	95106	97178
WUAT02001166.1	Potri.010G148900.3	20334	26366	30270	25022	30244	28290	34848	40330
WUAT02001167.1	Potri.002G224000.2	16	42	68	18	72	26	22	58
WUAT02001169.1	Potri.013G163100.1	176	364	172	182	610	354	446	884
WUAT02001171.1	Potri.008G058500.16	4554	4396	7542	4690	6940	6742	6330	7764
WUAT02001175.1	Potri.001G386300.1	1958	2804	7430	3892	14540	17346	31532	26168
WUAT02001176.1	Potri.005G154350.1	5048	6602	3142	2304	6586	9414	6686	5116
WUAT02001180.1	Potri.014G068100.1	3802	3636	2918	2478	3818	4226	3238	5888
WUAT02001185.1	Potri.004G176000.8	18394	21052	17672	12500	21980	19596	16592	18288
WUAT02001187.1	Potri.005G097000.4	50	48	2116	72	40	76	70	788
WUAT02001189.1	Potri.017G075400.1	13596	21200	10272	8704	10688	11304	8436	8114
WUAT02001190.1	Potri.004G132300.1	26488	32288	24610	16638	32812	27704	30160	31708
WUAT02001193.1	Potri.005G015100.3	167770	192670	202640	149542	155648	145870	142336	211208
WUAT02001196.1	Potri.018G086350.1	3132	3954	4056	5040	4510	5542	4042	4816
WUAT02001198.1	Potri.014G042700.3	20152	21490	16256	11758	18924	15616	13338	19764
WUAT02001199.1	Potri.001G135900.2	30234	36840	38498	36160	37842	34710	53888	49546
WUAT02001202.1	Potri.002G008176.1	34670	36130	28206	5294	6756	8174	4478	4382
WUAT02001203.1	Potri.010G161500.12	11612	13454	12014	11008	13384	10818	18244	16666
WUAT02001207.1	Potri.001G347800.1	24748	26468	29328	20996	24090	27726	19026	23960
WUAT02001211.1	Potri.001G441040.1	9870	11754	13746	6070	11402	8828	7478	7540
WUAT02001212.1	Potri.013G143400.2	101220	125428	102722	67246	67742	89342	68478	64494
WUAT02001213.1	Potri.013G143400.2	628	866	408	1072	794	438	662	1620
WUAT02001220.1	Potri.011G139100.1	5170	6168	5892	4450	4964	5836	7168	7130
WUAT02001221.1	Potri.004G133500.6	32206	41236	41520	44310	44932	31612	34798	59884
WUAT02001226.1	Potri.003G205700.1	790	978	908	668	1090	638	722	952
WUAT02001229.1	Potri.013G133550.2	7362	5956	9662	8438	7624	7680	9374	8004
WUAT02001233.1	Potri.010G149700.4	5694	6700	6210	2594	5344	5752	2846	3782
WUAT02001239.1	Potri.011G073900.2	300	830	280	670	434	308	716	606
WUAT02001243.1	Potri.002G181400.2	32372	28690	10316	10762	16428	14422	4410	4240
WUAT02001248.1	Potri.017G007400.1	128	148	140	128	166	84	134	146
WUAT02001252.1	Potri.010G171600.5	202368	204848	215848	137754	181082	189392	151760	146850
WUAT02001256.1	Potri.010G105700.13	41638	46178	36782	27734	35256	35606	40454	35350
WUAT02001257.1	Potri.017G134200.2	16432	17514	22100	16094	19802	19068	23112	22498
WUAT02001258.1	Potri.019G032900.2	28336	32198	20992	23460	39208	26730	21158	33338
WUAT02001261.1	Potri.007G069300.1	11080	9082	3406	2670	4092	5710	3878	2076
WUAT02001266.1	Potri.010G052500.1	7072	9294	9028	6318	16306	13842	11892	16422
WUAT02001267.1	Potri.012G088100.1	1224	1082	698	670	578	500	386	750
WUAT02001269.1	Potri.018G116000.1	82	192	104	118	516	484	296	114
WUAT02001272.1	Potri.007G062442.1	2	0	0	12	0	2	0	0
WUAT02001275.1	Potri.002G254700.1	29244	33448	38098	31522	45516	34612	60986	74254
WUAT02001278.1	Potri.001G259204.1	0	0	2	0	10	0	2	6
WUAT02001279.1	Potri.019G047540.1	7494	9668	6250	6806	6494	5964	3348	3608
WUAT02001280.1	Potri.007G062302.2	4980	3906	6584	3194	8284	5304	12494	8424
WUAT02001284.1	Potri.013G138000.1	11448	11260	10796	5706	10998	11110	7928	8512
WUAT02001288.1	Potri.008G112400.4	49134	63178	55736	54790	82056	67466	59410	74824
WUAT02001290.1	Potri.019G129740.2	20	56	48	2	24	12	8	36
WUAT02001292.1	Potri.009G135900.3	8832	11018	12642	10672	11698	11618	8736	8132
WUAT02001293.1	Potri.011G113575.1	30	52	94	38	136	46	84	228
WUAT02001294.1	Potri.018G143500.1	268	204	340	234	360	214	234	226
WUAT02001297.1	Potri.005G258700.8	17232	23228	25792	17112	25418	21748	26516	30588
WUAT02001298.1	Potri.012G129700.5	28248	28074	9654	8564	16674	9900	6278	6752
WUAT02001308.1	Potri.017G078500.1	7664	9338	8102	6670	6972	8398	6770	7950
WUAT02001311.1	Potri.010G115000.3	2292	3222	2596	5324	6064	4646	7308	5760
WUAT02001312.1	Potri.014G080900.1	2856	2656	2784	2790	5460	3998	4816	5560
WUAT02001316.1	Potri.007G062322.1	66	62	56	50	92	622	40	80
WUAT02001318.1	Potri.013G137077.1	50	36	22	8	54	24	40	30
WUAT02001319.1	Potri.016G138600.1	25838	25116	12852	8584	20072	19626	17234	20764
WUAT02001320.1	Potri.011G022300.2	35092	37462	39604	28664	29992	32786	24842	26786
WUAT02001324.1	Potri.007G061881.1	1830	1212	1142	636	23800	1988	1322	1908
WUAT02001325.1	Potri.013G143400.2	410	238	232	194	368	204	414	360
WUAT02001326.1	Potri.011G074150.1	6	8	8	6	12	12	6	8
WUAT02001328.1	Potri.009G029600.2	16020	21558	27588	19426	31850	24906	44056	56024
WUAT02001329.1	Potri.011G137400.1	3406	4090	4352	4332	5576	5288	12584	12742
WUAT02001333.1	Potri.010G192100.1	7834	7928	8132	6602	9588	8962	10274	11654
WUAT02001334.1	Potri.019G012300.3	1238	1402	896	1042	1148	1016	1448	1008
WUAT02001337.1	Potri.009G057500.1	3052	2824	1692	1974	3152	2706	2542	2172
WUAT02001342.1	Potri.001G119700.1	5128	6646	7992	6032	7038	5610	6668	7374
WUAT02001344.1	Potri.013G143400.2	56	28	116	28	30	258	406	506
WUAT02001345.1	Potri.010G052500.1	0	0	4	6	0	8	34	4
WUAT02001346.1	Potri.001G101400.1	31860	37568	30558	22698	30234	31260	30596	34384
WUAT02001348.1	Potri.001G254500.1	17946	23646	15628	12464	25558	18800	16680	18586
WUAT02001351.1	Potri.010G180600.1	35478	37746	35722	25794	63152	62270	66950	67562
WUAT02001356.1	Potri.006G222000.1	245978	175890	246908	132330	158550	153320	137194	191408
WUAT02001360.1	Potri.005G154300.1	13632	20172	30240	19694	26688	26104	20674	22460
WUAT02001369.1	Potri.004G114600.4	6854	6052	7390	5848	9560	6596	8074	9494
WUAT02001373.1	Potri.014G185804.1	5404	6630	6164	4906	9114	7226	12940	12682
WUAT02001377.1	Potri.009G066800.2	9252	11436	9228	6484	8402	9764	5590	7206
WUAT02001378.1	Potri.013G133550.2	27040	31552	18588	13080	17720	22620	11164	16084
WUAT02001384.1	Potri.005G250100.1	7962	10558	8926	7364	9604	10192	9152	8388
WUAT02001387.1	Potri.001G342933.1	8310	10072	8960	7524	9428	11154	8338	8650
WUAT02001388.1	Potri.014G125100.1	8862	8694	4380	3160	4392	5098	544	640
WUAT02001391.1	Potri.010G013400.1	345572	413342	707222	593174	388386	472204	624856	677896
WUAT02001392.1	Potri.016G066100.2	2570	2942	2726	1830	2788	2374	1850	2180
WUAT02001393.1	Potri.013G142124.1	13602	17546	17712	12462	17880	18058	29106	33732
WUAT02001400.1	Potri.007G062582.1	362	406	862	584	452	626	324	598
WUAT02001401.1	Potri.016G133300.1	6798	6800	3892	3502	7058	4470	9370	3708
WUAT02001402.1	Potri.004G090200.13	104	44	56	122	68	188	140	46
WUAT02001410.1	Potri.004G201900.2	20798	20180	25214	14048	21912	30526	20820	27682
WUAT02001411.1	Potri.001G236700.2	21946	25506	22838	15148	23416	22872	20800	21944
WUAT02001412.1	Potri.017G142500.1	24	0	0	48	28	2	8	0
WUAT02001414.1	Potri.003G102400.9	34808	42096	24616	17484	24900	24842	19078	22564
WUAT02001415.1	Potri.015G103300.1	23212	27268	23766	20658	23040	23404	38424	46194
WUAT02001418.1	Potri.014G153000.1	6406	5508	32930	12338	11086	20540	10894	17634
WUAT02001419.1	Potri.012G006700.2	101036	130060	135984	131446	129056	125164	175404	186590
WUAT02001425.1	Potri.013G069900.2	8092	6398	4652	2652	5100	7210	2348	4806
WUAT02001428.1	Potri.003G142100.1	4240	3546	4296	2826	6304	5552	2500	3578
WUAT02001429.1	Potri.006G087701.1	3130	2108	2380	3044	3160	5402	7232	5354
WUAT02001433.1	Potri.007G001500.9	5632	6438	5360	5182	6834	6780	7212	6800
WUAT02001436.1	Potri.003G071500.1	1260	1890	2128	1886	1866	4146	29676	25914
WUAT02001438.1	Potri.001G312800.7	0	104	14	6	12	26	2	4
WUAT02001441.1	Potri.008G224210.1	10344	15438	8742	10014	9768	20940	11418	11900
WUAT02001443.1	Potri.015G133700.1	388	1268	450	606	2050	1650	1438	1252
WUAT02001452.1	Potri.011G136000.2	19512	22584	34088	16846	21196	19704	15736	18458
WUAT02001454.1	Potri.005G203500.2	5526	4436	3960	4322	7236	9244	10504	8176
WUAT02001455.1	Potri.007G096000.1	45602	58476	37980	29958	46200	40020	39480	40832
WUAT02001458.1	Potri.011G101451.1	10	16	14	14	0	6	0	14
WUAT02001459.1	Potri.010G229300.7	5586	5738	3500	3480	4300	4846	4974	4894
WUAT02001461.1	Potri.006G095500.4	18	0	8	0	0	14	2	24
WUAT02001463.1	Potri.018G128400.2	16308	17830	12996	10952	15716	16142	15586	15830
WUAT02001467.1	Potri.007G035900.1	298	236	398	376	316	476	540	372
WUAT02001472.1	Potri.006G163301.1	10088	11388	10990	6926	14994	11492	17982	21400
WUAT02001486.1	Potri.012G045500.5	9948	13928	12546	6480	9368	11384	9764	10462
WUAT02001487.1	Potri.001G301700.1	2572	3404	5240	4866	3906	3412	4804	4886
WUAT02001488.1	Potri.015G042600.1	31468	34636	36836	36730	29126	32186	33058	30868
WUAT02001490.1	Potri.001G222700.1	76	100	86	148	92	62	98	86
WUAT02001491.1	Potri.015G035300.1	418	558	724	664	666	530	552	642
WUAT02001492.1	Potri.013G139112.2	284	262	354	190	604	592	512	1148
WUAT02001494.1	Potri.010G019000.2	21878	25850	28930	30772	51086	37370	44190	55156
WUAT02001495.1	Potri.005G049800.5	2974	3292	1348	804	1614	1516	556	894
WUAT02001500.1	Potri.011G075051.1	268	306	232	510	220	354	190	242
WUAT02001504.1	Potri.012G071400.1	1264	2062	2850	1208	3518	2688	4580	10314
WUAT02001506.1	Potri.008G211900.1	8374	8410	9052	7530	8654	11788	8568	10920
WUAT02001508.1	Potri.001G026100.1	252	640	282	418	820	768	1142	1056
WUAT02001513.1	Potri.006G229300.1	73222	107778	67408	52386	63512	56780	41442	53626
WUAT02001514.1	Potri.003G089300.2	2390	1710	2024	576	716	514	1596	556
WUAT02001517.1	Potri.001G014700.1	240	46	628	776	30	310	872	552
WUAT02001522.1	Potri.011G109700.1	13750	16298	11942	8280	11862	11744	10336	10356
WUAT02001524.1	Potri.010G052500.1	26	28	30	66	12	12	0	6
WUAT02001526.1	Potri.004G125150.1	1378	1728	982	548	1500	1008	972	1298
WUAT02001527.1	Potri.017G057400.3	286	400	140	104	74	408	930	376
WUAT02001530.1	Potri.012G105500.1	590	862	276	124	56	210	64	20
WUAT02001531.1	Potri.013G136466.1	958	1166	798	1056	1000	1164	1574	788
WUAT02001540.1	Potri.010G052500.1	46818	58332	59742	45506	52210	46734	49200	58014
WUAT02001541.1	Potri.005G172200.3	4300	7332	6868	1834	5050	4312	5154	4640
WUAT02001544.1	Potri.006G268200.4	7022	4888	2362	1836	3262	2698	1486	3376
WUAT02001545.1	Potri.001G312800.7	28472	28880	43960	32238	34276	27756	33494	37248
WUAT02001550.1	Potri.004G134500.1	63374	61502	77756	56774	59602	58844	67156	74154
WUAT02001552.1	Potri.001G312800.9	846	1532	996	940	1840	2128	1284	978
WUAT02001553.1	Potri.002G205500.5	28816	39466	36026	31654	49062	54004	66020	61266
WUAT02001558.1	Potri.006G033300.4	157462	187216	132088	74002	149834	117616	74594	97162
WUAT02001565.1	Potri.018G085400.10	1678	3392	2442	1224	2400	2770	4406	2962
WUAT02001566.1	Potri.006G048900.1	0	0	2	4	0	2	0	0
WUAT02001567.1	Potri.017G048500.3	36544	41832	60882	41868	44064	44206	34810	47028
WUAT02001570.1	Potri.007G054200.1	78	166	520	200	468	848	3374	1048
WUAT02001571.1	Potri.003G202100.6	3882	3742	3694	3874	9590	7052	4726	5022
WUAT02001573.1	Potri.011G074201.1	12	136	34	20	20	14	38	12
WUAT02001574.1	Potri.005G161366.1	6	0	4	8	0	2	0	0
WUAT02001576.1	Potri.008G147100.9	52362	64806	75422	79146	71514	84400	81408	79068
WUAT02001577.1	Potri.015G142900.1	3878	3570	3344	3522	3330	3294	3636	2976
WUAT02001578.1	Potri.005G187800.1	830	1310	1078	646	1332	950	1450	1082
WUAT02001580.1	Potri.003G097600.5	13468	13956	14034	9270	16480	14760	13456	17466
WUAT02001581.1	Potri.003G091800.1	8408	10052	12660	9856	13932	12944	17274	19576
WUAT02001583.1	Potri.009G141600.1	3778	4022	5668	2644	22630	26392	21406	19786
WUAT02001584.1	Potri.011G125200.5	2	8	10	12	2	0	4	6
WUAT02001585.1	Potri.006G015700.10	4376	6754	4956	3990	4976	5000	6130	9236
WUAT02001586.1	Potri.004G202832.1	80014	91580	102546	76274	89622	89714	68536	75668
WUAT02001591.1	Potri.012G126800.1	430	252	192	152	442	338	312	192
WUAT02001597.1	Potri.003G201200.4	410	266	262	284	478	294	390	290
WUAT02001599.1	Potri.011G168000.1	18444	25172	28476	21702	27114	27348	23992	32450
WUAT02001603.1	Potri.004G223900.1	20910	29472	29022	20294	28364	26626	24426	31490
WUAT02001610.1	Potri.007G020100.1	0	0	0	0	0	0	2	0
WUAT02001612.1	Potri.001G312800.9	18258	20836	23056	17536	26106	22796	23726	24178
WUAT02001615.1	Potri.013G142232.5	7288	6560	7920	6908	8782	8564	10038	11570
WUAT02001616.1	Potri.001G312800.9	1662	3204	1222	1742	1774	2638	1424	1046
WUAT02001620.1	Potri.001G115100.1	444	0	6	404	4	602	0	128
WUAT02001621.1	Potri.013G133550.1	3904	4270	3870	2632	7994	6866	5470	6016
WUAT02001625.1	Potri.013G136466.1	298	138	164	220	416	464	776	720
WUAT02001626.1	Potri.002G008600.8	38490	48128	43770	34814	38604	41608	34776	38208
WUAT02001627.1	Potri.010G001000.4	7558	9940	10000	4542	9712	5168	7928	7382
WUAT02001629.1	Potri.003G185850.1	13434	16384	13248	10736	14642	13228	11392	13624
WUAT02001630.1	Potri.003G098100.4	48956	51584	52756	34480	57480	49166	42994	54242
WUAT02001632.1	Potri.004G125150.1	2	6	4	4	0	0	0	6
WUAT02001634.1	Potri.004G125150.1	46	58	118	70	70	64	484	242
WUAT02001639.1	Potri.013G142232.6	18394	23332	20076	19450	21628	25396	24758	28728
WUAT02001640.1	Potri.005G144200.2	602	1156	516	1018	3640	2710	3812	2010
WUAT02001641.1	Potri.015G056501.3	2816	3692	2660	2714	2272	4170	4190	5934
WUAT02001644.1	Potri.008G224210.1	86896	101926	130604	108478	90970	81954	103608	119518
WUAT02001645.1	Potri.015G099600.1	442	764	310	572	1910	812	588	2410
WUAT02001648.1	Potri.004G145200.2	6402	7248	6984	5518	8940	7386	9282	10378
WUAT02001652.1	Potri.011G089500.3	9316	11878	13582	18254	10724	11474	35020	19224
WUAT02001656.1	Potri.013G142100.1	2866	3086	4048	2920	4082	3346	5698	7132
WUAT02001657.1	Potri.009G072800.1	5912	6486	3726	2614	3894	2532	5262	4230
WUAT02001658.1	Potri.002G259600.4	11572	12920	14632	9554	8884	16258	2762	9046
WUAT02001662.1	Potri.004G058900.5	1498	1658	656	334	694	642	248	192
WUAT02001665.1	Potri.001G312800.7	29562	40362	32612	29344	35930	32954	47282	48690
WUAT02001666.1	Potri.011G120100.1	936	564	1192	1956	548	2514	794	1158
WUAT02001670.1	Potri.010G210100.1	23284	26294	28814	22538	27416	31036	32306	29988
WUAT02001675.1	Potri.010G108500.6	57332	67286	62164	50532	53406	65250	51422	54528
WUAT02001676.1	Potri.006G164050.1	34	86	42	68	46	2	8	86
WUAT02001680.1	Potri.004G087600.15	11246	14024	7534	6012	10286	12204	14712	13152
WUAT02001688.1	Potri.010G052500.1	4938	6208	7456	4986	5764	6312	5840	6112
WUAT02001692.1	Potri.018G063500.3	213298	214374	117588	47340	104720	87178	21852	37920
WUAT02001693.1	Potri.007G128300.5	4262	5230	4304	3270	3882	6210	3396	5098
WUAT02001694.1	Potri.001G312800.9	2796	3302	10570	3364	2390	4314	3702	3554
WUAT02001697.1	Potri.013G143400.2	6780	6130	5560	5996	9824	6770	11438	13614
WUAT02001701.1	Potri.012G031250.1	4	2	2	10	12	18	30	6
WUAT02001702.1	Potri.010G052500.1	582	556	504	622	750	568	598	538
WUAT02001703.1	Potri.010G052500.1	8	4	18	14	6	22	8	186
WUAT02001704.1	Potri.006G020900.1	800	322	474	772	1066	1158	864	926
WUAT02001706.1	Potri.010G197600.1	13248	13908	20130	10254	15172	20336	12682	14290
WUAT02001707.1	Potri.014G185948.1	454	860	326	264	880	1448	756	560
WUAT02001715.1	Potri.009G090300.2	2812	3208	3278	2670	4292	3456	3468	3702
WUAT02001716.1	Potri.001G342933.1	314	158	186	302	376	614	502	708
WUAT02001720.1	Potri.017G023200.3	17316	21620	20274	15776	23626	22920	21054	25414
WUAT02001723.1	Potri.010G052500.1	350	236	52	30	104	76	48	76
WUAT02001724.1	Potri.001G312800.7	2902	3316	3294	2218	3214	3086	5260	4354
WUAT02001725.1	Potri.006G248500.2	34840	70808	72500	39060	61866	41872	52780	60534
WUAT02001729.1	Potri.011G030000.4	4546	5540	6632	5370	4504	5166	3718	4054
WUAT02001732.1	Potri.006G188600.2	2010	1898	1072	568	1370	1064	628	914
WUAT02001733.1	Potri.013G012100.1	14774	25378	27866	18164	16276	19222	18820	22538
WUAT02001735.1	Potri.016G089300.1	33580	38712	34724	31758	52548	36012	43804	76606
WUAT02001739.1	Potri.010G052500.1	98	168	166	60	1134	172	242	500
WUAT02001740.1	Potri.010G083700.1	4394	4948	6152	6384	8560	5826	15190	16966
WUAT02001742.1	Potri.003G094700.1	914	998	1774	1008	4012	2132	1182	1686
WUAT02001743.1	Potri.011G075051.1	7532	8690	7714	5292	7416	6940	5322	8262
WUAT02001744.1	Potri.001G056000.5	22594	25606	26728	19342	29688	27094	29622	29610
WUAT02001747.1	Potri.001G379700.4	3984	3678	4144	2944	4382	4028	4028	4720
WUAT02001751.1	Potri.001G313900.1	62	6	44	42	16	58	38	94
WUAT02001753.1	Potri.004G049100.1	1872	1322	1486	1018	1638	1562	874	1540
WUAT02001756.1	Potri.006G194500.5	20658	22398	22002	17824	18676	18874	17328	22628
