Gene_ID	subject_id	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	1162	508	360	1000	760	584	690	440
WUAT02000955.1	Potri.001G356500.4	52968	43768	54434	65512	29210	35364	34660	59720
WUAT02000959.1	Potri.013G143400.2	11614	12412	12340	10882	2404	4218	5078	8768
WUAT02000964.1	Potri.015G085300.1	31790	26160	27658	37330	26418	31510	32480	22716
WUAT02000968.1	Potri.007G020100.1	2310	1358	1762	1102	1316	1466	58	928
WUAT02000970.1	Potri.003G197200.4	147202	58596	112340	151114	48048	89994	60168	118552
WUAT02000972.1	Potri.003G154800.2	9582	9286	9246	12662	8370	10870	9360	8558
WUAT02000973.1	Potri.010G131800.1	53092	49752	55828	58680	52566	75502	57464	84980
WUAT02000977.1	Potri.007G061721.1	3822	4212	4598	4480	3758	5126	6906	4882
WUAT02000982.1	Potri.009G079500.1	37336	42550	56620	57670	30178	47556	22204	49748
WUAT02000987.1	Potri.001G146100.8	31420	34146	49050	35324	83414	97128	94896	94220
WUAT02000996.1	Potri.013G142232.5	3916	2340	2762	5934	1720	3514	1852	4536
WUAT02001000.1	Potri.019G071700.2	38612	47420	35934	51406	29114	33760	41690	34434
WUAT02001004.1	Potri.013G091900.11	14554	12142	14532	20714	7082	14722	13602	13968
WUAT02001006.1	Potri.005G070700.6	4842	3414	4536	6786	3634	6292	5178	4054
WUAT02001007.1	Potri.009G126500.1	1648	1766	2170	1772	2386	3686	5496	3106
WUAT02001009.1	Potri.013G162800.1	17510	15940	16434	22900	13002	16254	17586	15106
WUAT02001014.1	Potri.006G120700.1	8310	7032	10490	6378	10610	12244	12034	11274
WUAT02001015.1	Potri.011G074501.1	48	166	118	92	128	88	156	306
WUAT02001018.1	Potri.010G225100.1	62594	55658	50436	93170	60264	53598	59298	43574
WUAT02001022.1	Potri.014G185804.1	2080	2052	3640	2808	2850	3696	2554	2934
WUAT02001024.1	Potri.015G115701.2	13952	16698	19684	20152	18342	24196	23410	21056
WUAT02001027.1	Potri.002G133100.2	16894	16780	16964	14532	20688	18640	23730	21522
WUAT02001028.1	Potri.004G121400.2	334	78	230	282	134	198	372	470
WUAT02001031.1	Potri.016G085200.3	24950	27884	25968	35348	23928	42612	41768	25716
WUAT02001032.1	Potri.017G064201.1	10456	7360	10654	9414	12796	17524	20710	12646
WUAT02001036.1	Potri.008G224210.1	9562	10252	9224	17956	11664	13332	11508	5840
WUAT02001037.1	Potri.005G118100.1	1394	2568	2262	2926	2114	3464	2928	1558
WUAT02001042.1	Potri.002G094700.1	5668	5352	7206	8006	2838	2902	3200	5922
WUAT02001045.1	Potri.009G028001.1	110964	89386	116018	161828	79810	93766	116474	112670
WUAT02001047.1	Potri.013G143400.2	0	0	0	0	0	12	6	0
WUAT02001054.1	Potri.003G159000.6	63436	59230	75422	85074	69968	107320	125432	97690
WUAT02001058.1	Potri.010G022000.6	632	344	572	550	266	530	548	606
WUAT02001059.1	Potri.014G090100.2	22268	19830	19828	29166	17984	22494	24600	20342
WUAT02001063.1	Potri.012G031250.1	126144	99248	128868	191376	101772	132990	133376	128268
WUAT02001066.1	Potri.013G142760.1	0	0	6	26	8	0	4	2
WUAT02001068.1	Potri.001G312800.9	9694	11018	13440	16066	14268	13938	14616	12806
WUAT02001070.1	Potri.014G119100.5	14370	11660	12172	18318	8472	9584	10660	13420
WUAT02001075.1	Potri.013G133550.1	8	24	4	4	24	18	20	2
WUAT02001076.1	Potri.002G159400.1	1850	1234	1452	2104	2170	2428	2138	1746
WUAT02001077.1	Potri.005G038700.1	17592	7728	9108	16532	2928	3498	3830	7250
WUAT02001083.1	Potri.005G154350.1	576	630	1674	290	546	610	736	452
WUAT02001088.1	Potri.012G117500.1	1782	810	2120	1492	642	1478	1220	2004
WUAT02001090.1	Potri.013G142760.3	15756	12184	10522	21840	4882	12686	8574	8676
WUAT02001091.1	Potri.010G000301.1	1188	1052	2020	2268	1220	2928	1642	2194
WUAT02001094.1	Potri.009G009200.5	80	316	174	298	290	608	362	118
WUAT02001095.1	Potri.011G127600.8	13152	15474	4088	25662	2618	3362	3440	3854
WUAT02001098.1	Potri.001G441040.1	132	28	8	10	20	12	6	18
WUAT02001104.1	Potri.007G095200.11	1874	2390	2588	4448	3180	3938	3676	1106
WUAT02001108.1	Potri.001G339500.3	45232	24790	29592	34884	25242	28176	28340	26210
WUAT02001112.1	Potri.012G031250.1	6568	5410	6450	9460	9326	9024	6810	4624
WUAT02001113.1	Potri.010G052500.1	63284	71664	70052	107514	56476	51468	61012	51220
WUAT02001121.1	Potri.015G074900.6	13164	3288	10740	12922	7430	6722	5084	10268
WUAT02001122.1	Potri.011G000200.1	31676	27310	33004	42412	22402	33772	33552	29116
WUAT02001126.1	Potri.013G036300.1	57470	55290	65244	76032	93274	125740	111202	83628
WUAT02001132.1	Potri.001G300900.1	22146	30434	25220	36036	24848	13288	18618	20152
WUAT02001135.1	Potri.006G246700.1	20988	19792	21328	33266	14302	16430	14366	20322
WUAT02001139.1	Potri.008G150000.1	26896	27400	26480	37492	29360	24224	25892	21278
WUAT02001144.1	Potri.001G312800.9	68910	68496	80022	101774	82764	87190	86866	78906
WUAT02001145.1	Potri.002G074600.2	17692	16032	23978	17240	45726	38336	65216	27116
WUAT02001147.1	Potri.017G140601.1	78	116	68	24	58	196	248	48
WUAT02001153.1	Potri.017G075100.2	27746	23898	25686	36596	23950	25522	23464	17612
WUAT02001158.1	Potri.011G074700.2	5516	4152	6046	7884	5490	5892	6196	5206
WUAT02001159.1	Potri.009G082500.1	17238	11176	15254	26346	13276	18750	12186	12444
WUAT02001162.1	Potri.016G055400.1	117542	106764	100110	155348	83162	111060	116600	81898
WUAT02001166.1	Potri.010G148900.3	24304	26658	35540	35114	29668	41012	43160	32750
WUAT02001167.1	Potri.002G224000.2	34	72	50	72	34	66	108	64
WUAT02001169.1	Potri.013G163100.1	392	234	406	418	336	612	494	288
WUAT02001171.1	Potri.008G058500.16	4502	5398	7106	5524	8734	9356	9706	7152
WUAT02001175.1	Potri.001G386300.1	1980	10116	5388	5646	12928	43188	11812	5896
WUAT02001176.1	Potri.005G154350.1	5046	5284	5808	10370	3250	6714	4840	6888
WUAT02001180.1	Potri.014G068100.1	3850	4470	4024	4780	3780	4202	5334	3526
WUAT02001185.1	Potri.004G176000.8	19916	19260	19906	28804	14680	21372	19172	16716
WUAT02001187.1	Potri.005G097000.4	28	5378	18	92	20	82	202	74
WUAT02001189.1	Potri.017G075400.1	15860	17098	12424	24430	6512	8354	10932	13444
WUAT02001190.1	Potri.004G132300.1	31728	26162	26814	48654	29438	30372	25482	22332
WUAT02001193.1	Potri.005G015100.3	186626	179822	161756	274110	120346	130650	174204	125204
WUAT02001196.1	Potri.018G086350.1	3598	4114	4312	6736	3398	5276	5436	7096
WUAT02001198.1	Potri.014G042700.3	20662	18922	15276	29040	18420	17728	18134	11720
WUAT02001199.1	Potri.001G135900.2	40650	39874	43874	52176	46440	55036	55228	39376
WUAT02001202.1	Potri.002G008176.1	30424	18000	22740	24130	1572	3152	3932	13088
WUAT02001203.1	Potri.010G161500.12	11402	10644	15962	16450	15888	18536	15082	19276
WUAT02001207.1	Potri.001G347800.1	28446	21360	30374	44336	18816	21892	23802	23542
WUAT02001211.1	Potri.001G441040.1	12402	8518	9002	20080	9110	5516	6810	7808
WUAT02001212.1	Potri.013G143400.2	108208	117480	109884	127042	55154	65394	76406	119196
WUAT02001213.1	Potri.013G143400.2	622	378	610	752	754	680	594	716
WUAT02001220.1	Potri.011G139100.1	5060	6524	6956	9658	6316	8452	7230	5596
WUAT02001221.1	Potri.004G133500.6	36024	28250	45418	43466	52914	57270	59888	45660
WUAT02001226.1	Potri.003G205700.1	1010	770	1140	990	768	844	1494	1004
WUAT02001229.1	Potri.013G133550.2	9482	7588	9700	10594	5602	11598	7946	9222
WUAT02001233.1	Potri.010G149700.4	7270	3940	5726	8808	3202	5662	4492	4358
WUAT02001239.1	Potri.011G073900.2	1536	430	354	1230	334	498	320	1008
WUAT02001243.1	Potri.002G181400.2	29316	25914	15040	37308	3918	5566	3922	20802
WUAT02001248.1	Potri.017G007400.1	142	156	182	116	132	166	172	204
WUAT02001252.1	Potri.010G171600.5	242736	182980	169420	286078	187526	161264	173664	153736
WUAT02001256.1	Potri.010G105700.13	46004	39032	50212	64718	27028	41974	36506	58076
WUAT02001257.1	Potri.017G134200.2	20038	20216	22960	24678	14042	27854	26328	19832
WUAT02001258.1	Potri.019G032900.2	22632	19882	23010	31704	33794	27464	27612	17976
WUAT02001261.1	Potri.007G069300.1	9978	4494	5476	10008	3064	6010	3584	5756
WUAT02001266.1	Potri.010G052500.1	10096	10820	9768	14292	13616	16718	11766	9088
WUAT02001267.1	Potri.012G088100.1	1172	960	1010	898	548	302	566	822
WUAT02001269.1	Potri.018G116000.1	178	278	332	694	84	168	212	458
WUAT02001272.1	Potri.007G062442.1	4	10	0	0	0	0	0	6
WUAT02001275.1	Potri.002G254700.1	34624	30740	45702	38034	53066	63480	72538	58348
WUAT02001278.1	Potri.001G259204.1	2	6	4	4	2	0	0	4
WUAT02001279.1	Potri.019G047540.1	9030	3774	7658	13164	4392	5454	8336	5456
WUAT02001280.1	Potri.007G062302.2	5814	5204	8040	9326	4762	6838	6728	3640
WUAT02001284.1	Potri.013G138000.1	15844	9696	8936	16398	7994	11566	8080	8740
WUAT02001288.1	Potri.008G112400.4	59912	59820	43286	81746	86530	62490	70440	28464
WUAT02001290.1	Potri.019G129740.2	2	36	36	14	16	44	32	10
WUAT02001292.1	Potri.009G135900.3	12080	10348	13864	20900	10548	13362	8928	8596
WUAT02001293.1	Potri.011G113575.1	84	106	160	76	36	78	76	46
WUAT02001294.1	Potri.018G143500.1	318	192	194	366	230	294	214	222
WUAT02001297.1	Potri.005G258700.8	19528	22034	19490	27846	25444	27796	31088	25814
WUAT02001298.1	Potri.012G129700.5	28538	19084	13000	34478	6050	6268	7224	10168
WUAT02001308.1	Potri.017G078500.1	8472	8686	8534	11382	7826	7966	10194	8766
WUAT02001311.1	Potri.010G115000.3	2906	3146	2800	5110	4994	7224	11254	5190
WUAT02001312.1	Potri.014G080900.1	3194	3178	3760	7372	3006	7964	5208	5350
WUAT02001316.1	Potri.007G062322.1	26	22	198	60	234	52	300	76
WUAT02001318.1	Potri.013G137077.1	24	12	60	12	18	76	36	46
WUAT02001319.1	Potri.016G138600.1	25470	18238	26682	31312	12654	22764	17424	20816
WUAT02001320.1	Potri.011G022300.2	36638	26472	37612	50404	31872	33958	32744	33890
WUAT02001324.1	Potri.007G061881.1	10362	962	1278	1848	844	3308	1260	1370
WUAT02001325.1	Potri.013G143400.2	444	266	358	538	300	264	482	676
WUAT02001326.1	Potri.011G074150.1	16	0	16	6	4	28	14	6
WUAT02001328.1	Potri.009G029600.2	21422	22538	33950	25704	33410	44320	43370	34328
WUAT02001329.1	Potri.011G137400.1	4608	5076	4966	9310	7502	9536	9478	8192
WUAT02001333.1	Potri.010G192100.1	8818	8278	8908	12146	8200	11108	12096	10856
WUAT02001334.1	Potri.019G012300.3	942	1096	1330	1810	902	2006	1876	1126
WUAT02001337.1	Potri.009G057500.1	2792	2224	3168	4716	1714	4174	2956	2950
WUAT02001342.1	Potri.001G119700.1	5160	6058	5494	7090	5492	6646	7636	5706
WUAT02001344.1	Potri.013G143400.2	68	8	46	90	156	400	40	32
WUAT02001345.1	Potri.010G052500.1	2	4	0	8	22	2	2	16
WUAT02001346.1	Potri.001G101400.1	33590	34912	33288	45104	31710	37380	37582	29888
WUAT02001348.1	Potri.001G254500.1	23184	17824	31746	39016	16106	17826	14470	24830
WUAT02001351.1	Potri.010G180600.1	37260	49336	29106	65254	28742	87264	45914	27568
WUAT02001356.1	Potri.006G222000.1	243602	120184	242060	208588	188286	152034	204178	167892
WUAT02001360.1	Potri.005G154300.1	24814	15712	22636	19990	27608	30912	28812	24394
WUAT02001369.1	Potri.004G114600.4	7270	7662	7758	8072	7870	8446	8132	9058
WUAT02001373.1	Potri.014G185804.1	6148	5984	6932	9696	6884	12672	10252	7930
WUAT02001377.1	Potri.009G066800.2	9632	9788	11352	14466	6898	7118	5960	12254
WUAT02001378.1	Potri.013G133550.2	26522	18184	21356	40222	13370	14780	13144	20772
WUAT02001384.1	Potri.005G250100.1	8730	10516	10540	12618	9876	11366	10620	9892
WUAT02001387.1	Potri.001G342933.1	9094	8568	9726	14598	7204	9118	10544	10478
WUAT02001388.1	Potri.014G125100.1	8710	3338	6204	13958	900	1544	3136	4834
WUAT02001391.1	Potri.010G013400.1	393778	429120	933432	523400	647304	866770	744076	884154
WUAT02001392.1	Potri.016G066100.2	2948	2318	2774	4198	1728	3138	2200	2388
WUAT02001393.1	Potri.013G142124.1	16516	17988	20936	19408	23302	31900	30468	26040
WUAT02001400.1	Potri.007G062582.1	702	764	660	570	496	740	1366	882
WUAT02001401.1	Potri.016G133300.1	5388	4428	7036	7686	3692	4918	5064	5492
WUAT02001402.1	Potri.004G090200.13	38	54	60	38	114	142	32	28
WUAT02001410.1	Potri.004G201900.2	23432	22594	26026	40094	20268	35938	26644	27460
WUAT02001411.1	Potri.001G236700.2	25018	20100	21710	29542	19660	20896	23870	23178
WUAT02001412.1	Potri.017G142500.1	0	2	8	44	2	42	10	8
WUAT02001414.1	Potri.003G102400.9	40284	27918	33002	59216	25478	25708	23996	24766
WUAT02001415.1	Potri.015G103300.1	23784	20362	27728	23806	33844	50598	36742	30812
WUAT02001418.1	Potri.014G153000.1	6234	31572	40000	6570	13130	18282	9152	36754
WUAT02001419.1	Potri.012G006700.2	122256	115758	148460	156130	135816	189472	206618	171628
WUAT02001425.1	Potri.013G069900.2	6710	3444	5868	6742	4034	4446	5974	6050
WUAT02001428.1	Potri.003G142100.1	3334	4384	4086	6674	5208	3430	4958	3538
WUAT02001429.1	Potri.006G087701.1	2110	3000	3922	1748	4400	6982	7130	10328
WUAT02001433.1	Potri.007G001500.9	4178	5736	5450	7842	6158	4916	5224	7204
WUAT02001436.1	Potri.003G071500.1	484	4796	4310	1730	14538	20776	9204	2162
WUAT02001438.1	Potri.001G312800.7	2	2	0	188	2	2	4	8
WUAT02001441.1	Potri.008G224210.1	10166	22568	16202	9250	12138	10586	8844	18774
WUAT02001443.1	Potri.015G133700.1	676	1442	686	1750	1300	652	796	1044
WUAT02001452.1	Potri.011G136000.2	23380	23670	18862	31118	16306	19286	16594	15680
WUAT02001454.1	Potri.005G203500.2	5884	5678	4876	7508	9298	11244	12626	9186
WUAT02001455.1	Potri.007G096000.1	54524	40690	44136	72970	39456	47468	42012	51558
WUAT02001458.1	Potri.011G101451.1	14	6	22	2	6	10	24	2
WUAT02001459.1	Potri.010G229300.7	6686	2570	5092	6906	2976	5412	4178	7708
WUAT02001461.1	Potri.006G095500.4	6	0	0	0	2	12	28	2
WUAT02001463.1	Potri.018G128400.2	17806	17042	15916	23066	11312	15100	16462	16198
WUAT02001467.1	Potri.007G035900.1	408	336	414	708	366	564	816	930
WUAT02001472.1	Potri.006G163301.1	11094	10574	11040	18166	14664	18878	14672	9720
WUAT02001486.1	Potri.012G045500.5	12714	9918	12536	23496	8818	9782	10416	9986
WUAT02001487.1	Potri.001G301700.1	2868	2922	6582	5670	4672	4264	5548	4636
WUAT02001488.1	Potri.015G042600.1	32640	39948	36346	49368	40094	30014	41670	36446
WUAT02001490.1	Potri.001G222700.1	148	82	152	422	122	122	114	76
WUAT02001491.1	Potri.015G035300.1	656	556	806	780	456	812	860	818
WUAT02001492.1	Potri.013G139112.2	146	658	606	454	550	656	1330	390
WUAT02001494.1	Potri.010G019000.2	26270	25864	40678	27690	36246	62668	45244	64778
WUAT02001495.1	Potri.005G049800.5	3002	1688	1882	4082	660	680	534	1526
WUAT02001500.1	Potri.011G075051.1	258	202	280	458	132	992	366	504
WUAT02001504.1	Potri.012G071400.1	2016	1852	1780	2572	5894	6870	14350	7320
WUAT02001506.1	Potri.008G211900.1	9242	8228	12494	10176	9296	10414	11998	13496
WUAT02001508.1	Potri.001G026100.1	728	234	518	812	232	788	330	1150
WUAT02001513.1	Potri.006G229300.1	118088	85538	80968	128148	41792	51422	60672	84340
WUAT02001514.1	Potri.003G089300.2	3600	910	822	1108	514	320	456	1014
WUAT02001517.1	Potri.001G014700.1	54	570	792	86	344	1558	1746	428
WUAT02001522.1	Potri.011G109700.1	15454	12764	14202	24602	7966	11110	11512	11764
WUAT02001524.1	Potri.010G052500.1	30	16	34	48	2	2	0	20
WUAT02001526.1	Potri.004G125150.1	1344	1144	1024	1964	554	1500	1084	1204
WUAT02001527.1	Potri.017G057400.3	326	496	666	128	224	142	714	112
WUAT02001530.1	Potri.012G105500.1	706	382	616	836	30	104	34	338
WUAT02001531.1	Potri.013G136466.1	1462	676	1084	2140	718	1462	1092	994
WUAT02001540.1	Potri.010G052500.1	57180	47876	40378	77312	47838	61058	60034	51928
WUAT02001541.1	Potri.005G172200.3	4764	3750	3784	4144	5234	4594	3136	3524
WUAT02001544.1	Potri.006G268200.4	4056	4232	3534	6462	2126	3102	2974	2606
WUAT02001545.1	Potri.001G312800.7	35064	26658	34222	39302	37986	35834	37424	36496
WUAT02001550.1	Potri.004G134500.1	68346	58706	85886	71914	50494	74896	69706	69110
WUAT02001552.1	Potri.001G312800.9	1650	1176	1668	2206	1234	1662	710	1006
WUAT02001553.1	Potri.002G205500.5	43306	33068	37172	63488	43076	45896	63578	32042
WUAT02001558.1	Potri.006G033300.4	191270	162528	159214	199018	74420	99138	106222	153622
WUAT02001565.1	Potri.018G085400.10	2086	1824	2398	6012	1550	3390	1886	4270
WUAT02001566.1	Potri.006G048900.1	0	0	8	0	0	6	2	0
WUAT02001567.1	Potri.017G048500.3	41678	41226	46964	51620	50210	53942	56208	46808
WUAT02001570.1	Potri.007G054200.1	100	524	526	418	624	1462	1172	224
WUAT02001571.1	Potri.003G202100.6	4264	3436	4078	5134	6816	4958	4890	3678
WUAT02001573.1	Potri.011G074201.1	110	0	26	20	22	2	16	90
WUAT02001574.1	Potri.005G161366.1	2	4	6	6	0	8	2	4
WUAT02001576.1	Potri.008G147100.9	66174	90698	77038	109086	67334	85606	87704	74600
WUAT02001577.1	Potri.015G142900.1	3848	3720	3800	5986	2342	3292	4518	3984
WUAT02001578.1	Potri.005G187800.1	1114	1078	1226	1934	576	1136	1004	928
WUAT02001580.1	Potri.003G097600.5	14506	12566	14280	20590	16986	18508	16964	12508
WUAT02001581.1	Potri.003G091800.1	9612	11810	12784	11862	16430	16390	17064	12594
WUAT02001583.1	Potri.009G141600.1	5102	11206	4086	15644	20420	17060	14412	5180
WUAT02001584.1	Potri.011G125200.5	12	4	4	0	2	4	2	8
WUAT02001585.1	Potri.006G015700.10	8660	4286	5810	6850	4302	7812	8508	8832
WUAT02001586.1	Potri.004G202832.1	95132	80870	104770	150368	102132	94344	98908	68526
WUAT02001591.1	Potri.012G126800.1	216	254	340	438	186	182	246	320
WUAT02001597.1	Potri.003G201200.4	296	282	560	518	296	404	386	330
WUAT02001599.1	Potri.011G168000.1	27428	23070	31756	31912	24142	31450	33368	33164
WUAT02001603.1	Potri.004G223900.1	37786	24566	24886	42426	21462	29806	32184	29158
WUAT02001610.1	Potri.007G020100.1	2	12	0	4	0	0	0	6
WUAT02001612.1	Potri.001G312800.9	22000	24014	20320	33282	22380	27878	25142	17842
WUAT02001615.1	Potri.013G142232.5	10088	6664	9360	11730	8564	13152	11064	8718
WUAT02001616.1	Potri.001G312800.9	2138	1472	1558	2988	1776	1798	1950	2456
WUAT02001620.1	Potri.001G115100.1	8	386	590	30	486	6	14	0
WUAT02001621.1	Potri.013G133550.1	2702	5884	4636	16860	4298	8354	7472	2092
WUAT02001625.1	Potri.013G136466.1	334	202	96	334	392	1218	1268	572
WUAT02001626.1	Potri.002G008600.8	41898	41376	53144	62164	37924	45878	46430	45856
WUAT02001627.1	Potri.010G001000.4	9398	6764	9318	12266	7274	8038	8042	9136
WUAT02001629.1	Potri.003G185850.1	16558	15594	13306	24686	12526	13094	13472	9176
WUAT02001630.1	Potri.003G098100.4	47532	50202	44204	61910	53936	58626	59556	46270
WUAT02001632.1	Potri.004G125150.1	6	0	6	4	0	6	2	2
WUAT02001634.1	Potri.004G125150.1	82	40	100	128	66	200	296	90
WUAT02001639.1	Potri.013G142232.6	22952	22628	25824	27914	18038	30664	29666	23478
WUAT02001640.1	Potri.005G144200.2	808	1656	526	2130	1654	2108	1214	840
WUAT02001641.1	Potri.015G056501.3	2226	3760	3728	2906	4288	4808	4566	4992
WUAT02001644.1	Potri.008G224210.1	105368	98964	111778	127152	103316	110484	118768	128384
WUAT02001645.1	Potri.015G099600.1	842	626	344	2614	1028	984	4492	1770
WUAT02001648.1	Potri.004G145200.2	7426	8136	8000	10444	8162	10168	9890	8102
WUAT02001652.1	Potri.011G089500.3	11830	13090	19882	21326	24706	25762	22220	26128
WUAT02001656.1	Potri.013G142100.1	3818	2992	4418	3984	4562	7720	6102	3258
WUAT02001657.1	Potri.009G072800.1	5062	4068	4056	7858	1802	4304	2704	5970
WUAT02001658.1	Potri.002G259600.4	14366	5646	3578	58536	3282	8028	7018	23364
WUAT02001662.1	Potri.004G058900.5	1800	1072	1218	2522	158	362	226	1118
WUAT02001665.1	Potri.001G312800.7	34928	32874	47022	45316	26942	44624	49036	53984
WUAT02001666.1	Potri.011G120100.1	742	1218	1536	1528	1242	1658	1266	1084
WUAT02001670.1	Potri.010G210100.1	27426	36692	33876	33584	29618	27204	35702	25018
WUAT02001675.1	Potri.010G108500.6	56640	54282	72430	91820	55004	61792	66564	83556
WUAT02001676.1	Potri.006G164050.1	44	32	0	106	10	100	212	130
WUAT02001680.1	Potri.004G087600.15	8698	11640	14974	18858	10798	18496	15664	10888
WUAT02001688.1	Potri.010G052500.1	6484	6504	6718	8646	5556	8528	7734	6376
WUAT02001692.1	Potri.018G063500.3	146316	154666	136284	269160	36162	34116	53782	87756
WUAT02001693.1	Potri.007G128300.5	4774	4802	5330	6320	3212	4414	5292	6058
WUAT02001694.1	Potri.001G312800.9	3778	2322	2604	3594	3184	3744	3638	2794
WUAT02001697.1	Potri.013G143400.2	6726	8510	7016	6610	9620	10802	12734	10368
WUAT02001701.1	Potri.012G031250.1	14	2	12	18	14	36	0	18
WUAT02001702.1	Potri.010G052500.1	838	460	1026	1194	402	776	666	1144
WUAT02001703.1	Potri.010G052500.1	26	22	8	24	22	180	10	20
WUAT02001704.1	Potri.006G020900.1	1338	1204	1380	2244	1604	1150	1942	1570
WUAT02001706.1	Potri.010G197600.1	14688	19956	23574	27452	22066	22932	18130	15524
WUAT02001707.1	Potri.014G185948.1	616	474	784	982	356	984	310	732
WUAT02001715.1	Potri.009G090300.2	3324	2850	3482	5102	3024	4278	3760	3664
WUAT02001716.1	Potri.001G342933.1	240	232	314	414	370	666	882	548
WUAT02001720.1	Potri.017G023200.3	20756	17340	20948	29588	22302	23678	25472	21966
WUAT02001723.1	Potri.010G052500.1	22	44	40	48	38	60	80	90
WUAT02001724.1	Potri.001G312800.7	3128	2656	2900	4736	3178	4320	4622	3812
WUAT02001725.1	Potri.006G248500.2	47206	31878	51958	80068	35208	70228	64164	44008
WUAT02001729.1	Potri.011G030000.4	5602	6062	5546	8400	5544	4988	4594	4284
WUAT02001732.1	Potri.006G188600.2	2130	1288	1684	2502	888	1302	1044	1268
WUAT02001733.1	Potri.013G012100.1	25446	23780	24130	40526	18216	23148	23562	21940
WUAT02001735.1	Potri.016G089300.1	45002	36570	30992	48848	63330	57994	78084	26936
WUAT02001739.1	Potri.010G052500.1	166	296	146	254	230	396	242	132
WUAT02001740.1	Potri.010G083700.1	5150	5888	7612	7246	10148	13218	14702	10386
WUAT02001742.1	Potri.003G094700.1	1394	1908	2024	2336	1624	2358	1004	2924
WUAT02001743.1	Potri.011G075051.1	8442	7590	7540	11106	7930	6758	7334	6140
WUAT02001744.1	Potri.001G056000.5	27934	22114	27524	37724	20400	34308	35352	28678
WUAT02001747.1	Potri.001G379700.4	4252	4012	4368	5922	4028	5342	4522	4808
