Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	624	392	528	460	642	610	480	430
WUAT02000955.1	Potri.001G356500.4	56566	43820	55208	56294	43860	28084	39086	35802
WUAT02000959.1	Potri.013G143400.2	14204	16432	14702	9492	4502	3244	10534	9912
WUAT02000964.1	Potri.015G085300.1	30368	25844	24926	22386	24984	33622	39374	29548
WUAT02000968.1	Potri.007G020100.1	1370	738	724	1788	106	412	5434	1508
WUAT02000970.1	Potri.003G197200.4	185684	107470	142632	95518	77508	37354	76332	66504
WUAT02000972.1	Potri.003G154800.2	10868	7412	7956	8428	7564	8442	11018	9422
WUAT02000973.1	Potri.010G131800.1	51024	58460	45164	50556	47324	41356	64342	60648
WUAT02000977.1	Potri.007G061721.1	4458	3948	3490	3748	4244	5028	6660	5106
WUAT02000982.1	Potri.009G079500.1	37884	20898	38118	34834	27930	26382	83284	61832
WUAT02000987.1	Potri.001G146100.8	41078	42774	32340	33740	32356	73788	101848	130206
WUAT02000996.1	Potri.013G142232.5	6506	1592	5052	2756	2952	2130	3550	2834
WUAT02001000.1	Potri.019G071700.2	36770	38922	35374	32918	32778	26150	43918	29756
WUAT02001004.1	Potri.013G091900.11	13342	16120	15136	12044	16676	9466	12760	12246
WUAT02001006.1	Potri.005G070700.6	5400	4048	3794	3970	3946	4488	5198	4480
WUAT02001007.1	Potri.009G126500.1	2398	1352	1470	1618	1222	3904	2934	4388
WUAT02001009.1	Potri.013G162800.1	18508	14332	16320	14750	15222	15068	16274	15686
WUAT02001014.1	Potri.006G120700.1	8656	6632	7600	7234	5566	13824	14118	15356
WUAT02001015.1	Potri.011G074501.1	100	28	90	32	84	92	62	90
WUAT02001018.1	Potri.010G225100.1	62240	48190	59714	50636	55552	49742	63308	54252
WUAT02001022.1	Potri.014G185804.1	3648	2092	2636	2684	2354	2004	3464	2090
WUAT02001024.1	Potri.015G115701.2	17402	14136	14662	14614	14466	27062	29428	26874
WUAT02001027.1	Potri.002G133100.2	11552	13240	17980	11358	16840	22748	24158	27084
WUAT02001028.1	Potri.004G121400.2	498	522	88	336	344	116	462	266
WUAT02001031.1	Potri.016G085200.3	25280	22890	22096	22344	31424	34186	39246	33774
WUAT02001032.1	Potri.017G064201.1	11386	9778	8146	8798	11328	15172	20556	15090
WUAT02001036.1	Potri.008G224210.1	12312	7200	10176	10916	11812	10628	16690	11428
WUAT02001037.1	Potri.005G118100.1	1490	1100	1442	1796	3394	2840	2598	3218
WUAT02001042.1	Potri.002G094700.1	5388	3214	5862	4776	4546	3660	2660	3034
WUAT02001045.1	Potri.009G028001.1	113134	96246	120924	95986	88232	91714	102148	105366
WUAT02001047.1	Potri.013G143400.2	0	4	2	2	0	6	0	0
WUAT02001054.1	Potri.003G159000.6	64810	59242	59830	54996	62582	91374	113882	104628
WUAT02001058.1	Potri.010G022000.6	786	380	720	450	378	606	1124	466
WUAT02001059.1	Potri.014G090100.2	22430	18644	18744	17898	20152	21412	24850	22908
WUAT02001063.1	Potri.012G031250.1	134228	117194	109182	110462	120650	110880	143306	132018
WUAT02001066.1	Potri.013G142760.1	8	2	8	16	4	14	14	8
WUAT02001068.1	Potri.001G312800.9	14492	9982	10708	9142	9238	12662	14228	15120
WUAT02001070.1	Potri.014G119100.5	12402	10872	13078	9678	10868	9104	10740	10248
WUAT02001075.1	Potri.013G133550.1	2	0	0	0	6	8	20	6
WUAT02001076.1	Potri.002G159400.1	2584	1120	1798	1706	1642	2002	1584	1514
WUAT02001077.1	Potri.005G038700.1	11320	6774	11362	10540	7112	3380	2794	3374
WUAT02001083.1	Potri.005G154350.1	664	336	818	398	290	1030	1318	136
WUAT02001088.1	Potri.012G117500.1	1514	1362	1810	1134	1444	860	4174	1394
WUAT02001090.1	Potri.013G142760.3	13534	11272	16012	11476	11852	6992	8940	7960
WUAT02001091.1	Potri.010G000301.1	1830	1550	1200	992	1556	3492	2008	2126
WUAT02001094.1	Potri.009G009200.5	148	94	148	214	186	168	268	388
WUAT02001095.1	Potri.011G127600.8	17612	8288	27660	16844	7214	3268	3868	3154
WUAT02001098.1	Potri.001G441040.1	20	0	336	2	32	66	18	18
WUAT02001104.1	Potri.007G095200.11	2166	1406	3276	2206	3994	1990	5176	2026
WUAT02001108.1	Potri.001G339500.3	43622	26652	31956	26702	38434	26294	27802	33130
WUAT02001112.1	Potri.012G031250.1	8368	5600	6412	5200	5000	6266	10560	7790
WUAT02001113.1	Potri.010G052500.1	99852	75686	65576	81188	40696	46208	78382	57226
WUAT02001121.1	Potri.015G074900.6	10952	14616	13118	4502	4702	8274	12326	5844
WUAT02001122.1	Potri.011G000200.1	22852	24208	28518	24092	27352	31086	39410	32280
WUAT02001126.1	Potri.013G036300.1	66094	53596	53564	50296	54382	147026	154310	159008
WUAT02001132.1	Potri.001G300900.1	17364	21474	26462	22672	24622	18444	22830	14344
WUAT02001135.1	Potri.006G246700.1	19410	18980	18724	19864	15614	14286	17100	14940
WUAT02001139.1	Potri.008G150000.1	28168	26968	26084	24622	19126	18018	29654	21422
WUAT02001144.1	Potri.001G312800.9	78614	68542	66766	64370	52414	76930	104390	96610
WUAT02001145.1	Potri.002G074600.2	26418	21984	14110	21296	16624	87430	42968	65000
WUAT02001147.1	Potri.017G140601.1	52	46	72	50	76	184	62	50
WUAT02001153.1	Potri.017G075100.2	28348	23412	25768	22590	27862	18852	29920	25556
WUAT02001158.1	Potri.011G074700.2	6646	3708	6060	5060	3672	4620	6996	4788
WUAT02001159.1	Potri.009G082500.1	19062	15586	14552	13848	15238	12538	14794	12804
WUAT02001162.1	Potri.016G055400.1	111456	99964	115928	97184	96916	98938	114946	93820
WUAT02001166.1	Potri.010G148900.3	27292	25770	23524	25866	27944	36706	40800	43208
WUAT02001167.1	Potri.002G224000.2	40	30	40	38	28	38	98	34
WUAT02001169.1	Potri.013G163100.1	270	648	246	242	616	406	542	510
WUAT02001171.1	Potri.008G058500.16	5098	6614	4386	4606	7598	8070	9178	6830
WUAT02001175.1	Potri.001G386300.1	1364	1998	4350	6238	6564	19412	22098	19582
WUAT02001176.1	Potri.005G154350.1	7990	4130	7564	5884	4402	3744	7370	5340
WUAT02001180.1	Potri.014G068100.1	3528	3142	3858	2808	3308	3146	4430	3538
WUAT02001185.1	Potri.004G176000.8	21842	15258	16820	18076	17756	18362	21142	20414
WUAT02001187.1	Potri.005G097000.4	36	66	84	192	324	40	30	60
WUAT02001189.1	Potri.017G075400.1	10308	10354	11576	11340	15972	7680	10774	11316
WUAT02001190.1	Potri.004G132300.1	35994	25896	26048	29388	27874	27718	36634	30074
WUAT02001193.1	Potri.005G015100.3	181044	113594	180460	157274	103844	152120	211454	147334
WUAT02001196.1	Potri.018G086350.1	4164	3298	4424	4438	3266	5092	5272	5078
WUAT02001198.1	Potri.014G042700.3	21338	14068	16034	14556	16576	15062	19594	19772
WUAT02001199.1	Potri.001G135900.2	40722	32826	34560	32638	35798	47314	61306	57656
WUAT02001202.1	Potri.002G008176.1	24044	19834	17484	27182	12810	3132	4100	3490
WUAT02001203.1	Potri.010G161500.12	13330	11196	10962	11234	14440	18032	18098	15064
WUAT02001207.1	Potri.001G347800.1	33536	29026	23946	25288	22976	21054	26998	20714
WUAT02001211.1	Potri.001G441040.1	11432	9162	8848	8030	16424	5768	22482	13896
WUAT02001212.1	Potri.013G143400.2	100542	95930	107916	95622	73476	60766	86470	75212
WUAT02001213.1	Potri.013G143400.2	1182	466	388	354	966	898	1126	708
WUAT02001220.1	Potri.011G139100.1	5962	3898	4094	5154	4950	7136	8146	7138
WUAT02001221.1	Potri.004G133500.6	36648	29542	32012	27234	36778	43852	60130	50852
WUAT02001226.1	Potri.003G205700.1	576	1294	1090	914	618	450	782	500
WUAT02001229.1	Potri.013G133550.2	8028	6670	6842	7256	6854	11002	11724	10964
WUAT02001233.1	Potri.010G149700.4	5040	5910	5094	4726	6034	3546	3830	3074
WUAT02001239.1	Potri.011G073900.2	412	706	358	526	1128	618	994	658
WUAT02001243.1	Potri.002G181400.2	15404	17996	32632	23152	13800	3614	5824	6016
WUAT02001248.1	Potri.017G007400.1	146	150	124	136	84	144	208	198
WUAT02001252.1	Potri.010G171600.5	224172	190140	206694	188524	198906	122226	185274	183426
WUAT02001256.1	Potri.010G105700.13	37240	30990	41758	40388	31442	37042	41920	38974
WUAT02001257.1	Potri.017G134200.2	26092	17388	22404	23722	22292	25218	24740	27866
WUAT02001258.1	Potri.019G032900.2	17006	16680	18960	13776	37340	29024	28384	17304
WUAT02001261.1	Potri.007G069300.1	8658	5966	9696	7034	3576	2164	6078	3288
WUAT02001266.1	Potri.010G052500.1	9676	11586	6732	8892	16930	15050	13290	14386
WUAT02001267.1	Potri.012G088100.1	768	1140	1250	676	532	406	356	600
WUAT02001269.1	Potri.018G116000.1	172	36	448	354	280	366	400	276
WUAT02001272.1	Potri.007G062442.1	0	0	0	0	4	2	6	12
WUAT02001275.1	Potri.002G254700.1	33792	28942	30600	27684	35568	73798	75578	73170
WUAT02001278.1	Potri.001G259204.1	0	2	10	0	6	8	0	0
WUAT02001279.1	Potri.019G047540.1	8570	8764	7024	7114	5784	7174	5494	6556
WUAT02001280.1	Potri.007G062302.2	7610	1702	6182	6722	6236	6586	10130	5626
WUAT02001284.1	Potri.013G138000.1	13132	9706	10902	9252	15018	7536	8284	6934
WUAT02001288.1	Potri.008G112400.4	75636	44370	39714	40372	80758	80902	98702	69604
WUAT02001290.1	Potri.019G129740.2	12	8	22	12	4	22	40	10
WUAT02001292.1	Potri.009G135900.3	14644	12012	8878	12436	7586	8532	17184	9318
WUAT02001293.1	Potri.011G113575.1	70	102	14	30	46	34	74	132
WUAT02001294.1	Potri.018G143500.1	364	188	262	210	206	324	374	272
WUAT02001297.1	Potri.005G258700.8	18100	17286	17886	16326	25092	33182	29268	32322
WUAT02001298.1	Potri.012G129700.5	22196	15318	28052	19292	13024	6650	7562	6836
WUAT02001308.1	Potri.017G078500.1	9412	7038	7870	5570	8254	7412	9702	8094
WUAT02001311.1	Potri.010G115000.3	4790	3276	2734	2642	3922	4774	7870	10952
WUAT02001312.1	Potri.014G080900.1	4984	3406	2446	4678	3950	4212	5528	7906
WUAT02001316.1	Potri.007G062322.1	954	112	48	12	42	192	54	52
WUAT02001318.1	Potri.013G137077.1	44	44	22	0	38	66	34	52
WUAT02001319.1	Potri.016G138600.1	24524	12192	16920	18164	18882	16154	19858	13032
WUAT02001320.1	Potri.011G022300.2	42016	32896	38192	37672	32580	31136	38562	32714
WUAT02001324.1	Potri.007G061881.1	778	714	1408	1088	1144	1336	1198	1084
WUAT02001325.1	Potri.013G143400.2	146	490	424	346	324	138	286	292
WUAT02001326.1	Potri.011G074150.1	2	14	12	6	6	4	12	6
WUAT02001328.1	Potri.009G029600.2	24316	16128	18222	15204	22032	42754	55702	53078
WUAT02001329.1	Potri.011G137400.1	6128	6488	4736	6414	7872	9058	9518	9946
WUAT02001333.1	Potri.010G192100.1	8056	9070	7796	8648	8698	9574	10954	9954
WUAT02001334.1	Potri.019G012300.3	1262	1096	1702	944	966	1564	1866	982
WUAT02001337.1	Potri.009G057500.1	2990	2122	2930	3072	3120	2356	2816	2178
WUAT02001342.1	Potri.001G119700.1	9868	4992	5762	5724	7338	5394	8784	5366
WUAT02001344.1	Potri.013G143400.2	44	28	208	558	78	332	574	8
WUAT02001345.1	Potri.010G052500.1	0	4	2	8	0	0	6	6
WUAT02001346.1	Potri.001G101400.1	29956	28122	31672	27680	31454	34782	40038	36552
WUAT02001348.1	Potri.001G254500.1	22906	19710	22850	24740	16986	20182	29846	19846
WUAT02001351.1	Potri.010G180600.1	31902	24510	47432	32886	63590	33900	47852	42160
WUAT02001356.1	Potri.006G222000.1	294410	217962	189314	204838	152732	200540	180274	150114
WUAT02001360.1	Potri.005G154300.1	28246	16150	23058	17510	16804	24564	30510	32212
WUAT02001369.1	Potri.004G114600.4	7894	5880	6830	5938	7690	9954	9820	9498
WUAT02001373.1	Potri.014G185804.1	7810	7478	5118	6118	5876	7994	10552	11052
WUAT02001377.1	Potri.009G066800.2	9244	8722	9590	9968	8428	6394	7358	8570
WUAT02001378.1	Potri.013G133550.2	23924	18846	23900	21922	17430	13498	15202	11136
WUAT02001384.1	Potri.005G250100.1	9664	8818	8128	9618	7956	8926	13096	9260
WUAT02001387.1	Potri.001G342933.1	10236	9420	8370	9872	9140	8452	11304	8484
WUAT02001388.1	Potri.014G125100.1	7732	6672	7078	5996	3376	1900	1894	1634
WUAT02001391.1	Potri.010G013400.1	470556	603846	488222	496904	243498	766744	1126386	616432
WUAT02001392.1	Potri.016G066100.2	3066	2446	3118	2566	2154	1918	2762	2618
WUAT02001393.1	Potri.013G142124.1	17072	12000	14460	15776	17418	28426	31760	27748
WUAT02001400.1	Potri.007G062582.1	1332	550	442	468	662	708	844	632
WUAT02001401.1	Potri.016G133300.1	6380	5704	8588	5378	5402	4984	4022	4458
WUAT02001402.1	Potri.004G090200.13	56	18	108	50	38	126	150	36
WUAT02001410.1	Potri.004G201900.2	23384	17648	26202	19834	21024	29444	30026	28334
WUAT02001411.1	Potri.001G236700.2	22620	21150	21650	24222	22400	21382	24348	23418
WUAT02001412.1	Potri.017G142500.1	36	16	14	2	12	72	12	46
WUAT02001414.1	Potri.003G102400.9	26360	31222	35116	26458	31130	20164	22710	22714
WUAT02001415.1	Potri.015G103300.1	26402	17266	20076	20596	16286	38484	46436	51700
WUAT02001418.1	Potri.014G153000.1	12002	12348	44222	14644	6410	5820	11318	16454
WUAT02001419.1	Potri.012G006700.2	162904	107612	113072	109022	136954	192814	229498	203388
WUAT02001425.1	Potri.013G069900.2	7012	4646	5576	5982	5180	3660	3970	3104
WUAT02001428.1	Potri.003G142100.1	3614	2652	3464	3450	4792	4404	3718	5368
WUAT02001429.1	Potri.006G087701.1	2534	2302	2360	2400	2076	7352	5398	9092
WUAT02001433.1	Potri.007G001500.9	6836	4676	5676	5744	4960	4942	9078	6584
WUAT02001436.1	Potri.003G071500.1	1114	1854	1748	970	1932	16896	18804	11128
WUAT02001438.1	Potri.001G312800.7	4	12	88	0	4	76	2	88
WUAT02001441.1	Potri.008G224210.1	11784	12954	15816	5912	11998	7604	17694	11414
WUAT02001443.1	Potri.015G133700.1	1288	266	852	1012	1206	1566	1920	1184
WUAT02001452.1	Potri.011G136000.2	25232	14334	20552	20530	19426	15786	25630	21196
WUAT02001454.1	Potri.005G203500.2	7776	3852	7748	4378	5564	10318	8332	15536
WUAT02001455.1	Potri.007G096000.1	52602	38700	47116	46920	45348	38894	54256	56332
WUAT02001458.1	Potri.011G101451.1	14	6	8	6	2	14	10	4
WUAT02001459.1	Potri.010G229300.7	5404	5342	3136	4274	5080	3580	6094	5140
WUAT02001461.1	Potri.006G095500.4	4	10	10	0	2	8	4	4
WUAT02001463.1	Potri.018G128400.2	14824	11876	16118	13944	15904	12878	20816	14920
WUAT02001467.1	Potri.007G035900.1	322	708	220	482	460	396	674	368
WUAT02001472.1	Potri.006G163301.1	12638	9696	10266	9800	14158	18224	18324	14522
WUAT02001486.1	Potri.012G045500.5	13336	11578	11260	11426	10670	8462	11298	9866
WUAT02001487.1	Potri.001G301700.1	5366	2954	5174	4138	3250	6206	9730	5636
WUAT02001488.1	Potri.015G042600.1	36930	30662	34148	30894	29950	33828	40258	42774
WUAT02001490.1	Potri.001G222700.1	72	116	134	62	234	120	424	106
WUAT02001491.1	Potri.015G035300.1	788	630	384	594	472	624	760	752
WUAT02001492.1	Potri.013G139112.2	236	120	358	260	394	910	792	1076
WUAT02001494.1	Potri.010G019000.2	23136	25902	32118	34978	35996	36194	75674	72574
WUAT02001495.1	Potri.005G049800.5	2192	1880	3316	2414	1676	468	988	692
WUAT02001500.1	Potri.011G075051.1	546	384	340	640	248	198	290	292
WUAT02001504.1	Potri.012G071400.1	2384	2334	1604	2440	6202	9930	8546	4836
WUAT02001506.1	Potri.008G211900.1	10538	7248	7680	8906	9210	10948	10998	7210
WUAT02001508.1	Potri.001G026100.1	392	416	336	794	544	780	970	598
WUAT02001513.1	Potri.006G229300.1	71670	79468	73648	55840	100664	60908	59776	59524
WUAT02001514.1	Potri.003G089300.2	3088	554	1450	674	824	902	1352	980
WUAT02001517.1	Potri.001G014700.1	860	688	342	14	38	292	600	312
WUAT02001522.1	Potri.011G109700.1	14784	14380	15606	14390	12446	8082	11694	8530
WUAT02001524.1	Potri.010G052500.1	10	8	22	4	0	0	12	12
WUAT02001526.1	Potri.004G125150.1	1314	1034	1436	1280	870	904	1222	1050
WUAT02001527.1	Potri.017G057400.3	126	32	482	102	444	260	1014	262
WUAT02001530.1	Potri.012G105500.1	612	268	466	298	16	70	68	16
WUAT02001531.1	Potri.013G136466.1	1258	868	1624	1638	980	1192	1234	1674
WUAT02001540.1	Potri.010G052500.1	55744	43184	51502	44270	49150	58656	62434	66388
WUAT02001541.1	Potri.005G172200.3	3740	2902	3596	2650	3416	3278	4946	2512
WUAT02001544.1	Potri.006G268200.4	3934	3056	4730	3714	2796	1938	2830	2074
WUAT02001545.1	Potri.001G312800.7	38000	38858	26136	30798	31674	36850	37006	40696
WUAT02001550.1	Potri.004G134500.1	73274	54646	62368	62406	56500	64482	99470	72204
WUAT02001552.1	Potri.001G312800.9	1302	1464	514	1630	1682	1126	2176	1290
WUAT02001553.1	Potri.002G205500.5	30226	22544	31682	31512	61178	55654	64612	49926
WUAT02001558.1	Potri.006G033300.4	128320	121744	148168	107330	202186	123600	125270	104628
WUAT02001565.1	Potri.018G085400.10	3774	2416	1418	4690	2918	2314	3630	1496
WUAT02001566.1	Potri.006G048900.1	2	0	8	0	0	0	0	0
WUAT02001567.1	Potri.017G048500.3	50120	43150	42024	39796	40692	48236	57666	47616
WUAT02001570.1	Potri.007G054200.1	230	148	134	450	168	2146	1644	1820
WUAT02001571.1	Potri.003G202100.6	4004	8270	4232	4338	5774	7590	5304	4858
WUAT02001573.1	Potri.011G074201.1	44	10	10	12	14	6	16	12
WUAT02001574.1	Potri.005G161366.1	4	8	10	2	0	4	0	0
WUAT02001576.1	Potri.008G147100.9	76080	58196	64044	61722	69880	82032	92310	106030
WUAT02001577.1	Potri.015G142900.1	5074	3670	3970	3432	3012	2874	3102	3094
WUAT02001578.1	Potri.005G187800.1	1246	1316	900	1338	1570	1110	1474	1666
WUAT02001580.1	Potri.003G097600.5	13892	12034	13034	11528	15754	17580	16666	16086
WUAT02001581.1	Potri.003G091800.1	9478	10322	9626	8522	12358	17278	19934	16082
WUAT02001583.1	Potri.009G141600.1	3196	4632	5350	10540	28000	11654	14688	13232
WUAT02001584.1	Potri.011G125200.5	0	0	38	0	2	16	14	20
WUAT02001585.1	Potri.006G015700.10	5964	5658	4716	4744	4236	7046	8444	5502
WUAT02001586.1	Potri.004G202832.1	118052	84226	89446	91186	69442	75496	124640	91642
WUAT02001591.1	Potri.012G126800.1	212	164	192	150	268	236	318	252
WUAT02001597.1	Potri.003G201200.4	424	226	200	340	394	426	302	534
WUAT02001599.1	Potri.011G168000.1	25172	20768	23788	22104	24024	30006	32802	29320
WUAT02001603.1	Potri.004G223900.1	31908	20782	26316	19638	27044	23996	33000	31312
WUAT02001610.1	Potri.007G020100.1	0	2	4	8	2	0	0	4
WUAT02001612.1	Potri.001G312800.9	20848	17650	22416	19748	23246	21294	27782	30634
WUAT02001615.1	Potri.013G142232.5	10538	8670	6754	8216	7258	10576	11972	8852
WUAT02001616.1	Potri.001G312800.9	1768	1226	1606	1574	1738	982	1774	1442
WUAT02001620.1	Potri.001G115100.1	0	718	4	16	508	18	6	0
WUAT02001621.1	Potri.013G133550.1	5520	1530	3508	2866	12928	5662	12758	5514
WUAT02001625.1	Potri.013G136466.1	280	172	116	274	220	1186	460	840
WUAT02001626.1	Potri.002G008600.8	44254	40606	42378	43486	35090	41078	54386	44652
WUAT02001627.1	Potri.010G001000.4	10434	9114	8622	8170	10928	8472	9188	9690
WUAT02001629.1	Potri.003G185850.1	15802	12716	15112	11956	13290	12852	14832	12208
WUAT02001630.1	Potri.003G098100.4	48290	36820	41770	36770	49002	51832	66810	56006
WUAT02001632.1	Potri.004G125150.1	6	10	6	6	0	4	0	18
WUAT02001634.1	Potri.004G125150.1	12	84	106	64	52	128	372	638
WUAT02001639.1	Potri.013G142232.6	22222	20712	18508	18834	22672	25636	27046	24030
WUAT02001640.1	Potri.005G144200.2	646	472	560	1684	2814	3318	4770	2552
WUAT02001641.1	Potri.015G056501.3	2500	3572	2026	2320	1916	3344	4934	3266
WUAT02001644.1	Potri.008G224210.1	107682	63922	89878	94224	76964	113946	149716	135420
WUAT02001645.1	Potri.015G099600.1	940	660	662	388	3490	2162	1590	1856
WUAT02001648.1	Potri.004G145200.2	7680	6080	7692	6356	8470	9072	9316	9028
WUAT02001652.1	Potri.011G089500.3	12736	14390	19216	16784	11988	21330	23300	29818
WUAT02001656.1	Potri.013G142100.1	4786	2892	2652	2422	3180	6488	5348	6392
WUAT02001657.1	Potri.009G072800.1	4816	3410	4994	4802	3414	2768	4416	3396
WUAT02001658.1	Potri.002G259600.4	14858	23126	21234	22088	17970	5424	7500	10924
WUAT02001662.1	Potri.004G058900.5	734	990	924	1308	914	200	480	364
WUAT02001665.1	Potri.001G312800.7	30374	27324	31066	31100	39126	42522	59012	48828
WUAT02001666.1	Potri.011G120100.1	1040	992	772	696	1510	892	1208	876
WUAT02001670.1	Potri.010G210100.1	24306	23430	25832	21150	28334	31266	33632	33412
WUAT02001675.1	Potri.010G108500.6	54632	63334	62510	58404	57838	60406	71054	67100
WUAT02001676.1	Potri.006G164050.1	74	102	26	104	132	36	110	18
WUAT02001680.1	Potri.004G087600.15	7408	9244	14184	8226	8700	8970	11082	12992
WUAT02001688.1	Potri.010G052500.1	7672	5562	5600	6682	5582	5632	6582	7078
WUAT02001692.1	Potri.018G063500.3	96562	134566	203482	178678	99290	35412	57134	31094
WUAT02001693.1	Potri.007G128300.5	6064	4624	3646	4426	3844	4350	5756	4190
WUAT02001694.1	Potri.001G312800.9	6596	5416	3452	3564	2550	4018	2586	3390
WUAT02001697.1	Potri.013G143400.2	5782	6286	7316	6316	7312	12312	11556	13922
WUAT02001701.1	Potri.012G031250.1	22	4	6	8	8	6	20	18
WUAT02001702.1	Potri.010G052500.1	890	576	632	688	724	690	708	898
WUAT02001703.1	Potri.010G052500.1	2	4	14	28	30	22	86	8
WUAT02001704.1	Potri.006G020900.1	1142	1036	980	1992	2152	2142	750	1632
WUAT02001706.1	Potri.010G197600.1	26956	10026	17250	13256	11874	18016	14232	23870
WUAT02001707.1	Potri.014G185948.1	1010	440	1132	584	576	294	674	444
WUAT02001715.1	Potri.009G090300.2	4098	2950	3358	2936	2582	2854	4280	4152
WUAT02001716.1	Potri.001G342933.1	342	144	200	288	344	1042	460	384
WUAT02001720.1	Potri.017G023200.3	21998	19500	18872	19052	19864	20626	28126	25816
WUAT02001723.1	Potri.010G052500.1	46	54	26	14	34	16	452	76
WUAT02001724.1	Potri.001G312800.7	4078	2198	2824	2936	3134	4570	4150	5568
WUAT02001725.1	Potri.006G248500.2	51006	35788	43814	45218	48884	70560	55888	59626
WUAT02001729.1	Potri.011G030000.4	6772	4320	5816	4918	4626	3512	5340	5580
WUAT02001732.1	Potri.006G188600.2	1518	1540	1722	1554	1036	890	844	796
WUAT02001733.1	Potri.013G012100.1	31828	22968	17402	19740	18228	22560	23102	16914
WUAT02001735.1	Potri.016G089300.1	50862	31454	29882	29724	42918	55344	49706	64992
WUAT02001739.1	Potri.010G052500.1	106	196	144	156	374	250	502	292
WUAT02001740.1	Potri.010G083700.1	5568	5330	4606	5774	5776	12058	12768	18484
WUAT02001742.1	Potri.003G094700.1	1464	1402	1138	1234	1776	1424	2842	3262
WUAT02001743.1	Potri.011G075051.1	8752	6608	8174	7322	7182	7386	7084	6496
WUAT02001744.1	Potri.001G056000.5	29190	24076	24642	23692	22572	26190	36528	30692
WUAT02001747.1	Potri.001G379700.4	3870	4566	3794	3498	4232	3660	5082	4248
WUAT02001751.1	Potri.001G313900.1	52	34	82	8	40	70	290	54
WUAT02001753.1	Potri.004G049100.1	2072	1060	1586	1380	1182	1490	2072	1920
