Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	1386	558	1314	1518	1230	484	650	752
WUAT02000955.1	Potri.001G356500.4	53730	49822	39538	38886	46806	27978	54516	56532
WUAT02000959.1	Potri.013G143400.2	6410	9332	14510	10128	5726	1434	22088	11530
WUAT02000964.1	Potri.015G085300.1	26150	21272	23052	20132	22318	25654	25362	22310
WUAT02000968.1	Potri.007G020100.1	1810	554	136	2312	562	2480	814	2304
WUAT02000970.1	Potri.003G197200.4	163426	77496	134378	83560	140694	70928	119944	145972
WUAT02000972.1	Potri.003G154800.2	7500	8326	9750	7070	7456	8550	9926	9128
WUAT02000973.1	Potri.010G131800.1	46538	58088	44748	42206	42364	80000	62606	68196
WUAT02000977.1	Potri.007G061721.1	2958	3412	3416	2994	3970	5444	4290	3636
WUAT02000982.1	Potri.009G079500.1	45598	15020	43056	29592	48416	89046	61158	61848
WUAT02000987.1	Potri.001G146100.8	42266	43502	28744	34850	33802	95662	52672	54996
WUAT02000996.1	Potri.013G142232.5	4680	2746	2276	4316	6358	3972	2782	4890
WUAT02001000.1	Potri.019G071700.2	36494	34602	36282	30890	34764	26912	41430	39156
WUAT02001004.1	Potri.013G091900.11	15990	12348	13024	10148	24466	11994	14720	16350
WUAT02001006.1	Potri.005G070700.6	5058	3590	4530	4088	4420	4788	4462	5344
WUAT02001007.1	Potri.009G126500.1	1634	1382	1412	1260	1482	4612	1966	1626
WUAT02001009.1	Potri.013G162800.1	16950	14484	14910	14194	13530	16324	16388	15804
WUAT02001014.1	Potri.006G120700.1	7032	8244	6102	6334	5222	14538	10618	7386
WUAT02001015.1	Potri.011G074501.1	174	58	208	152	102	158	292	60
WUAT02001018.1	Potri.010G225100.1	59306	49272	54542	45266	49408	44048	62372	53004
WUAT02001022.1	Potri.014G185804.1	3962	2970	2094	1676	2532	2892	2314	4634
WUAT02001024.1	Potri.015G115701.2	13884	13258	15672	13094	18408	32082	18836	14452
WUAT02001027.1	Potri.002G133100.2	18042	15616	14008	16660	14082	23022	16858	18900
WUAT02001028.1	Potri.004G121400.2	298	346	88	80	360	378	206	552
WUAT02001031.1	Potri.016G085200.3	23738	20928	22448	23874	30878	38852	34256	27418
WUAT02001032.1	Potri.017G064201.1	9966	8940	10442	8706	7976	17928	11522	9126
WUAT02001036.1	Potri.008G224210.1	12172	6780	10784	7906	10390	12590	12350	12680
WUAT02001037.1	Potri.005G118100.1	1372	1434	1648	848	2104	2576	2938	2320
WUAT02001042.1	Potri.002G094700.1	5590	4754	5124	4280	4736	1842	4182	6090
WUAT02001045.1	Potri.009G028001.1	102308	95004	114078	92006	88128	84346	109668	114082
WUAT02001047.1	Potri.013G143400.2	2	4	2	2	0	4	4	0
WUAT02001054.1	Potri.003G159000.6	59736	52484	57604	57238	48384	106142	84206	62870
WUAT02001058.1	Potri.010G022000.6	538	726	786	482	584	804	622	530
WUAT02001059.1	Potri.014G090100.2	20718	17438	19240	17092	18228	18606	20056	19692
WUAT02001063.1	Potri.012G031250.1	109418	98928	120944	91880	135394	108664	140608	137300
WUAT02001066.1	Potri.013G142760.1	18	62	2	8	4	4	0	10
WUAT02001068.1	Potri.001G312800.9	14556	9432	11658	9850	10990	10832	12862	10920
WUAT02001070.1	Potri.014G119100.5	15084	11496	13250	11874	12700	10132	12212	15550
WUAT02001075.1	Potri.013G133550.1	18	10	12	18	2	6	6	14
WUAT02001076.1	Potri.002G159400.1	1548	1458	1438	1302	1454	1306	1846	1480
WUAT02001077.1	Potri.005G038700.1	20984	7956	12080	14370	12838	2410	5860	17584
WUAT02001083.1	Potri.005G154350.1	1142	1026	668	780	160	54	58	384
WUAT02001088.1	Potri.012G117500.1	1908	1230	2236	2742	896	4032	1128	1198
WUAT02001090.1	Potri.013G142760.3	20820	11422	16208	15778	19054	6428	11796	15248
WUAT02001091.1	Potri.010G000301.1	1434	1054	1552	1144	2414	2784	2580	2132
WUAT02001094.1	Potri.009G009200.5	80	188	116	84	380	296	458	414
WUAT02001095.1	Potri.011G127600.8	20262	19348	16656	27250	24960	3718	8410	11036
WUAT02001098.1	Potri.001G441040.1	6	38	8	104	36	4	2	18
WUAT02001104.1	Potri.007G095200.11	2756	1880	2262	1990	3098	6330	1138	2146
WUAT02001108.1	Potri.001G339500.3	41900	25812	28558	35688	20846	32376	26008	41580
WUAT02001112.1	Potri.012G031250.1	6406	4794	6780	4366	6420	7558	7554	6430
WUAT02001113.1	Potri.010G052500.1	69460	70412	61626	43716	37204	39254	77664	57648
WUAT02001121.1	Potri.015G074900.6	13352	13550	20418	7724	8036	4386	9154	8712
WUAT02001122.1	Potri.011G000200.1	33070	27056	28696	28422	28462	44154	32660	29336
WUAT02001126.1	Potri.013G036300.1	58370	49916	60848	48076	55834	199514	73228	63306
WUAT02001132.1	Potri.001G300900.1	26264	19242	21628	21778	33320	11666	26810	25952
WUAT02001135.1	Potri.006G246700.1	21990	17352	19518	17482	18568	14326	18990	20736
WUAT02001139.1	Potri.008G150000.1	23626	20542	26348	19634	19688	19838	31254	26154
WUAT02001144.1	Potri.001G312800.9	71822	60688	68644	59020	59178	75234	84764	70352
WUAT02001145.1	Potri.002G074600.2	15494	21636	12546	37282	11704	82066	25918	20788
WUAT02001147.1	Potri.017G140601.1	84	74	78	44	26	40	58	190
WUAT02001153.1	Potri.017G075100.2	25876	20604	24148	22384	24788	20484	31260	31106
WUAT02001158.1	Potri.011G074700.2	6140	3676	6012	5814	5518	4258	5656	4700
WUAT02001159.1	Potri.009G082500.1	18816	13732	20166	14422	13842	10166	15808	16872
WUAT02001162.1	Potri.016G055400.1	110860	100978	102186	107304	92446	92018	101878	107888
WUAT02001166.1	Potri.010G148900.3	24152	22092	25156	23028	23226	35492	32946	29184
WUAT02001167.1	Potri.002G224000.2	24	126	54	52	58	56	36	82
WUAT02001169.1	Potri.013G163100.1	282	166	352	304	184	710	418	224
WUAT02001171.1	Potri.008G058500.16	4190	4170	5536	4632	5312	7058	6842	5418
WUAT02001175.1	Potri.001G386300.1	1788	2716	4538	1728	7882	25502	13640	4346
WUAT02001176.1	Potri.005G154350.1	5112	3790	6196	2608	7244	8676	7964	6942
WUAT02001180.1	Potri.014G068100.1	3606	2662	3642	2906	3676	3542	4770	3240
WUAT02001185.1	Potri.004G176000.8	21170	15246	20354	15880	17136	17178	19262	19422
WUAT02001187.1	Potri.005G097000.4	408	102	72	64	226	100	52	76
WUAT02001189.1	Potri.017G075400.1	19796	10714	15102	14024	8494	9358	12610	13686
WUAT02001190.1	Potri.004G132300.1	32278	22290	29332	23296	31912	29564	33476	37482
WUAT02001193.1	Potri.005G015100.3	163654	180786	174614	129114	135040	164798	161308	171342
WUAT02001196.1	Potri.018G086350.1	3334	4058	3716	2894	3982	4122	5654	3670
WUAT02001198.1	Potri.014G042700.3	19418	13804	15696	13650	15842	13532	17042	16462
WUAT02001199.1	Potri.001G135900.2	35936	34042	33398	34958	35670	48348	52322	38036
WUAT02001202.1	Potri.002G008176.1	27774	21704	22258	43414	9760	2822	8734	16304
WUAT02001203.1	Potri.010G161500.12	13402	11492	13376	11308	12624	19236	13288	11556
WUAT02001207.1	Potri.001G347800.1	31908	22678	30634	22944	23996	21428	33584	29296
WUAT02001211.1	Potri.001G441040.1	13104	12464	10258	9806	15810	8082	10458	10754
WUAT02001212.1	Potri.013G143400.2	103024	98192	95434	103868	83482	73326	88192	98642
WUAT02001213.1	Potri.013G143400.2	570	442	524	312	576	716	554	494
WUAT02001220.1	Potri.011G139100.1	5378	4276	5768	5564	4948	6552	6056	5454
WUAT02001221.1	Potri.004G133500.6	32876	31074	33192	26882	29358	37170	38742	32228
WUAT02001226.1	Potri.003G205700.1	1466	790	804	776	1230	888	976	842
WUAT02001229.1	Potri.013G133550.2	9972	7448	8650	8156	6512	10376	10616	9816
WUAT02001233.1	Potri.010G149700.4	9160	3864	7568	5566	11822	3702	6032	7114
WUAT02001239.1	Potri.011G073900.2	580	838	372	628	432	982	582	526
WUAT02001243.1	Potri.002G181400.2	38758	22560	31336	37242	31604	5538	13746	30522
WUAT02001248.1	Potri.017G007400.1	140	160	94	146	128	128	142	146
WUAT02001252.1	Potri.010G171600.5	227896	182566	177262	162896	190278	158002	203806	212368
WUAT02001256.1	Potri.010G105700.13	51024	37162	44214	51058	48856	40082	37392	44684
WUAT02001257.1	Potri.017G134200.2	21280	18548	18336	19360	16420	19242	21736	16666
WUAT02001258.1	Potri.019G032900.2	26954	21262	22554	16104	28912	21136	22644	19406
WUAT02001261.1	Potri.007G069300.1	11628	4766	6302	5682	8934	4322	8474	9926
WUAT02001266.1	Potri.010G052500.1	9958	7304	8832	6920	33674	13192	14214	11028
WUAT02001267.1	Potri.012G088100.1	1144	974	800	1586	1762	1414	446	960
WUAT02001269.1	Potri.018G116000.1	672	512	342	348	200	340	398	224
WUAT02001272.1	Potri.007G062442.1	6	14	2	0	6	8	10	0
WUAT02001275.1	Potri.002G254700.1	32028	27794	33666	34838	32136	79838	41292	35024
WUAT02001278.1	Potri.001G259204.1	10	28	0	4	0	2	6	8
WUAT02001279.1	Potri.019G047540.1	9176	7828	10058	5310	7484	4228	6584	8474
WUAT02001280.1	Potri.007G062302.2	6816	4108	8154	5976	8032	13134	8570	7146
WUAT02001284.1	Potri.013G138000.1	19872	8674	12388	12980	11022	7708	11470	15016
WUAT02001288.1	Potri.008G112400.4	42438	52182	40402	25370	38120	60176	74638	49724
WUAT02001290.1	Potri.019G129740.2	24	8	20	50	20	26	22	18
WUAT02001292.1	Potri.009G135900.3	13474	10386	12316	8574	9736	7466	16678	15300
WUAT02001293.1	Potri.011G113575.1	38	128	108	52	148	94	126	64
WUAT02001294.1	Potri.018G143500.1	260	236	290	206	228	276	364	264
WUAT02001297.1	Potri.005G258700.8	19316	15684	20210	17566	27610	24538	24010	20178
WUAT02001298.1	Potri.012G129700.5	25808	18528	22694	22066	27896	5770	10390	18380
WUAT02001308.1	Potri.017G078500.1	6718	6212	7014	6878	6588	8392	9574	8140
WUAT02001311.1	Potri.010G115000.3	2528	2334	2490	1144	2610	8856	5190	3812
WUAT02001312.1	Potri.014G080900.1	2654	3020	2960	2266	2926	6238	3708	3604
WUAT02001316.1	Potri.007G062322.1	184	396	72	104	84	26	58	68
WUAT02001318.1	Potri.013G137077.1	28	20	60	14	30	4	50	56
WUAT02001319.1	Potri.016G138600.1	27324	12132	22590	19248	25040	16656	25070	22470
WUAT02001320.1	Potri.011G022300.2	39804	30622	35910	29512	30128	27350	36676	38260
WUAT02001324.1	Potri.007G061881.1	1230	602	2146	9262	1390	10202	1554	1806
WUAT02001325.1	Potri.013G143400.2	424	270	134	400	292	530	400	414
WUAT02001326.1	Potri.011G074150.1	6	12	0	2	2	8	4	4
WUAT02001328.1	Potri.009G029600.2	16116	17122	20548	15794	15604	44830	29600	19534
WUAT02001329.1	Potri.011G137400.1	4852	4188	3782	2658	11140	12196	6750	7006
WUAT02001333.1	Potri.010G192100.1	8132	7734	8734	7100	10270	13524	10696	9252
WUAT02001334.1	Potri.019G012300.3	1340	1124	1180	1138	1180	996	1358	1270
WUAT02001337.1	Potri.009G057500.1	3792	2200	3062	2294	3098	2664	2858	3616
WUAT02001342.1	Potri.001G119700.1	6876	6002	6120	5870	5580	6618	6922	6506
WUAT02001344.1	Potri.013G143400.2	338	92	18	232	428	18	24	30
WUAT02001345.1	Potri.010G052500.1	0	14	2	0	0	6	14	2
WUAT02001346.1	Potri.001G101400.1	31360	28670	29096	28980	32622	31346	31136	34154
WUAT02001348.1	Potri.001G254500.1	33224	16344	34944	16632	18632	12918	18980	23824
WUAT02001351.1	Potri.010G180600.1	41034	29800	33200	30422	56422	112512	97198	64912
WUAT02001356.1	Potri.006G222000.1	237672	170876	174786	196000	138664	130814	137462	168668
WUAT02001360.1	Potri.005G154300.1	16458	16784	18190	13252	18136	35736	34042	28886
WUAT02001369.1	Potri.004G114600.4	7094	5270	6868	6222	18102	8958	7800	6438
WUAT02001373.1	Potri.014G185804.1	7168	4932	6252	6308	6428	11326	6880	6300
WUAT02001377.1	Potri.009G066800.2	10248	8840	10472	9060	11368	6566	9000	9804
WUAT02001378.1	Potri.013G133550.2	29766	21476	23536	25548	26574	12776	23220	27632
WUAT02001384.1	Potri.005G250100.1	7810	8470	8700	6418	8270	8438	11652	9522
WUAT02001387.1	Potri.001G342933.1	8796	7968	7906	6720	8532	8372	10436	11038
WUAT02001388.1	Potri.014G125100.1	7986	5352	9094	4658	7672	988	5156	7562
WUAT02001391.1	Potri.010G013400.1	464138	484028	415276	458174	347704	849808	573314	468888
WUAT02001392.1	Potri.016G066100.2	3166	2258	3078	2122	2536	2166	2844	2554
WUAT02001393.1	Potri.013G142124.1	13714	14098	16858	18654	14428	34828	19506	18332
WUAT02001400.1	Potri.007G062582.1	434	608	1156	342	1020	658	1144	616
WUAT02001401.1	Potri.016G133300.1	7004	5982	5824	3302	11468	5824	3704	7044
WUAT02001402.1	Potri.004G090200.13	46	56	14	64	106	62	42	36
WUAT02001410.1	Potri.004G201900.2	23714	16196	26776	18516	24092	30228	31496	24532
WUAT02001411.1	Potri.001G236700.2	26812	19512	22076	19474	23090	21072	26602	25832
WUAT02001412.1	Potri.017G142500.1	4	80	0	4	10	4	4	62
WUAT02001414.1	Potri.003G102400.9	37870	24750	39130	31398	50894	17978	31480	36708
WUAT02001415.1	Potri.015G103300.1	21144	19254	19432	19596	17254	58332	22614	18086
WUAT02001418.1	Potri.014G153000.1	7082	20166	51846	5864	20090	9200	8456	59696
WUAT02001419.1	Potri.012G006700.2	111114	107008	102892	100980	93878	178960	134940	116356
WUAT02001425.1	Potri.013G069900.2	8520	3900	4580	4782	8540	3236	6000	6350
WUAT02001428.1	Potri.003G142100.1	3330	3208	5140	2482	4170	2548	5222	5272
WUAT02001429.1	Potri.006G087701.1	2170	2850	2736	1912	2884	8472	3732	3330
WUAT02001433.1	Potri.007G001500.9	7860	4858	6184	4332	5468	8748	7340	7950
WUAT02001436.1	Potri.003G071500.1	580	1512	1728	806	1990	39048	7692	4094
WUAT02001438.1	Potri.001G312800.7	2	162	6	14	36	12	6	10
WUAT02001441.1	Potri.008G224210.1	20448	9776	7108	9614	17208	12550	21448	16232
WUAT02001443.1	Potri.015G133700.1	426	792	378	716	970	1892	1426	1982
WUAT02001452.1	Potri.011G136000.2	17690	17286	18592	15102	16842	16384	21674	18488
WUAT02001454.1	Potri.005G203500.2	6800	4376	4844	2838	8236	12412	12280	7568
WUAT02001455.1	Potri.007G096000.1	59696	35106	45310	41216	49674	45564	46560	55942
WUAT02001458.1	Potri.011G101451.1	10	8	8	2	2	0	2	6
WUAT02001459.1	Potri.010G229300.7	4938	4160	5082	5332	4958	5488	6124	6844
WUAT02001461.1	Potri.006G095500.4	14	4	22	2	0	0	8	6
WUAT02001463.1	Potri.018G128400.2	14738	14326	14778	15938	22986	14746	15846	18136
WUAT02001467.1	Potri.007G035900.1	330	738	510	298	254	490	644	448
WUAT02001472.1	Potri.006G163301.1	12262	7836	10842	10704	17742	22364	13072	13100
WUAT02001486.1	Potri.012G045500.5	12462	10676	13766	11252	11602	8580	12632	14370
WUAT02001487.1	Potri.001G301700.1	4556	4858	3902	2458	3640	5440	1534	3522
WUAT02001488.1	Potri.015G042600.1	27348	32970	31344	22670	23138	28742	35892	30164
WUAT02001490.1	Potri.001G222700.1	280	426	202	122	114	232	74	116
WUAT02001491.1	Potri.015G035300.1	490	814	534	522	412	774	650	616
WUAT02001492.1	Potri.013G139112.2	352	168	724	374	492	948	500	358
WUAT02001494.1	Potri.010G019000.2	25300	29888	23550	27944	17964	62590	44340	44398
WUAT02001495.1	Potri.005G049800.5	3546	1614	2596	3088	3730	834	1586	2674
WUAT02001500.1	Potri.011G075051.1	238	240	496	272	670	230	504	258
WUAT02001504.1	Potri.012G071400.1	2044	5998	1822	926	2894	5336	3532	5708
WUAT02001506.1	Potri.008G211900.1	11300	7194	9864	8878	11712	10782	10216	11678
WUAT02001508.1	Potri.001G026100.1	632	414	572	406	688	1226	732	820
WUAT02001513.1	Potri.006G229300.1	91806	80890	73122	105906	75266	48676	55474	83946
WUAT02001514.1	Potri.003G089300.2	9304	600	1166	1568	1156	584	794	2796
WUAT02001517.1	Potri.001G014700.1	50	72	344	534	98	752	890	504
WUAT02001522.1	Potri.011G109700.1	18762	10142	14330	14606	15422	9524	13666	18228
WUAT02001524.1	Potri.010G052500.1	244	14	60	24	32	0	28	2
WUAT02001526.1	Potri.004G125150.1	1946	1046	1452	1068	1396	1866	1166	1386
WUAT02001527.1	Potri.017G057400.3	196	158	56	318	458	818	510	186
WUAT02001530.1	Potri.012G105500.1	1100	352	536	384	534	14	170	392
WUAT02001531.1	Potri.013G136466.1	1204	1350	1378	908	1180	1488	1176	1186
WUAT02001540.1	Potri.010G052500.1	53842	44290	45082	42960	39734	53198	54680	48208
WUAT02001541.1	Potri.005G172200.3	7340	3898	5140	4796	6274	5492	5572	5794
WUAT02001544.1	Potri.006G268200.4	7092	3196	5164	5396	7008	1554	4108	3902
WUAT02001545.1	Potri.001G312800.7	29606	34222	29524	25984	44240	36904	30024	35398
WUAT02001550.1	Potri.004G134500.1	72454	49124	55874	60518	54090	64084	70382	54950
WUAT02001552.1	Potri.001G312800.9	1140	1072	1196	1054	1394	1058	1326	1538
WUAT02001553.1	Potri.002G205500.5	32986	36274	35504	24462	32458	49042	47876	36470
WUAT02001558.1	Potri.006G033300.4	219586	135380	175972	181068	159100	77668	135850	180416
WUAT02001565.1	Potri.018G085400.10	3820	1778	2558	2180	2076	6154	3444	2258
WUAT02001566.1	Potri.006G048900.1	0	0	0	4	0	0	6	0
WUAT02001567.1	Potri.017G048500.3	40718	37844	44008	34138	34054	42470	53882	40858
WUAT02001570.1	Potri.007G054200.1	220	278	116	150	50	3076	728	196
WUAT02001571.1	Potri.003G202100.6	4562	3104	5344	2180	14184	4552	4480	4220
WUAT02001573.1	Potri.011G074201.1	14	0	22	36	24	26	34	18
WUAT02001574.1	Potri.005G161366.1	16	24	8	2	4	0	2	4
WUAT02001576.1	Potri.008G147100.9	53004	66290	57094	46626	41652	84220	88544	69866
WUAT02001577.1	Potri.015G142900.1	4034	3224	4408	3332	4376	3706	3734	4128
WUAT02001578.1	Potri.005G187800.1	976	1204	1098	1052	1010	1734	1134	1308
WUAT02001580.1	Potri.003G097600.5	14388	10974	12888	11998	13994	14480	17174	14966
WUAT02001581.1	Potri.003G091800.1	8264	9162	9592	8282	10670	16640	13920	11156
WUAT02001583.1	Potri.009G141600.1	4944	3282	3614	1578	51076	15494	15110	14870
WUAT02001584.1	Potri.011G125200.5	34	112	0	10	4	4	2	4
WUAT02001585.1	Potri.006G015700.10	7192	3802	5878	8376	4880	8488	6170	6700
WUAT02001586.1	Potri.004G202832.1	87466	77618	93690	61426	77956	53068	113282	106046
WUAT02001591.1	Potri.012G126800.1	426	240	418	258	544	216	316	760
WUAT02001597.1	Potri.003G201200.4	252	288	428	222	280	328	238	490
WUAT02001599.1	Potri.011G168000.1	25884	21260	24046	27784	25910	29658	28188	30022
WUAT02001603.1	Potri.004G223900.1	29756	22986	28352	32198	24788	23248	28828	35844
WUAT02001610.1	Potri.007G020100.1	0	26	0	16	0	2	0	2
WUAT02001612.1	Potri.001G312800.9	18198	17134	20286	17632	18812	23772	23214	25856
WUAT02001615.1	Potri.013G142232.5	11488	7022	9078	8718	7984	12188	10012	10322
WUAT02001616.1	Potri.001G312800.9	2324	1002	1856	1650	2474	1262	1538	1998
WUAT02001620.1	Potri.001G115100.1	708	2	586	14	538	10	642	6
WUAT02001621.1	Potri.013G133550.1	10538	10614	3400	1352	2198	7480	7592	2676
WUAT02001625.1	Potri.013G136466.1	204	206	128	94	286	1420	556	520
WUAT02001626.1	Potri.002G008600.8	43184	40382	46588	37870	50094	33666	49318	51734
WUAT02001627.1	Potri.010G001000.4	8960	9182	9538	10394	17242	8364	8172	9038
WUAT02001629.1	Potri.003G185850.1	16058	11890	15686	18706	13656	10794	15192	16066
WUAT02001630.1	Potri.003G098100.4	53532	34454	46128	41904	47120	40712	53118	43440
WUAT02001632.1	Potri.004G125150.1	2	4	0	6	0	0	2	2
WUAT02001634.1	Potri.004G125150.1	146	118	76	62	56	378	58	34
WUAT02001639.1	Potri.013G142232.6	21132	19748	20234	18664	23156	26960	24552	22012
WUAT02001640.1	Potri.005G144200.2	418	656	888	138	676	5036	1082	892
WUAT02001641.1	Potri.015G056501.3	3116	1520	2794	2370	2416	4890	3706	2044
WUAT02001644.1	Potri.008G224210.1	84740	96048	93718	85830	77860	124528	102078	85404
WUAT02001645.1	Potri.015G099600.1	1142	694	2672	542	1370	1486	960	2144
WUAT02001648.1	Potri.004G145200.2	7410	6426	8220	6984	6640	8568	8306	8182
WUAT02001652.1	Potri.011G089500.3	10938	14572	11922	14920	12444	25424	17784	18722
WUAT02001656.1	Potri.013G142100.1	3336	3330	4020	2596	2952	5616	3640	3804
WUAT02001657.1	Potri.009G072800.1	5130	4196	6734	7822	5664	6110	3022	3848
WUAT02001658.1	Potri.002G259600.4	16776	21316	20938	18762	24000	3840	12470	49240
WUAT02001662.1	Potri.004G058900.5	1884	934	1430	1694	2242	240	722	1770
WUAT02001665.1	Potri.001G312800.7	40204	30402	35346	35582	30134	58312	35306	31516
WUAT02001666.1	Potri.011G120100.1	708	1272	410	616	628	2808	956	1790
WUAT02001670.1	Potri.010G210100.1	23066	21450	25704	21146	33504	26360	27078	23110
WUAT02001675.1	Potri.010G108500.6	56738	61902	62606	48604	73266	59420	75800	74904
WUAT02001676.1	Potri.006G164050.1	30	24	42	14	48	4	124	88
WUAT02001680.1	Potri.004G087600.15	10826	8634	11906	8472	15994	14538	11400	14402
WUAT02001688.1	Potri.010G052500.1	5552	5568	5420	5682	5638	5330	7094	6912
WUAT02001692.1	Potri.018G063500.3	201246	153948	144436	192784	221622	20592	84734	182704
WUAT02001693.1	Potri.007G128300.5	4892	3810	4128	4408	4002	5786	4666	5814
WUAT02001694.1	Potri.001G312800.9	5266	3956	2220	4630	2600	4266	3210	3518
WUAT02001697.1	Potri.013G143400.2	6688	7090	7116	7316	7674	14066	7400	6338
WUAT02001701.1	Potri.012G031250.1	18	12	12	22	14	2	24	6
WUAT02001702.1	Potri.010G052500.1	1082	572	668	476	570	888	452	638
WUAT02001703.1	Potri.010G052500.1	20	42	10	22	46	4	32	30
WUAT02001704.1	Potri.006G020900.1	700	1404	908	1534	1800	1600	1328	1756
WUAT02001706.1	Potri.010G197600.1	15744	9596	18100	14420	12092	10664	21180	11996
WUAT02001707.1	Potri.014G185948.1	610	438	636	96	1532	1066	1956	886
WUAT02001715.1	Potri.009G090300.2	3800	2170	4074	3410	3622	4676	4044	3606
WUAT02001716.1	Potri.001G342933.1	174	168	222	138	376	624	286	408
WUAT02001720.1	Potri.017G023200.3	20016	15004	18838	15974	25280	20420	24804	22516
WUAT02001723.1	Potri.010G052500.1	36	18	122	36	342	96	22	94
WUAT02001724.1	Potri.001G312800.7	2280	2564	2794	2664	2870	4832	3464	3076
WUAT02001725.1	Potri.006G248500.2	33808	48468	41166	43944	25202	46598	57162	50116
WUAT02001729.1	Potri.011G030000.4	4642	4978	4590	3590	3540	3898	6190	4958
WUAT02001732.1	Potri.006G188600.2	2416	1234	1942	2156	2338	820	1376	2140
WUAT02001733.1	Potri.013G012100.1	17838	21284	22148	22458	15742	27528	16410	15428
WUAT02001735.1	Potri.016G089300.1	34564	27802	34198	27194	32392	47942	35572	28312
WUAT02001739.1	Potri.010G052500.1	260	292	150	172	838	238	266	160
WUAT02001740.1	Potri.010G083700.1	5030	5346	5430	4794	4914	18956	6918	6884
WUAT02001742.1	Potri.003G094700.1	954	820	924	1154	2370	1182	2666	1764
WUAT02001743.1	Potri.011G075051.1	10210	5726	8684	7942	9374	5806	8136	7884
WUAT02001744.1	Potri.001G056000.5	34026	20594	26072	22328	27950	31304	31380	31862
WUAT02001747.1	Potri.001G379700.4	3860	3284	4556	4560	4436	4756	5646	5830
WUAT02001751.1	Potri.001G313900.1	50	78	78	16	76	34	104	154
