Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	1022	1388	408	746	594	574	714	458
WUAT02000955.1	Potri.001G356500.4	44084	61750	64150	51854	52108	71334	65092	99652
WUAT02000959.1	Potri.013G143400.2	7998	7736	7526	7000	3320	7768	11404	7104
WUAT02000964.1	Potri.015G085300.1	22662	29648	20316	24842	19938	25448	22068	29432
WUAT02000968.1	Potri.007G020100.1	1130	2534	1244	1670	2162	1866	3620	1220
WUAT02000970.1	Potri.003G197200.4	160238	136780	120510	108530	171290	125632	53048	135652
WUAT02000972.1	Potri.003G154800.2	8168	9790	8910	10310	6964	8776	8176	12626
WUAT02000973.1	Potri.010G131800.1	39824	53046	56082	55290	42424	58190	53556	90532
WUAT02000977.1	Potri.007G061721.1	3096	3606	4502	3544	3544	3676	3748	5682
WUAT02000982.1	Potri.009G079500.1	54080	44000	31450	63748	35836	50392	43024	32806
WUAT02000987.1	Potri.001G146100.8	30438	31374	53584	41106	34588	52344	24234	78380
WUAT02000996.1	Potri.013G142232.5	4250	5734	3488	4142	4670	5782	4912	7628
WUAT02001000.1	Potri.019G071700.2	35948	43326	41244	44506	30800	48196	37694	59352
WUAT02001004.1	Potri.013G091900.11	14872	18618	16930	17804	16542	27698	22068	27678
WUAT02001006.1	Potri.005G070700.6	4410	5238	5072	4640	5016	5402	4572	7270
WUAT02001007.1	Potri.009G126500.1	1418	1800	3910	1802	2018	2446	1704	1998
WUAT02001009.1	Potri.013G162800.1	16160	19050	18762	18364	15168	21740	18904	21890
WUAT02001014.1	Potri.006G120700.1	8372	5726	9236	8674	5426	8940	7104	9132
WUAT02001015.1	Potri.011G074501.1	204	56	76	260	10	286	194	274
WUAT02001018.1	Potri.010G225100.1	54854	73436	52462	65416	50630	73246	63204	82566
WUAT02001022.1	Potri.014G185804.1	3448	2376	2890	3576	2486	3744	1956	3424
WUAT02001024.1	Potri.015G115701.2	12740	16716	18110	15816	12100	21604	20850	21590
WUAT02001027.1	Potri.002G133100.2	9802	14520	16988	16524	13408	22982	18704	21718
WUAT02001028.1	Potri.004G121400.2	148	190	244	188	468	174	272	322
WUAT02001031.1	Potri.016G085200.3	22234	24586	22912	24124	21584	27110	24060	33420
WUAT02001032.1	Potri.017G064201.1	8764	12092	10820	9468	10144	12792	11838	15434
WUAT02001036.1	Potri.008G224210.1	9932	11908	8568	10280	10026	12974	8532	11044
WUAT02001037.1	Potri.005G118100.1	856	972	1138	1382	1208	864	850	1268
WUAT02001042.1	Potri.002G094700.1	5138	8458	6208	6846	7020	13796	11184	12264
WUAT02001045.1	Potri.009G028001.1	121228	135684	117776	134646	97078	102248	83706	136298
WUAT02001047.1	Potri.013G143400.2	6	0	0	2	2	0	0	0
WUAT02001054.1	Potri.003G159000.6	51004	61816	75832	57666	44618	67046	78690	69036
WUAT02001058.1	Potri.010G022000.6	414	688	542	464	626	660	364	704
WUAT02001059.1	Potri.014G090100.2	19288	21736	22182	21782	19690	29042	20980	26084
WUAT02001063.1	Potri.012G031250.1	124944	143638	109826	131960	116586	144596	111918	171538
WUAT02001066.1	Potri.013G142760.1	8	14	8	6	6	6	4	10
WUAT02001068.1	Potri.001G312800.9	11478	12602	12096	13090	11688	15468	10458	20128
WUAT02001070.1	Potri.014G119100.5	13840	17850	14208	16144	12918	17080	11350	18450
WUAT02001075.1	Potri.013G133550.1	2	52	2	8	0	30	28	10
WUAT02001076.1	Potri.002G159400.1	1650	1920	2254	1410	2046	1618	1746	2710
WUAT02001077.1	Potri.005G038700.1	18250	15100	9844	18796	23820	30378	14504	15658
WUAT02001083.1	Potri.005G154350.1	66	556	1242	1366	638	1324	506	510
WUAT02001088.1	Potri.012G117500.1	1970	2298	2340	2570	2594	1692	1240	1476
WUAT02001090.1	Potri.013G142760.3	18086	21718	12796	20630	20528	35218	21128	27584
WUAT02001091.1	Potri.010G000301.1	2160	1856	1610	2074	1466	2696	1870	2970
WUAT02001094.1	Potri.009G009200.5	144	112	84	112	106	98	24	96
WUAT02001095.1	Potri.011G127600.8	31170	23568	22522	17774	18826	14276	14326	5276
WUAT02001098.1	Potri.001G441040.1	4	30	2	2	14	12	4	4
WUAT02001104.1	Potri.007G095200.11	2696	2988	2752	2454	1536	4254	3362	1594
WUAT02001108.1	Potri.001G339500.3	39706	33136	29574	35136	45934	43340	49808	36596
WUAT02001112.1	Potri.012G031250.1	6668	8276	4718	7918	5218	6748	5474	7652
WUAT02001113.1	Potri.010G052500.1	53892	72422	70706	76756	34148	49072	47014	70646
WUAT02001121.1	Potri.015G074900.6	9248	8360	2362	12366	2838	5714	3794	7658
WUAT02001122.1	Potri.011G000200.1	28162	28624	29098	38102	32192	45374	40672	37948
WUAT02001126.1	Potri.013G036300.1	52684	57146	53412	63142	49930	64474	56638	93738
WUAT02001132.1	Potri.001G300900.1	22810	24940	14012	23692	28686	26976	19040	30990
WUAT02001135.1	Potri.006G246700.1	19164	26894	20786	31234	28330	29694	20656	33136
WUAT02001139.1	Potri.008G150000.1	22760	28008	23900	32334	14678	29486	28526	39906
WUAT02001144.1	Potri.001G312800.9	64152	74938	69834	76940	57440	76402	67510	94874
WUAT02001145.1	Potri.002G074600.2	16802	15182	21276	23004	14202	22180	31936	28460
WUAT02001147.1	Potri.017G140601.1	28	56	98	20	56	156	36	76
WUAT02001153.1	Potri.017G075100.2	26788	30492	22170	28860	22720	26546	25882	32626
WUAT02001158.1	Potri.011G074700.2	4744	5492	6240	6598	4510	5642	4812	6298
WUAT02001159.1	Potri.009G082500.1	17682	20684	14454	18970	17718	22844	16570	31532
WUAT02001162.1	Potri.016G055400.1	103072	132840	120648	128072	93724	124218	104268	128066
WUAT02001166.1	Potri.010G148900.3	22076	26786	31878	27614	22554	29692	26638	34370
WUAT02001167.1	Potri.002G224000.2	36	24	46	38	10	78	38	60
WUAT02001169.1	Potri.013G163100.1	368	382	178	234	428	286	196	336
WUAT02001171.1	Potri.008G058500.16	4166	5246	5560	5346	5908	5942	5466	7370
WUAT02001175.1	Potri.001G386300.1	1364	2474	5376	6306	2352	1006	1476	2284
WUAT02001176.1	Potri.005G154350.1	3786	9118	4698	9248	6314	7732	5494	7844
WUAT02001180.1	Potri.014G068100.1	5146	3974	3158	3868	3644	4960	3238	5222
WUAT02001185.1	Potri.004G176000.8	18736	25552	16880	21978	19188	18034	14554	21974
WUAT02001187.1	Potri.005G097000.4	700	110	122	52	260	126	48	4010
WUAT02001189.1	Potri.017G075400.1	17610	16106	15186	22208	19840	13936	14184	17340
WUAT02001190.1	Potri.004G132300.1	26468	38702	24988	33606	35130	48046	37660	45860
WUAT02001193.1	Potri.005G015100.3	142178	221960	180968	205648	102546	185792	135082	200802
WUAT02001196.1	Potri.018G086350.1	3704	4724	4814	4166	4132	5074	5102	8060
WUAT02001198.1	Potri.014G042700.3	14960	18396	12088	15926	10276	15976	12732	16252
WUAT02001199.1	Potri.001G135900.2	34808	46548	37996	38778	27658	43176	37904	45344
WUAT02001202.1	Potri.002G008176.1	22686	29290	27644	28160	37682	16592	25440	14690
WUAT02001203.1	Potri.010G161500.12	12234	13452	14656	14310	12464	14928	15644	15278
WUAT02001207.1	Potri.001G347800.1	31760	36132	24938	36516	23676	29406	23660	39074
WUAT02001211.1	Potri.001G441040.1	11098	18326	8070	14450	9250	12654	14486	13894
WUAT02001212.1	Potri.013G143400.2	89804	130782	134722	122080	102042	99840	77648	115794
WUAT02001213.1	Potri.013G143400.2	622	538	370	378	438	546	440	824
WUAT02001220.1	Potri.011G139100.1	5558	6562	6906	7134	4792	8752	7450	8230
WUAT02001221.1	Potri.004G133500.6	27642	29798	32638	34324	22670	35976	26246	45214
WUAT02001226.1	Potri.003G205700.1	1272	1666	716	1544	1404	1550	1282	1924
WUAT02001229.1	Potri.013G133550.2	7780	8420	8114	9582	8862	11506	6210	8702
WUAT02001233.1	Potri.010G149700.4	9578	7892	4646	9156	7026	18258	14156	11844
WUAT02001239.1	Potri.011G073900.2	356	664	330	410	582	668	746	1124
WUAT02001243.1	Potri.002G181400.2	50112	33376	21996	29786	37816	21810	16546	12976
WUAT02001248.1	Potri.017G007400.1	118	146	140	170	114	200	168	204
WUAT02001252.1	Potri.010G171600.5	206472	237400	190552	223664	185536	304186	255346	286038
WUAT02001256.1	Potri.010G105700.13	45336	56258	47540	56522	58132	77728	32448	70608
WUAT02001257.1	Potri.017G134200.2	20048	26244	25370	20356	18384	20856	21210	20180
WUAT02001258.1	Potri.019G032900.2	23112	21532	13932	24694	22512	29202	19786	28968
WUAT02001261.1	Potri.007G069300.1	6338	14290	7698	12494	13836	15642	9940	10166
WUAT02001266.1	Potri.010G052500.1	14178	9984	7750	7756	8288	8766	8974	10862
WUAT02001267.1	Potri.012G088100.1	1150	1038	1360	1282	1030	1652	1140	1448
WUAT02001269.1	Potri.018G116000.1	236	306	376	748	334	720	112	464
WUAT02001272.1	Potri.007G062442.1	6	2	4	2	0	2	2	2
WUAT02001275.1	Potri.002G254700.1	28756	30086	33140	38160	26054	38394	31292	44378
WUAT02001278.1	Potri.001G259204.1	12	0	0	0	0	2	0	2
WUAT02001279.1	Potri.019G047540.1	10032	12568	6538	10994	7400	4338	5010	9380
WUAT02001280.1	Potri.007G062302.2	4390	10130	4658	4536	5712	7614	10724	8394
WUAT02001284.1	Potri.013G138000.1	8180	13164	6018	11274	15002	11248	11972	9300
WUAT02001288.1	Potri.008G112400.4	32332	47278	21144	38572	18776	26268	25500	45336
WUAT02001290.1	Potri.019G129740.2	10	16	24	8	12	32	8	8
WUAT02001292.1	Potri.009G135900.3	10942	14264	8908	19132	10868	14486	11850	23502
WUAT02001293.1	Potri.011G113575.1	32	50	44	62	40	70	52	102
WUAT02001294.1	Potri.018G143500.1	230	312	190	276	276	238	328	398
WUAT02001297.1	Potri.005G258700.8	23842	18644	19210	19734	15644	22030	21994	23016
WUAT02001298.1	Potri.012G129700.5	24862	26284	19632	26570	22354	23330	26770	17978
WUAT02001308.1	Potri.017G078500.1	6712	9106	8804	9068	6796	13178	10362	14168
WUAT02001311.1	Potri.010G115000.3	2180	2752	5164	2100	2236	4438	3036	6544
WUAT02001312.1	Potri.014G080900.1	2924	5696	2626	2556	3538	2584	2746	5020
WUAT02001316.1	Potri.007G062322.1	436	70	18	42	24	26	186	106
WUAT02001318.1	Potri.013G137077.1	48	0	18	14	26	70	34	56
WUAT02001319.1	Potri.016G138600.1	19358	24376	22794	22438	29698	31930	21652	30534
WUAT02001320.1	Potri.011G022300.2	35884	42026	32014	42898	30498	42146	35666	53546
WUAT02001324.1	Potri.007G061881.1	1398	1506	646	1556	700	3272	2514	688
WUAT02001325.1	Potri.013G143400.2	104	224	8	368	340	456	750	552
WUAT02001326.1	Potri.011G074150.1	0	18	4	12	4	6	10	0
WUAT02001328.1	Potri.009G029600.2	15836	19484	22060	17180	12362	17284	13142	26506
WUAT02001329.1	Potri.011G137400.1	6736	4990	4972	5336	5806	7836	9132	9754
WUAT02001333.1	Potri.010G192100.1	8456	9976	8692	8674	9142	12736	10046	15074
WUAT02001334.1	Potri.019G012300.3	1468	1108	1586	1228	752	1340	1032	1642
WUAT02001337.1	Potri.009G057500.1	3036	4558	2438	4078	4140	4808	3964	5262
WUAT02001342.1	Potri.001G119700.1	4544	4430	6252	6500	4768	8624	4788	6030
WUAT02001344.1	Potri.013G143400.2	178	32	30	310	40	596	8	50
WUAT02001345.1	Potri.010G052500.1	8	6	2	2	8	0	0	6
WUAT02001346.1	Potri.001G101400.1	28684	38130	33068	36758	33218	48254	33396	47086
WUAT02001348.1	Potri.001G254500.1	23314	33242	20582	37184	20238	23362	20922	24308
WUAT02001351.1	Potri.010G180600.1	32958	32692	27636	28662	30294	34888	31722	31298
WUAT02001356.1	Potri.006G222000.1	168916	227680	196486	227724	156242	228524	177114	346390
WUAT02001360.1	Potri.005G154300.1	14366	20912	22810	13496	16706	24074	18522	31480
WUAT02001369.1	Potri.004G114600.4	8426	6872	6404	6548	7050	7562	5806	8210
WUAT02001373.1	Potri.014G185804.1	6232	6356	7320	7018	7334	8624	5832	8872
WUAT02001377.1	Potri.009G066800.2	9224	12886	12398	11650	11028	10012	10182	12614
WUAT02001378.1	Potri.013G133550.2	30726	34524	23568	33510	35528	42638	28494	30854
WUAT02001384.1	Potri.005G250100.1	6818	11020	10680	12300	7198	14194	9970	16312
WUAT02001387.1	Potri.001G342933.1	9302	10694	9946	11012	10812	12390	10168	15002
WUAT02001388.1	Potri.014G125100.1	9232	14166	5858	11904	7426	3908	2754	8946
WUAT02001391.1	Potri.010G013400.1	355130	453550	732892	535864	385208	457892	607794	674294
WUAT02001392.1	Potri.016G066100.2	3026	3468	2138	3496	3490	4340	3856	4456
WUAT02001393.1	Potri.013G142124.1	13962	15740	19918	14374	16314	15384	13316	18974
WUAT02001400.1	Potri.007G062582.1	702	496	532	638	630	682	362	780
WUAT02001401.1	Potri.016G133300.1	6316	7834	5020	7324	7660	6612	3310	9824
WUAT02001402.1	Potri.004G090200.13	58	66	44	90	64	72	64	4
WUAT02001410.1	Potri.004G201900.2	22880	26740	22448	26720	24782	22558	16588	23820
WUAT02001411.1	Potri.001G236700.2	23482	28412	24304	25896	24432	27782	24108	30344
WUAT02001412.1	Potri.017G142500.1	54	8	8	8	18	8	6	50
WUAT02001414.1	Potri.003G102400.9	47212	53984	28290	49878	46716	102014	59872	84488
WUAT02001415.1	Potri.015G103300.1	20630	22826	24032	27388	14948	24074	22018	29360
WUAT02001418.1	Potri.014G153000.1	26894	6290	38208	35306	12276	11780	7498	13694
WUAT02001419.1	Potri.012G006700.2	94790	121038	123992	119042	78722	117612	99798	157368
WUAT02001425.1	Potri.013G069900.2	5080	6482	6226	6436	6882	10684	6064	7904
WUAT02001428.1	Potri.003G142100.1	4644	4240	2568	5150	2398	3228	3454	5982
WUAT02001429.1	Potri.006G087701.1	2512	1580	5456	2694	2386	3624	2594	4006
WUAT02001433.1	Potri.007G001500.9	5322	5012	4974	6344	5652	8192	7898	10326
WUAT02001436.1	Potri.003G071500.1	750	1190	1960	2790	304	1686	660	3366
WUAT02001438.1	Potri.001G312800.7	2	4	6	0	4	6	4	2
WUAT02001441.1	Potri.008G224210.1	12182	7054	19800	14958	19972	24882	7934	22012
WUAT02001443.1	Potri.015G133700.1	258	468	212	1242	690	1118	990	1048
WUAT02001452.1	Potri.011G136000.2	18884	23228	20940	20498	15670	20514	18170	27336
WUAT02001454.1	Potri.005G203500.2	4342	5676	7948	5624	6158	7620	6542	8542
WUAT02001455.1	Potri.007G096000.1	47584	66136	49592	54036	63014	70026	62074	74072
WUAT02001458.1	Potri.011G101451.1	8	4	8	14	4	12	4	14
WUAT02001459.1	Potri.010G229300.7	4080	5052	4950	5414	6976	11448	6174	6502
WUAT02001461.1	Potri.006G095500.4	0	0	28	0	0	24	6	6
WUAT02001463.1	Potri.018G128400.2	16726	19326	17112	19048	15382	27576	18800	26618
WUAT02001467.1	Potri.007G035900.1	348	274	520	506	666	838	678	1486
WUAT02001472.1	Potri.006G163301.1	12058	12142	8526	12186	11914	13244	11680	14068
WUAT02001486.1	Potri.012G045500.5	12224	17222	11656	16116	14298	13592	13814	16274
WUAT02001487.1	Potri.001G301700.1	3670	2416	3930	3448	2694	4004	2672	7246
WUAT02001488.1	Potri.015G042600.1	28376	38320	36670	38328	22266	40514	34212	51574
WUAT02001490.1	Potri.001G222700.1	148	112	100	508	122	368	82	138
WUAT02001491.1	Potri.015G035300.1	500	762	824	610	520	588	710	918
WUAT02001492.1	Potri.013G139112.2	374	806	588	268	518	304	198	264
WUAT02001494.1	Potri.010G019000.2	13808	18772	33706	27872	19654	31548	23096	49212
WUAT02001495.1	Potri.005G049800.5	4078	3822	2628	3910	4060	4724	4336	3292
WUAT02001500.1	Potri.011G075051.1	484	256	262	292	490	498	318	278
WUAT02001504.1	Potri.012G071400.1	2340	2538	1600	2562	1742	3822	6678	9036
WUAT02001506.1	Potri.008G211900.1	8232	9286	10404	9668	9872	15680	14168	16330
WUAT02001508.1	Potri.001G026100.1	346	606	436	354	656	640	794	796
WUAT02001513.1	Potri.006G229300.1	109060	86748	56286	91796	99928	81344	73132	93566
WUAT02001514.1	Potri.003G089300.2	3066	1144	622	1694	3258	3998	4062	1162
WUAT02001517.1	Potri.001G014700.1	742	38	1198	768	386	526	2258	1244
WUAT02001522.1	Potri.011G109700.1	17124	22278	14912	21304	17790	25752	16118	25448
WUAT02001524.1	Potri.010G052500.1	172	16	88	24	10	2	8	8
WUAT02001526.1	Potri.004G125150.1	1230	1582	1348	1810	1650	2572	1728	2386
WUAT02001527.1	Potri.017G057400.3	40	76	682	800	44	1090	332	414
WUAT02001530.1	Potri.012G105500.1	410	1320	408	790	902	1134	642	1408
WUAT02001531.1	Potri.013G136466.1	1086	1436	1006	1366	1338	1564	1356	1972
WUAT02001540.1	Potri.010G052500.1	49872	58348	48074	53190	45476	55322	54002	68188
WUAT02001541.1	Potri.005G172200.3	3050	4308	4886	7752	3906	4638	4084	3760
WUAT02001544.1	Potri.006G268200.4	7426	4844	5152	6818	5436	7146	3328	3528
WUAT02001545.1	Potri.001G312800.7	30950	32536	32146	29546	28920	23454	28212	39168
WUAT02001550.1	Potri.004G134500.1	55954	68986	86370	73432	51832	86990	60910	81556
WUAT02001552.1	Potri.001G312800.9	1340	1436	1218	1276	788	1614	1772	1920
WUAT02001553.1	Potri.002G205500.5	24000	39786	14270	24208	20140	42804	24058	47212
WUAT02001558.1	Potri.006G033300.4	194236	163768	112010	184990	184008	198116	116174	142528
WUAT02001565.1	Potri.018G085400.10	2326	5052	3990	4314	2166	4922	3536	4412
WUAT02001566.1	Potri.006G048900.1	0	4	0	0	0	0	0	0
WUAT02001567.1	Potri.017G048500.3	40346	45888	47268	43254	34628	44248	46194	56218
WUAT02001570.1	Potri.007G054200.1	62	148	144	260	74	172	138	202
WUAT02001571.1	Potri.003G202100.6	23230	4042	2546	3984	2704	3528	3288	4348
WUAT02001573.1	Potri.011G074201.1	34	68	24	8	16	34	204	16
WUAT02001574.1	Potri.005G161366.1	0	0	6	8	4	10	0	0
WUAT02001576.1	Potri.008G147100.9	52062	75436	71344	66090	46516	72022	63160	90750
WUAT02001577.1	Potri.015G142900.1	4204	5040	6316	5456	4318	6070	6392	5796
WUAT02001578.1	Potri.005G187800.1	992	1524	1328	1126	1064	1292	1332	1814
WUAT02001580.1	Potri.003G097600.5	14086	15654	13264	13236	13602	12320	12330	15774
WUAT02001581.1	Potri.003G091800.1	8386	9052	10836	9266	6996	7846	7876	12204
WUAT02001583.1	Potri.009G141600.1	4172	5020	1336	2650	3126	1806	2278	5390
WUAT02001584.1	Potri.011G125200.5	4	16	2	0	0	6	4	0
WUAT02001585.1	Potri.006G015700.10	6788	6144	5116	6816	5306	6706	9406	9996
WUAT02001586.1	Potri.004G202832.1	78832	124050	86238	106506	62794	104546	89732	148934
WUAT02001591.1	Potri.012G126800.1	328	332	312	394	252	276	364	470
WUAT02001597.1	Potri.003G201200.4	208	328	258	260	524	424	266	424
WUAT02001599.1	Potri.011G168000.1	23940	23876	25196	26688	24266	26732	26612	29676
WUAT02001603.1	Potri.004G223900.1	29280	27766	21334	27640	23790	26446	27808	31374
WUAT02001610.1	Potri.007G020100.1	0	0	0	4	2	4	0	0
WUAT02001612.1	Potri.001G312800.9	16770	22688	18194	20550	17106	23378	22252	29232
WUAT02001615.1	Potri.013G142232.5	9784	9204	8956	11316	10282	12952	10694	14792
WUAT02001616.1	Potri.001G312800.9	1714	2262	1788	1902	2226	2196	1610	1954
WUAT02001620.1	Potri.001G115100.1	514	0	2	14	10	14	0	1348
WUAT02001621.1	Potri.013G133550.1	2046	3508	1320	14620	1208	10460	1720	3674
WUAT02001625.1	Potri.013G136466.1	258	232	430	74	554	402	230	430
WUAT02001626.1	Potri.002G008600.8	44796	55952	48068	53354	44734	101890	73172	84054
WUAT02001627.1	Potri.010G001000.4	10986	10280	8630	9796	9402	13866	10274	11588
WUAT02001629.1	Potri.003G185850.1	15968	18362	12186	15112	17396	15066	14170	17588
WUAT02001630.1	Potri.003G098100.4	41822	47064	39548	47944	41828	44424	38002	46370
WUAT02001632.1	Potri.004G125150.1	6	0	4	0	0	4	4	2
WUAT02001634.1	Potri.004G125150.1	38	90	118	74	50	118	48	130
WUAT02001639.1	Potri.013G142232.6	19410	21458	24040	22184	20398	24830	22606	27726
WUAT02001640.1	Potri.005G144200.2	294	898	318	376	312	426	638	412
WUAT02001641.1	Potri.015G056501.3	2742	2426	4028	3404	1694	5250	4836	3568
WUAT02001644.1	Potri.008G224210.1	77586	95628	108734	103850	71922	122702	89410	138964
WUAT02001645.1	Potri.015G099600.1	712	4064	758	852	1820	1020	1084	1782
WUAT02001648.1	Potri.004G145200.2	7610	8906	6838	7616	6434	9014	6282	10082
WUAT02001652.1	Potri.011G089500.3	15410	17842	26408	20672	13864	20572	20890	28052
WUAT02001656.1	Potri.013G142100.1	4048	4164	2146	3934	3872	3598	2744	6264
WUAT02001657.1	Potri.009G072800.1	6406	5378	7038	5942	7014	5546	4422	4866
WUAT02001658.1	Potri.002G259600.4	19350	31908	13024	14436	29850	1344	11966	40434
WUAT02001662.1	Potri.004G058900.5	1854	1724	824	2294	3558	4556	2414	2696
WUAT02001665.1	Potri.001G312800.7	24900	33356	38092	42066	29716	47570	27452	45426
WUAT02001666.1	Potri.011G120100.1	534	628	746	872	488	558	622	806
WUAT02001670.1	Potri.010G210100.1	24596	24414	27912	26770	20846	24482	21856	24102
WUAT02001675.1	Potri.010G108500.6	63400	79246	70030	75814	57084	113420	98972	117488
WUAT02001676.1	Potri.006G164050.1	8	118	68	2	0	128	130	142
WUAT02001680.1	Potri.004G087600.15	12830	15614	12508	16600	17182	19428	12726	21044
WUAT02001688.1	Potri.010G052500.1	5950	7342	7464	5352	6878	6514	6750	10344
WUAT02001692.1	Potri.018G063500.3	183358	208318	158630	258104	232174	229304	91454	231634
WUAT02001693.1	Potri.007G128300.5	4862	5052	4926	5044	4654	8072	6760	7680
WUAT02001694.1	Potri.001G312800.9	3984	2852	4682	2790	4342	4398	5442	6952
WUAT02001697.1	Potri.013G143400.2	8356	5732	7272	6158	5142	7056	5576	6870
WUAT02001701.1	Potri.012G031250.1	20	2	24	4	6	22	14	44
WUAT02001702.1	Potri.010G052500.1	746	974	642	732	1148	600	898	1004
WUAT02001703.1	Potri.010G052500.1	24	2	24	10	4	28	4	8
WUAT02001704.1	Potri.006G020900.1	1546	2008	492	1416	2190	1800	2080	2252
WUAT02001706.1	Potri.010G197600.1	15366	22062	17448	19940	8336	13596	14558	16000
WUAT02001707.1	Potri.014G185948.1	490	896	402	1206	726	628	466	1102
WUAT02001715.1	Potri.009G090300.2	3544	3722	3424	4054	3330	4504	4524	5042
WUAT02001716.1	Potri.001G342933.1	292	300	134	156	440	190	132	514
WUAT02001720.1	Potri.017G023200.3	24472	23508	18108	22162	19522	27268	22838	29070
WUAT02001723.1	Potri.010G052500.1	38	48	32	54	28	38	46	46
WUAT02001724.1	Potri.001G312800.7	2806	3576	2766	2860	2258	4064	5064	4158
WUAT02001725.1	Potri.006G248500.2	24792	36806	31572	35756	15806	39734	44898	37650
WUAT02001729.1	Potri.011G030000.4	4600	6302	5346	6074	3658	5392	5164	8146
WUAT02001732.1	Potri.006G188600.2	2240	1802	1610	2354	1810	2242	1890	1868
WUAT02001733.1	Potri.013G012100.1	18422	28354	32986	26574	19564	19384	24826	55444
WUAT02001735.1	Potri.016G089300.1	30598	44526	25008	32106	23860	32702	38338	46982
WUAT02001739.1	Potri.010G052500.1	280	334	68	286	200	62	60	102
WUAT02001740.1	Potri.010G083700.1	4524	5458	5758	5486	5238	7574	7174	9044
WUAT02001742.1	Potri.003G094700.1	1088	1526	1200	1588	1406	596	322	614
WUAT02001743.1	Potri.011G075051.1	9678	10290	7216	10114	8302	10436	10160	9396
WUAT02001744.1	Potri.001G056000.5	29014	32014	28576	33084	29860	40456	33666	47498
