Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	924	176	574	436	1206	1104	486	460
WUAT02000955.1	Potri.001G356500.4	46948	84330	54784	63408	63608	65506	78278	82950
WUAT02000959.1	Potri.013G143400.2	10620	5962	3090	13710	6820	7370	5372	1074
WUAT02000964.1	Potri.015G085300.1	21802	22208	22922	25988	23856	25614	26780	32926
WUAT02000968.1	Potri.007G020100.1	2808	604	88	2456	1938	740	968	1396
WUAT02000970.1	Potri.003G197200.4	185316	90832	116344	136794	226740	156238	146164	114730
WUAT02000972.1	Potri.003G154800.2	7964	11180	8164	10870	7358	8908	9640	9886
WUAT02000973.1	Potri.010G131800.1	36758	74244	45310	63914	44622	56652	82912	76082
WUAT02000977.1	Potri.007G061721.1	3072	4732	4622	5854	3576	4374	4674	4492
WUAT02000982.1	Potri.009G079500.1	47436	7892	53190	44332	58832	101400	53946	45878
WUAT02000987.1	Potri.001G146100.8	35018	76686	38784	66652	30922	37396	40124	38594
WUAT02000996.1	Potri.013G142232.5	6810	4588	6796	3050	5372	6946	3040	8194
WUAT02001000.1	Potri.019G071700.2	31558	45692	33274	45980	37854	32552	46428	43076
WUAT02001004.1	Potri.013G091900.11	11956	15720	19764	24522	26816	22328	24060	21658
WUAT02001006.1	Potri.005G070700.6	4554	4140	4764	5936	6272	5980	6424	6692
WUAT02001007.1	Potri.009G126500.1	1666	3180	1654	2918	2204	3594	3186	3038
WUAT02001009.1	Potri.013G162800.1	14458	17652	15688	21286	18348	21092	21190	24118
WUAT02001014.1	Potri.006G120700.1	5178	12224	5628	8664	5724	6648	8006	9238
WUAT02001015.1	Potri.011G074501.1	18	82	34	120	280	16	38	40
WUAT02001018.1	Potri.010G225100.1	53136	45542	48704	58228	66300	54972	66340	70972
WUAT02001022.1	Potri.014G185804.1	2276	2678	3016	2874	3240	3410	2016	2074
WUAT02001024.1	Potri.015G115701.2	13982	17538	14656	22946	17896	20940	23550	18672
WUAT02001027.1	Potri.002G133100.2	11136	19074	17368	20982	15270	20178	19024	21606
WUAT02001028.1	Potri.004G121400.2	134	580	534	440	166	304	518	206
WUAT02001031.1	Potri.016G085200.3	20954	26714	23946	31330	25646	27282	29196	28880
WUAT02001032.1	Potri.017G064201.1	7560	10296	9296	11446	10770	12634	19668	16568
WUAT02001036.1	Potri.008G224210.1	11282	6740	6450	11130	9366	9152	11422	12190
WUAT02001037.1	Potri.005G118100.1	1010	928	1420	1702	1078	1186	1268	1022
WUAT02001042.1	Potri.002G094700.1	5176	6022	7972	5418	9216	6652	6738	10638
WUAT02001045.1	Potri.009G028001.1	89578	107642	109206	138012	132538	125164	110014	138730
WUAT02001047.1	Potri.013G143400.2	0	6	4	0	2	0	0	0
WUAT02001054.1	Potri.003G159000.6	56958	78358	56068	97292	55192	64718	63996	55966
WUAT02001058.1	Potri.010G022000.6	462	244	664	756	698	842	666	924
WUAT02001059.1	Potri.014G090100.2	19684	23758	22450	25396	23998	24846	24176	27046
WUAT02001063.1	Potri.012G031250.1	106886	108804	118990	134608	162260	137508	151838	162100
WUAT02001066.1	Potri.013G142760.1	2	4	4	6	2	2	18	4
WUAT02001068.1	Potri.001G312800.9	9812	13084	11364	12666	13566	9536	15670	11774
WUAT02001070.1	Potri.014G119100.5	10322	12866	19496	16302	19810	19854	17722	22640
WUAT02001075.1	Potri.013G133550.1	6	0	0	18	24	0	0	6
WUAT02001076.1	Potri.002G159400.1	1372	2110	1188	1952	2472	1948	2112	2246
WUAT02001077.1	Potri.005G038700.1	16778	6658	23150	9824	24940	21248	18608	20080
WUAT02001083.1	Potri.005G154350.1	70	196	1360	774	608	496	296	384
WUAT02001088.1	Potri.012G117500.1	2096	1692	3554	3176	2624	1954	1776	1682
WUAT02001090.1	Potri.013G142760.3	16266	10368	21146	12180	28438	16734	22314	21752
WUAT02001091.1	Potri.010G000301.1	1852	1546	1558	912	1530	2228	1788	1454
WUAT02001094.1	Potri.009G009200.5	92	84	106	176	144	170	142	156
WUAT02001095.1	Potri.011G127600.8	18728	3434	29148	10440	30310	27794	13846	16882
WUAT02001098.1	Potri.001G441040.1	10	28	0	42	20	10	8	2
WUAT02001104.1	Potri.007G095200.11	1232	1318	1628	3710	3768	2350	4240	5358
WUAT02001108.1	Potri.001G339500.3	43358	20892	36886	34968	44678	45260	47900	39890
WUAT02001112.1	Potri.012G031250.1	5200	5170	5080	6928	6220	5556	7502	7248
WUAT02001113.1	Potri.010G052500.1	54588	84456	30922	90792	37920	60868	49366	51346
WUAT02001121.1	Potri.015G074900.6	11732	2768	3212	4806	3932	3916	4322	4176
WUAT02001122.1	Potri.011G000200.1	27666	32752	37678	36266	35726	35710	36922	41516
WUAT02001126.1	Potri.013G036300.1	52934	57162	55330	72930	55910	68728	74384	65598
WUAT02001132.1	Potri.001G300900.1	24158	13852	22872	17568	33336	26858	26236	29674
WUAT02001135.1	Potri.006G246700.1	18894	23802	31374	25938	36856	27956	25656	32860
WUAT02001139.1	Potri.008G150000.1	22650	30562	18218	29016	20914	24760	29554	27914
WUAT02001144.1	Potri.001G312800.9	66838	88806	64728	90280	66008	70412	78524	73436
WUAT02001145.1	Potri.002G074600.2	17868	21384	12540	39130	15916	18638	39916	40710
WUAT02001147.1	Potri.017G140601.1	26	40	38	18	180	74	100	96
WUAT02001153.1	Potri.017G075100.2	26980	22274	21592	28728	26226	27026	30456	28274
WUAT02001158.1	Potri.011G074700.2	5666	4288	3962	6324	5160	5734	6052	5696
WUAT02001159.1	Potri.009G082500.1	19670	13644	19950	18226	21374	18494	24776	21266
WUAT02001162.1	Potri.016G055400.1	99716	125568	120698	139510	117024	143708	120190	152026
WUAT02001166.1	Potri.010G148900.3	22614	30684	22784	34592	23294	29352	30762	28792
WUAT02001167.1	Potri.002G224000.2	8	66	30	116	44	58	46	54
WUAT02001169.1	Potri.013G163100.1	254	242	324	332	316	110	432	326
WUAT02001171.1	Potri.008G058500.16	3548	7940	5736	8708	5378	5236	6186	5742
WUAT02001175.1	Potri.001G386300.1	1388	5882	2610	9190	1666	3346	1336	2768
WUAT02001176.1	Potri.005G154350.1	6308	4668	11924	5066	12464	7798	6686	7642
WUAT02001180.1	Potri.014G068100.1	3016	3554	2884	4430	3794	4558	4604	3864
WUAT02001185.1	Potri.004G176000.8	17624	15576	19510	21510	23114	23510	18386	19816
WUAT02001187.1	Potri.005G097000.4	230	38	1026	74	302	322	9280	500
WUAT02001189.1	Potri.017G075400.1	14442	15476	20216	14720	18224	16222	20022	18558
WUAT02001190.1	Potri.004G132300.1	34950	23400	33944	32252	38660	36714	40166	36392
WUAT02001193.1	Potri.005G015100.3	145160	189096	169288	187544	187738	195410	175182	160002
WUAT02001196.1	Potri.018G086350.1	3724	6534	4666	6016	4214	7718	6140	6946
WUAT02001198.1	Potri.014G042700.3	17242	11396	11864	15066	13494	11940	13098	16132
WUAT02001199.1	Potri.001G135900.2	35092	39032	30526	45006	39336	41188	45448	38350
WUAT02001202.1	Potri.002G008176.1	27274	33956	47656	55878	47478	54732	26904	40710
WUAT02001203.1	Potri.010G161500.12	12768	14328	14324	19624	14316	16466	14656	16938
WUAT02001207.1	Potri.001G347800.1	20954	24478	23500	28608	27132	28726	33258	33142
WUAT02001211.1	Potri.001G441040.1	8528	6678	9942	10256	11652	12394	12634	12310
WUAT02001212.1	Potri.013G143400.2	99736	129476	140910	138688	129688	139990	114120	132156
WUAT02001213.1	Potri.013G143400.2	538	602	218	634	304	332	328	274
WUAT02001220.1	Potri.011G139100.1	4182	6724	5726	8890	7440	6986	7326	6898
WUAT02001221.1	Potri.004G133500.6	28404	41360	29974	43442	28536	28744	32528	35098
WUAT02001226.1	Potri.003G205700.1	958	648	1006	984	1186	1066	1444	958
WUAT02001229.1	Potri.013G133550.2	7820	7258	7892	12650	7216	8550	8546	10634
WUAT02001233.1	Potri.010G149700.4	6054	4542	6462	7140	12196	7782	11964	8286
WUAT02001239.1	Potri.011G073900.2	276	850	734	682	396	1162	1184	1534
WUAT02001243.1	Potri.002G181400.2	39072	11514	43896	22146	57444	43932	25246	30066
WUAT02001248.1	Potri.017G007400.1	128	162	142	172	152	184	170	148
WUAT02001252.1	Potri.010G171600.5	206432	200530	189804	206866	213914	264660	260074	289592
WUAT02001256.1	Potri.010G105700.13	43502	45716	70418	57070	78526	68958	63304	72996
WUAT02001257.1	Potri.017G134200.2	25046	24406	17590	28422	29970	27312	19012	22058
WUAT02001258.1	Potri.019G032900.2	18890	10610	21436	14698	31964	22296	29206	26360
WUAT02001261.1	Potri.007G069300.1	10528	5802	14128	7494	18856	14714	10624	11914
WUAT02001266.1	Potri.010G052500.1	8474	7358	7618	12600	11310	10424	13802	10198
WUAT02001267.1	Potri.012G088100.1	1458	946	1538	1740	1948	1380	1650	1328
WUAT02001269.1	Potri.018G116000.1	108	162	408	522	268	440	182	550
WUAT02001272.1	Potri.007G062442.1	0	0	0	6	0	6	0	4
WUAT02001275.1	Potri.002G254700.1	29604	36152	36774	50488	29096	38792	37084	39740
WUAT02001278.1	Potri.001G259204.1	4	8	2	6	6	6	6	4
WUAT02001279.1	Potri.019G047540.1	6570	5268	7888	8260	9406	10156	9018	8710
WUAT02001280.1	Potri.007G062302.2	7272	5488	5744	3768	8246	6588	4178	6376
WUAT02001284.1	Potri.013G138000.1	15898	6512	12124	11400	10120	12250	14708	10968
WUAT02001288.1	Potri.008G112400.4	38206	24284	18488	36162	18528	30978	31128	30084
WUAT02001290.1	Potri.019G129740.2	4	22	16	70	24	8	8	6
WUAT02001292.1	Potri.009G135900.3	13164	12056	8374	14682	7024	7486	10698	10170
WUAT02001293.1	Potri.011G113575.1	46	10	42	470	24	80	88	50
WUAT02001294.1	Potri.018G143500.1	252	124	222	370	174	258	326	328
WUAT02001297.1	Potri.005G258700.8	16176	20436	18760	26888	22666	20068	25202	23882
WUAT02001298.1	Potri.012G129700.5	21474	13128	32700	18028	26424	25936	21472	27510
WUAT02001308.1	Potri.017G078500.1	6072	9866	8612	9574	9180	9202	12794	12898
WUAT02001311.1	Potri.010G115000.3	3204	3114	3064	4044	2528	5728	4688	3728
WUAT02001312.1	Potri.014G080900.1	4190	2920	2866	2886	3346	3358	2742	3998
WUAT02001316.1	Potri.007G062322.1	32	454	106	24	8	48	92	66
WUAT02001318.1	Potri.013G137077.1	40	6	20	26	8	14	36	18
WUAT02001319.1	Potri.016G138600.1	20562	15506	34004	25350	41910	30186	28078	23910
WUAT02001320.1	Potri.011G022300.2	33134	31840	33086	41826	36244	39276	38062	42926
WUAT02001324.1	Potri.007G061881.1	1016	770	1472	2598	1856	2208	1210	1144
WUAT02001325.1	Potri.013G143400.2	366	482	520	488	12	222	528	162
WUAT02001326.1	Potri.011G074150.1	6	2	0	8	12	0	4	6
WUAT02001328.1	Potri.009G029600.2	14706	29414	18856	29526	15600	21926	21710	21544
WUAT02001329.1	Potri.011G137400.1	3418	6882	5354	7206	6144	7536	9366	10724
WUAT02001333.1	Potri.010G192100.1	6856	10936	12038	13256	12188	11166	10724	11762
WUAT02001334.1	Potri.019G012300.3	1380	1406	1570	1912	1040	1292	1082	1346
WUAT02001337.1	Potri.009G057500.1	2134	2312	4218	3848	5122	4222	3800	4028
WUAT02001342.1	Potri.001G119700.1	4712	7030	4458	9470	3948	6982	7140	7004
WUAT02001344.1	Potri.013G143400.2	342	40	92	32	14	412	4	438
WUAT02001345.1	Potri.010G052500.1	0	0	4	12	2	2	4	2
WUAT02001346.1	Potri.001G101400.1	28128	32288	41218	39856	41982	39964	39850	43924
WUAT02001348.1	Potri.001G254500.1	24126	18178	22064	31352	25316	28626	21364	25276
WUAT02001351.1	Potri.010G180600.1	33936	27010	32426	33884	39774	40850	32036	39540
WUAT02001356.1	Potri.006G222000.1	212038	298586	220554	280696	160484	183230	229348	290124
WUAT02001360.1	Potri.005G154300.1	17742	15058	19994	19488	14028	28446	33738	24600
WUAT02001369.1	Potri.004G114600.4	6744	6846	7446	7844	8324	7718	7458	8700
WUAT02001373.1	Potri.014G185804.1	6586	8160	7130	9900	7982	5656	9512	7818
WUAT02001377.1	Potri.009G066800.2	8736	12020	12524	16680	14246	12442	12548	13104
WUAT02001378.1	Potri.013G133550.2	31900	17104	35342	28686	40586	34554	34842	31120
WUAT02001384.1	Potri.005G250100.1	6172	10724	9720	12534	9824	12828	11484	12564
WUAT02001387.1	Potri.001G342933.1	8122	12732	10570	12326	12800	11076	12894	12910
WUAT02001388.1	Potri.014G125100.1	5606	4982	10814	8504	10880	10188	7810	8740
WUAT02001391.1	Potri.010G013400.1	498512	991786	517302	1165138	337318	446516	516164	519594
WUAT02001392.1	Potri.016G066100.2	2960	2550	2806	3366	3432	2564	4060	3568
WUAT02001393.1	Potri.013G142124.1	15164	18384	17778	23642	18248	22578	15216	18366
WUAT02001400.1	Potri.007G062582.1	656	656	876	896	562	666	514	444
WUAT02001401.1	Potri.016G133300.1	3672	4908	11030	8674	9240	8302	6592	7680
WUAT02001402.1	Potri.004G090200.13	46	56	34	12	34	74	4	110
WUAT02001410.1	Potri.004G201900.2	26520	20318	27724	31378	32656	25684	23086	27308
WUAT02001411.1	Potri.001G236700.2	23504	22742	29666	26754	33044	28406	26902	29136
WUAT02001412.1	Potri.017G142500.1	0	40	140	14	4	70	44	8
WUAT02001414.1	Potri.003G102400.9	31332	21630	47172	41712	75550	70344	65812	73140
WUAT02001415.1	Potri.015G103300.1	20364	25708	19060	28786	19258	19790	24512	22554
WUAT02001418.1	Potri.014G153000.1	120012	42650	17950	28766	12688	7394	11014	6092
WUAT02001419.1	Potri.012G006700.2	100544	147544	97640	162720	91502	123214	114806	129982
WUAT02001425.1	Potri.013G069900.2	6974	8370	6396	7436	8322	9820	7488	9186
WUAT02001428.1	Potri.003G142100.1	3048	2014	3106	3610	3098	3628	3818	4248
WUAT02001429.1	Potri.006G087701.1	1518	3834	2724	4594	1888	4478	3582	3140
WUAT02001433.1	Potri.007G001500.9	4680	6830	4648	5804	6504	7778	9138	7110
WUAT02001436.1	Potri.003G071500.1	534	506	2752	4162	536	2982	1088	392
WUAT02001438.1	Potri.001G312800.7	0	0	6	6	18	164	8	76
WUAT02001441.1	Potri.008G224210.1	4860	12384	10450	15870	26770	17322	19016	20586
WUAT02001443.1	Potri.015G133700.1	1054	544	1016	926	352	1672	1090	900
WUAT02001452.1	Potri.011G136000.2	18182	25422	14782	22102	19872	20038	26260	28454
WUAT02001454.1	Potri.005G203500.2	5492	5234	5084	6034	9064	12718	9960	10618
WUAT02001455.1	Potri.007G096000.1	59778	43036	55544	48658	77052	63572	64408	60808
WUAT02001458.1	Potri.011G101451.1	0	14	8	22	6	10	10	4
WUAT02001459.1	Potri.010G229300.7	5878	8866	8688	6294	7710	9540	8346	6972
WUAT02001461.1	Potri.006G095500.4	0	0	2	0	16	0	0	0
WUAT02001463.1	Potri.018G128400.2	12956	15462	20970	20068	20028	20634	22002	26986
WUAT02001467.1	Potri.007G035900.1	208	660	842	780	448	520	648	904
WUAT02001472.1	Potri.006G163301.1	11470	8982	13966	13288	12478	13216	10524	11610
WUAT02001486.1	Potri.012G045500.5	13798	10608	14034	14264	16036	15366	15154	15064
WUAT02001487.1	Potri.001G301700.1	3268	4978	2774	4964	2164	5176	3488	5146
WUAT02001488.1	Potri.015G042600.1	22992	43222	30436	40996	31244	37558	36850	44296
WUAT02001490.1	Potri.001G222700.1	62	46	124	124	94	120	164	130
WUAT02001491.1	Potri.015G035300.1	588	904	516	730	386	794	822	818
WUAT02001492.1	Potri.013G139112.2	448	234	408	372	452	790	276	332
WUAT02001494.1	Potri.010G019000.2	26314	41172	34982	37962	16846	36964	44774	32590
WUAT02001495.1	Potri.005G049800.5	3250	1990	4066	2706	5394	4494	3852	4816
WUAT02001500.1	Potri.011G075051.1	288	816	228	758	524	250	360	350
WUAT02001504.1	Potri.012G071400.1	958	1378	3954	9118	1300	5594	9382	8866
WUAT02001506.1	Potri.008G211900.1	9242	13770	10240	11178	10588	14632	13778	12816
WUAT02001508.1	Potri.001G026100.1	334	438	594	468	434	668	594	524
WUAT02001513.1	Potri.006G229300.1	99156	75930	124178	80380	122442	98940	92228	100130
WUAT02001514.1	Potri.003G089300.2	3352	1080	1104	1542	1868	1988	2138	1182
WUAT02001517.1	Potri.001G014700.1	22	1152	6	1278	468	24	326	70
WUAT02001522.1	Potri.011G109700.1	15184	13360	20978	17210	24360	19278	19876	21628
WUAT02001524.1	Potri.010G052500.1	12	18	4	38	4	20	2	6
WUAT02001526.1	Potri.004G125150.1	944	1316	1814	1800	1774	1706	2204	1746
WUAT02001527.1	Potri.017G057400.3	178	148	326	1142	126	160	208	668
WUAT02001530.1	Potri.012G105500.1	664	428	1016	692	1448	844	784	642
WUAT02001531.1	Potri.013G136466.1	968	790	1482	1370	1028	1630	1714	1842
WUAT02001540.1	Potri.010G052500.1	43754	42534	45864	56178	49978	53754	59312	66424
WUAT02001541.1	Potri.005G172200.3	3780	2052	4014	6942	5888	4486	5310	2372
WUAT02001544.1	Potri.006G268200.4	5502	1922	7432	3666	8010	6828	4916	4736
WUAT02001545.1	Potri.001G312800.7	35388	38286	29204	45108	28270	30408	32216	32538
WUAT02001550.1	Potri.004G134500.1	56696	77762	57008	98524	67160	58164	64630	67434
WUAT02001552.1	Potri.001G312800.9	1346	1034	1518	1196	922	1472	1404	2022
WUAT02001553.1	Potri.002G205500.5	21472	16242	25314	27390	20932	30810	22258	35000
WUAT02001558.1	Potri.006G033300.4	181994	112762	219006	162438	212956	207188	202352	201844
WUAT02001565.1	Potri.018G085400.10	3094	4484	2122	4110	2978	2396	2486	2072
WUAT02001566.1	Potri.006G048900.1	0	2	0	2	0	0	2	8
WUAT02001567.1	Potri.017G048500.3	36622	56426	34828	59404	37084	48186	46904	44450
WUAT02001570.1	Potri.007G054200.1	50	142	44	246	48	144	154	306
WUAT02001571.1	Potri.003G202100.6	2786	2898	2724	4196	5934	2598	3136	3520
WUAT02001573.1	Potri.011G074201.1	18	44	16	62	24	18	18	22
WUAT02001574.1	Potri.005G161366.1	4	0	0	2	0	2	10	10
WUAT02001576.1	Potri.008G147100.9	42954	76702	48978	82510	58742	74328	72372	83006
WUAT02001577.1	Potri.015G142900.1	3400	6234	5932	4994	6324	5694	6292	6554
WUAT02001578.1	Potri.005G187800.1	920	1090	1262	1666	1018	1452	1432	1644
WUAT02001580.1	Potri.003G097600.5	14364	11252	13366	15412	13862	14134	14572	14178
WUAT02001581.1	Potri.003G091800.1	6096	11688	9106	13780	8138	9650	11202	11254
WUAT02001583.1	Potri.009G141600.1	5140	1392	2036	1720	3088	3624	5444	4826
WUAT02001584.1	Potri.011G125200.5	2	2	0	6	0	0	0	0
WUAT02001585.1	Potri.006G015700.10	7336	5790	5032	6990	9582	7134	6084	5022
WUAT02001586.1	Potri.004G202832.1	79356	80240	63828	110886	73514	93964	100748	99954
WUAT02001591.1	Potri.012G126800.1	330	180	196	560	424	550	346	170
WUAT02001597.1	Potri.003G201200.4	258	338	310	462	412	322	298	314
WUAT02001599.1	Potri.011G168000.1	24976	26058	25096	32728	27674	32716	28960	29238
WUAT02001603.1	Potri.004G223900.1	37012	23746	28970	25478	29500	41696	31684	28724
WUAT02001610.1	Potri.007G020100.1	0	4	10	0	0	2	0	4
WUAT02001612.1	Potri.001G312800.9	17690	19590	20210	20084	18624	24844	26280	28318
WUAT02001615.1	Potri.013G142232.5	8882	9930	11962	11216	9052	12036	11210	11426
WUAT02001616.1	Potri.001G312800.9	1388	1842	2172	1626	3492	2350	2480	2760
WUAT02001620.1	Potri.001G115100.1	4	856	2	6	2	66	968	20
WUAT02001621.1	Potri.013G133550.1	2086	1362	974	2592	1390	1384	1344	1700
WUAT02001625.1	Potri.013G136466.1	416	196	236	330	498	580	604	598
WUAT02001626.1	Potri.002G008600.8	38290	50180	48160	57788	57050	66532	65500	76212
WUAT02001627.1	Potri.010G001000.4	9136	6524	9894	11690	14070	14412	13192	15764
WUAT02001629.1	Potri.003G185850.1	16622	9718	14180	13432	19024	15734	15454	19532
WUAT02001630.1	Potri.003G098100.4	44286	37618	49322	52812	50454	53208	44942	42588
WUAT02001632.1	Potri.004G125150.1	8	0	10	4	14	2	2	14
WUAT02001634.1	Potri.004G125150.1	50	100	200	234	26	102	108	144
WUAT02001639.1	Potri.013G142232.6	17144	26388	23942	32906	23198	23214	26316	24548
WUAT02001640.1	Potri.005G144200.2	310	504	322	408	274	662	342	208
WUAT02001641.1	Potri.015G056501.3	2132	5330	1836	2922	3358	2290	3374	2748
WUAT02001644.1	Potri.008G224210.1	78394	135050	97542	134534	91814	109822	121068	127312
WUAT02001645.1	Potri.015G099600.1	860	896	1762	584	1892	3216	1518	1876
WUAT02001648.1	Potri.004G145200.2	6584	6224	7482	7354	8074	7966	8164	7896
WUAT02001652.1	Potri.011G089500.3	15980	28634	23988	33596	22188	21340	25386	25428
WUAT02001656.1	Potri.013G142100.1	3744	2020	2830	3616	3174	2570	4448	3424
WUAT02001657.1	Potri.009G072800.1	4658	7604	8738	8472	10438	8238	4506	6248
WUAT02001658.1	Potri.002G259600.4	21688	12694	39422	3516	44318	58242	36984	43614
WUAT02001662.1	Potri.004G058900.5	2228	662	3700	1242	4144	2380	3196	2252
WUAT02001665.1	Potri.001G312800.7	27416	36414	44404	49710	36176	51736	38350	36764
WUAT02001666.1	Potri.011G120100.1	832	1346	964	660	816	1026	614	636
WUAT02001670.1	Potri.010G210100.1	22070	31794	24746	34016	26738	26284	23408	31236
WUAT02001675.1	Potri.010G108500.6	45700	75150	81596	85596	83450	103518	110672	123948
WUAT02001676.1	Potri.006G164050.1	48	8	102	214	48	44	186	58
WUAT02001680.1	Potri.004G087600.15	10036	10670	20170	15438	23272	15726	14226	16200
WUAT02001688.1	Potri.010G052500.1	5846	6556	6434	8294	7292	8730	9414	8782
WUAT02001692.1	Potri.018G063500.3	134810	114936	323294	175836	321258	311620	290152	239752
WUAT02001693.1	Potri.007G128300.5	3934	6224	6080	6522	7230	7508	7076	7968
WUAT02001694.1	Potri.001G312800.9	4462	5696	1446	4450	4238	4312	5588	9758
WUAT02001697.1	Potri.013G143400.2	5394	6566	8802	10410	7342	8540	6708	7818
WUAT02001701.1	Potri.012G031250.1	28	18	4	12	14	26	18	22
WUAT02001702.1	Potri.010G052500.1	904	672	1108	536	792	970	996	1154
WUAT02001703.1	Potri.010G052500.1	0	16	28	10	16	68	12	26
WUAT02001704.1	Potri.006G020900.1	1590	1604	2572	1396	1894	872	1372	1100
WUAT02001706.1	Potri.010G197600.1	15162	18062	11992	22454	15486	18808	13556	12270
WUAT02001707.1	Potri.014G185948.1	606	192	976	580	1378	534	554	442
WUAT02001715.1	Potri.009G090300.2	3606	3410	3580	4212	3552	3390	5018	3602
WUAT02001716.1	Potri.001G342933.1	168	388	214	360	262	332	380	374
WUAT02001720.1	Potri.017G023200.3	19966	18646	18228	23678	24094	21104	24366	24348
WUAT02001723.1	Potri.010G052500.1	70	118	68	112	26	70	100	80
WUAT02001724.1	Potri.001G312800.7	2706	3034	2632	3178	3156	3590	3446	3788
WUAT02001725.1	Potri.006G248500.2	28554	46730	18894	66964	19860	33666	41176	37162
WUAT02001729.1	Potri.011G030000.4	4050	5226	3834	5656	4426	5860	6816	6654
WUAT02001732.1	Potri.006G188600.2	1668	1066	2270	1886	2424	2678	2240	1906
WUAT02001733.1	Potri.013G012100.1	23474	34546	27284	40594	22736	32766	42942	21156
WUAT02001735.1	Potri.016G089300.1	34706	39476	25100	26326	22602	29096	31360	27582
WUAT02001739.1	Potri.010G052500.1	170	62	96	116	152	116	66	102
WUAT02001740.1	Potri.010G083700.1	4820	6504	6036	7246	4936	7346	7728	7472
WUAT02001742.1	Potri.003G094700.1	1972	834	1656	1048	1122	1026	608	364
WUAT02001743.1	Potri.011G075051.1	8238	6414	7924	8362	10190	8632	10568	10464
WUAT02001744.1	Potri.001G056000.5	25904	26222	27594	34648	32810	33006	38686	34094
