Gene_ID	subject_id	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	804	516	390	1146	792	386	658	592
WUAT02000955.1	Potri.001G356500.4	41210	65820	54260	66452	26632	28332	22200	41106
WUAT02000959.1	Potri.013G143400.2	11506	16688	4970	16728	4262	4026	4012	4024
WUAT02000964.1	Potri.015G085300.1	21152	28332	22562	35172	22608	23816	23702	22536
WUAT02000968.1	Potri.007G020100.1	990	972	1032	3448	1352	80	2048	1486
WUAT02000970.1	Potri.003G197200.4	90812	155696	90270	116572	67942	53628	51910	97174
WUAT02000972.1	Potri.003G154800.2	6730	10896	6936	13390	8904	8070	9238	10072
WUAT02000973.1	Potri.010G131800.1	43350	78324	59178	74698	57950	51090	46244	60064
WUAT02000977.1	Potri.007G061721.1	3192	4786	4786	4988	4862	4858	4748	5310
WUAT02000982.1	Potri.009G079500.1	22984	56554	34182	66148	64892	44058	51542	100678
WUAT02000987.1	Potri.001G146100.8	27806	52632	40906	32358	106668	86208	84138	190456
WUAT02000996.1	Potri.013G142232.5	5056	5118	2536	5140	1992	1704	3988	6184
WUAT02001000.1	Potri.019G071700.2	30498	50634	32108	55126	21026	27236	21666	23804
WUAT02001004.1	Potri.013G091900.11	14904	15594	13242	21984	19926	8682	7170	9022
WUAT02001006.1	Potri.005G070700.6	3688	5510	3150	5810	4638	4614	4458	5460
WUAT02001007.1	Potri.009G126500.1	1110	2340	3018	1734	3720	3386	3316	4904
WUAT02001009.1	Potri.013G162800.1	14302	20842	14030	20448	13086	12800	14044	15516
WUAT02001014.1	Potri.006G120700.1	5112	9404	9596	6808	7950	9434	10764	20830
WUAT02001015.1	Potri.011G074501.1	36	128	104	260	96	78	48	86
WUAT02001018.1	Potri.010G225100.1	53280	62440	41532	83110	44726	36740	45420	38972
WUAT02001022.1	Potri.014G185804.1	2218	4466	2258	3064	1704	2090	1516	3418
WUAT02001024.1	Potri.015G115701.2	11382	19376	14772	17986	30316	20666	31200	48396
WUAT02001027.1	Potri.002G133100.2	13278	19288	18242	18432	14956	19354	20838	26342
WUAT02001028.1	Potri.004G121400.2	366	296	500	602	686	174	182	290
WUAT02001031.1	Potri.016G085200.3	22060	30242	20168	32616	31402	33168	32348	28768
WUAT02001032.1	Potri.017G064201.1	7368	12772	7834	10356	15856	12714	21720	25380
WUAT02001036.1	Potri.008G224210.1	8104	10346	5716	10524	10666	7146	9614	7910
WUAT02001037.1	Potri.005G118100.1	778	1602	1122	1698	2934	2586	1544	1942
WUAT02001042.1	Potri.002G094700.1	6610	6472	6024	10422	1856	2352	1212	2390
WUAT02001045.1	Potri.009G028001.1	85558	140422	95376	159000	70280	78196	66174	105910
WUAT02001047.1	Potri.013G143400.2	4	4	18	8	0	2	10	4
WUAT02001054.1	Potri.003G159000.6	41946	79558	63096	67564	90394	114760	118086	155770
WUAT02001058.1	Potri.010G022000.6	238	592	516	768	462	298	558	750
WUAT02001059.1	Potri.014G090100.2	18816	23906	19590	26072	17822	15100	18536	22648
WUAT02001063.1	Potri.012G031250.1	96662	148144	85060	161940	116248	106324	102866	155660
WUAT02001066.1	Potri.013G142760.1	2	6	6	0	14	10	0	10
WUAT02001068.1	Potri.001G312800.9	11306	14920	9270	15600	10364	10024	10628	10270
WUAT02001070.1	Potri.014G119100.5	9546	15536	15088	18950	6524	8220	8584	12454
WUAT02001075.1	Potri.013G133550.1	0	6	0	30	6	4	0	0
WUAT02001076.1	Potri.002G159400.1	1348	2558	1578	1940	1694	1202	1572	2336
WUAT02001077.1	Potri.005G038700.1	12772	10676	10968	20340	3696	2832	2066	6708
WUAT02001083.1	Potri.005G154350.1	50	2148	112	600	198	524	1742	652
WUAT02001088.1	Potri.012G117500.1	1988	1856	2404	3452	2464	1334	1732	1650
WUAT02001090.1	Potri.013G142760.3	19880	15976	10122	26538	6634	5674	4778	6912
WUAT02001091.1	Potri.010G000301.1	1092	1678	936	1536	1788	2718	1922	3826
WUAT02001094.1	Potri.009G009200.5	72	164	92	164	726	506	402	338
WUAT02001095.1	Potri.011G127600.8	22204	5398	15208	10268	2734	3012	2894	9020
WUAT02001098.1	Potri.001G441040.1	26	24	6	12	8	18	8	38
WUAT02001104.1	Potri.007G095200.11	1516	2810	1446	2944	6098	1548	2036	2586
WUAT02001108.1	Potri.001G339500.3	48448	34156	23814	37562	19942	24666	24556	34472
WUAT02001112.1	Potri.012G031250.1	4530	6690	4356	7906	16042	6038	9462	6898
WUAT02001113.1	Potri.010G052500.1	43686	94390	56532	77006	43628	36150	37180	54326
WUAT02001121.1	Potri.015G074900.6	8306	5466	2790	14686	16710	5188	3744	15144
WUAT02001122.1	Potri.011G000200.1	25100	33994	26686	40090	20606	28202	38724	28218
WUAT02001126.1	Potri.013G036300.1	44294	65460	54352	76002	122310	114218	200576	141004
WUAT02001132.1	Potri.001G300900.1	22700	26108	21766	29244	8172	14072	10894	15498
WUAT02001135.1	Potri.006G246700.1	24552	26322	21178	32980	14186	13994	14230	18382
WUAT02001139.1	Potri.008G150000.1	17840	29604	19058	39268	20436	18688	16550	24856
WUAT02001144.1	Potri.001G312800.9	60270	82238	67606	85148	79450	59642	80044	93664
WUAT02001145.1	Potri.002G074600.2	18714	28470	11346	21878	37954	53714	70184	66044
WUAT02001147.1	Potri.017G140601.1	46	60	30	112	52	38	42	58
WUAT02001153.1	Potri.017G075100.2	23818	35094	15624	33718	22304	16238	18836	19012
WUAT02001158.1	Potri.011G074700.2	4880	7120	3936	4970	4378	4676	4220	4274
WUAT02001159.1	Potri.009G082500.1	15508	16200	11976	27792	13052	8468	10396	13490
WUAT02001162.1	Potri.016G055400.1	97502	142784	101714	140222	70100	72956	92464	94928
WUAT02001166.1	Potri.010G148900.3	18180	31972	25538	32322	32102	32376	33476	37650
WUAT02001167.1	Potri.002G224000.2	38	52	34	28	32	50	62	96
WUAT02001169.1	Potri.013G163100.1	532	374	232	604	1122	820	324	250
WUAT02001171.1	Potri.008G058500.16	4128	9136	5200	5932	7864	7916	8538	8442
WUAT02001175.1	Potri.001G386300.1	1824	8368	2776	4284	23432	17240	26348	6884
WUAT02001176.1	Potri.005G154350.1	3424	6810	3684	8820	6806	6046	5908	12280
WUAT02001180.1	Potri.014G068100.1	2740	4290	3072	4448	2900	3188	3180	3642
WUAT02001185.1	Potri.004G176000.8	17530	23696	16294	26286	18702	14976	16294	17864
WUAT02001187.1	Potri.005G097000.4	68	54	116	134	70	30	18	60
WUAT02001189.1	Potri.017G075400.1	23944	15342	25744	29930	7622	8602	7196	13248
WUAT02001190.1	Potri.004G132300.1	31458	30656	18502	50434	31736	20074	29330	23358
WUAT02001193.1	Potri.005G015100.3	113302	188296	141726	274254	104674	89004	136678	103326
WUAT02001196.1	Potri.018G086350.1	3558	6526	5266	5534	4690	4230	4516	6318
WUAT02001198.1	Potri.014G042700.3	15242	15736	11628	22290	16726	12016	13228	11592
WUAT02001199.1	Potri.001G135900.2	31508	43760	30650	49412	46948	44878	48136	60842
WUAT02001202.1	Potri.002G008176.1	28658	57214	31730	44114	2556	3230	2430	8458
WUAT02001203.1	Potri.010G161500.12	11394	14976	10108	16372	15942	15980	19232	22424
WUAT02001207.1	Potri.001G347800.1	20512	33850	20630	37716	18460	18154	17064	22010
WUAT02001211.1	Potri.001G441040.1	12326	12644	5902	17286	16574	4218	3958	5736
WUAT02001212.1	Potri.013G143400.2	101626	145860	139642	151218	51810	70040	58268	107920
WUAT02001213.1	Potri.013G143400.2	236	646	434	666	800	554	714	498
WUAT02001220.1	Potri.011G139100.1	4876	7508	4272	7938	5654	5460	7404	7094
WUAT02001221.1	Potri.004G133500.6	23368	32240	33420	42920	31796	34842	36732	51140
WUAT02001226.1	Potri.003G205700.1	772	1542	678	1208	854	892	876	382
WUAT02001229.1	Potri.013G133550.2	6512	11350	7960	9742	8474	8348	10956	10784
WUAT02001233.1	Potri.010G149700.4	5784	8504	3560	10104	5358	2816	3720	3550
WUAT02001239.1	Potri.011G073900.2	544	486	514	870	356	340	388	408
WUAT02001243.1	Potri.002G181400.2	38770	20656	31548	25710	6172	6192	5772	18416
WUAT02001248.1	Potri.017G007400.1	106	190	224	178	116	172	190	292
WUAT02001252.1	Potri.010G171600.5	178504	249092	153324	296842	146784	103362	110848	146762
WUAT02001256.1	Potri.010G105700.13	49956	52416	50414	72686	22638	37518	33454	50196
WUAT02001257.1	Potri.017G134200.2	16158	25430	20356	21580	21222	20168	25466	22610
WUAT02001258.1	Potri.019G032900.2	19486	16906	12400	30692	14278	15934	19044	11958
WUAT02001261.1	Potri.007G069300.1	8588	9402	5572	11856	4086	2340	3638	6412
WUAT02001266.1	Potri.010G052500.1	7656	12140	6008	12670	41594	12896	12320	14728
WUAT02001267.1	Potri.012G088100.1	926	722	1390	834	382	652	608	1118
WUAT02001269.1	Potri.018G116000.1	112	440	204	424	134	362	188	378
WUAT02001272.1	Potri.007G062442.1	4	0	6	0	0	0	2	18
WUAT02001275.1	Potri.002G254700.1	27624	39154	34822	40054	52946	97990	91012	113528
WUAT02001278.1	Potri.001G259204.1	2	8	0	2	0	6	4	2
WUAT02001279.1	Potri.019G047540.1	6108	10474	4504	11942	4202	2834	3152	4574
WUAT02001280.1	Potri.007G062302.2	5804	7384	4308	12040	9214	3958	7876	12628
WUAT02001284.1	Potri.013G138000.1	9200	7666	8214	20936	8506	4844	5512	7620
WUAT02001288.1	Potri.008G112400.4	34310	55984	20554	67126	46280	39328	47566	29628
WUAT02001290.1	Potri.019G129740.2	2	30	22	22	8	28	14	6
WUAT02001292.1	Potri.009G135900.3	8982	15352	5760	22280	11960	6486	9750	7690
WUAT02001293.1	Potri.011G113575.1	42	70	46	58	1644	132	64	24
WUAT02001294.1	Potri.018G143500.1	206	278	118	476	202	172	222	240
WUAT02001297.1	Potri.005G258700.8	14894	22820	19168	24988	28514	24458	26734	28250
WUAT02001298.1	Potri.012G129700.5	28246	20992	25014	31102	8268	4338	4912	10994
WUAT02001308.1	Potri.017G078500.1	6562	10800	6978	12020	5934	7046	6930	8938
WUAT02001311.1	Potri.010G115000.3	1846	2212	2870	2260	5682	3928	10048	6750
WUAT02001312.1	Potri.014G080900.1	2998	3842	3118	4756	8168	5660	5706	5390
WUAT02001316.1	Potri.007G062322.1	78	50	320	30	36	130	250	348
WUAT02001318.1	Potri.013G137077.1	2	104	18	26	28	40	36	30
WUAT02001319.1	Potri.016G138600.1	20512	24580	24728	30624	16148	11304	15504	30356
WUAT02001320.1	Potri.011G022300.2	29106	46440	23140	52068	30662	20478	26292	26386
WUAT02001324.1	Potri.007G061881.1	690	3032	592	14202	1840	1810	1940	2606
WUAT02001325.1	Potri.013G143400.2	266	254	412	590	50	368	260	914
WUAT02001326.1	Potri.011G074150.1	0	4	6	8	22	8	16	8
WUAT02001328.1	Potri.009G029600.2	13858	23572	23456	19026	37056	35732	42744	58436
WUAT02001329.1	Potri.011G137400.1	5494	6000	4688	6092	11418	11822	12724	8376
WUAT02001333.1	Potri.010G192100.1	6266	12000	8104	12646	11222	8674	10956	12076
WUAT02001334.1	Potri.019G012300.3	1426	1552	920	1284	1064	1342	1636	1548
WUAT02001337.1	Potri.009G057500.1	3126	3778	2652	4144	2294	2078	1606	4784
WUAT02001342.1	Potri.001G119700.1	3964	7706	6786	6818	4732	4418	5414	8302
WUAT02001344.1	Potri.013G143400.2	16	378	12	6	344	12	182	628
WUAT02001345.1	Potri.010G052500.1	0	2	6	12	0	2	6	0
WUAT02001346.1	Potri.001G101400.1	33098	40198	30020	47966	24392	27812	31976	27116
WUAT02001348.1	Potri.001G254500.1	17482	26230	19052	30798	30162	20566	19432	18956
WUAT02001351.1	Potri.010G180600.1	31798	37176	27674	41068	90528	35396	31054	42910
WUAT02001356.1	Potri.006G222000.1	173154	273252	228686	210334	111038	146914	132600	166702
WUAT02001360.1	Potri.005G154300.1	11912	24928	16182	24556	31154	14700	24008	23542
WUAT02001369.1	Potri.004G114600.4	5856	7758	6992	8172	18984	7830	8008	10192
WUAT02001373.1	Potri.014G185804.1	6026	7640	6906	9870	10020	10902	9524	13448
WUAT02001377.1	Potri.009G066800.2	9730	12778	8988	14428	6112	6712	7040	12690
WUAT02001378.1	Potri.013G133550.2	36626	26930	22938	39964	14434	10752	13606	17074
WUAT02001384.1	Potri.005G250100.1	7258	12114	6696	14230	7802	8486	9932	7778
WUAT02001387.1	Potri.001G342933.1	7848	12920	7746	13944	7334	8732	8716	8168
WUAT02001388.1	Potri.014G125100.1	7272	8224	4290	13496	1228	1684	464	1322
WUAT02001391.1	Potri.010G013400.1	286458	665672	675774	515740	606144	886900	951782	1278340
WUAT02001392.1	Potri.016G066100.2	2690	3126	1944	4086	2096	1708	1836	2280
WUAT02001393.1	Potri.013G142124.1	12274	23726	17044	19746	20002	33830	38544	44384
WUAT02001400.1	Potri.007G062582.1	328	752	360	994	886	630	478	804
WUAT02001401.1	Potri.016G133300.1	5304	5696	4786	9510	10336	3798	5582	6652
WUAT02001402.1	Potri.004G090200.13	32	88	38	32	30	58	60	30
WUAT02001410.1	Potri.004G201900.2	18170	31216	19674	27176	22544	23324	22092	35138
WUAT02001411.1	Potri.001G236700.2	22890	30014	20478	31772	19624	15876	17712	22494
WUAT02001412.1	Potri.017G142500.1	26	50	20	2	34	4	4	40
WUAT02001414.1	Potri.003G102400.9	38168	38274	22408	64542	43468	18692	17570	19640
WUAT02001415.1	Potri.015G103300.1	17864	26256	20884	26354	36290	31726	45162	58052
WUAT02001418.1	Potri.014G153000.1	10260	34882	36194	7552	17846	8452	7678	20126
WUAT02001419.1	Potri.012G006700.2	87092	160384	130656	142410	114326	167922	175278	264756
WUAT02001425.1	Potri.013G069900.2	3486	8402	4998	7576	3214	4368	4208	7396
WUAT02001428.1	Potri.003G142100.1	2436	5826	2378	4316	4470	3048	3286	3036
WUAT02001429.1	Potri.006G087701.1	1796	2806	4506	2276	7668	4844	8690	18470
WUAT02001433.1	Potri.007G001500.9	3964	7114	5748	7456	7266	4058	5504	11660
WUAT02001436.1	Potri.003G071500.1	374	1996	1838	1988	10426	18480	18868	10688
WUAT02001438.1	Potri.001G312800.7	4	8	2	2	24	2	0	10
WUAT02001441.1	Potri.008G224210.1	10090	20888	14792	11176	29872	11752	6758	16668
WUAT02001443.1	Potri.015G133700.1	694	814	580	1080	1254	652	998	2166
WUAT02001452.1	Potri.011G136000.2	17270	26984	19242	29808	15812	12218	14350	17894
WUAT02001454.1	Potri.005G203500.2	3570	5766	6730	5222	10190	9658	8710	12234
WUAT02001455.1	Potri.007G096000.1	46094	53086	40856	71674	38404	35436	40202	48526
WUAT02001458.1	Potri.011G101451.1	16	26	6	10	14	12	18	24
WUAT02001459.1	Potri.010G229300.7	5490	5064	5190	8304	5988	3226	3880	5664
WUAT02001461.1	Potri.006G095500.4	4	4	0	6	0	10	4	4
WUAT02001463.1	Potri.018G128400.2	15534	18944	15166	25352	12562	13176	12476	14842
WUAT02001467.1	Potri.007G035900.1	192	482	596	610	512	392	414	624
WUAT02001472.1	Potri.006G163301.1	9596	12598	7710	16200	21962	13962	16582	14494
WUAT02001486.1	Potri.012G045500.5	11704	15534	8022	20606	9286	7922	9264	10300
WUAT02001487.1	Potri.001G301700.1	2428	4774	3538	2440	5714	2586	6812	8346
WUAT02001488.1	Potri.015G042600.1	26276	39972	34702	45366	19702	27408	28302	29590
WUAT02001490.1	Potri.001G222700.1	136	58	56	78	100	62	48	150
WUAT02001491.1	Potri.015G035300.1	344	814	538	762	818	576	824	852
WUAT02001492.1	Potri.013G139112.2	134	390	220	160	772	618	1176	1444
WUAT02001494.1	Potri.010G019000.2	12868	30156	37470	32016	45260	43212	41040	91262
WUAT02001495.1	Potri.005G049800.5	3400	2866	2176	4316	1394	854	600	1094
WUAT02001500.1	Potri.011G075051.1	236	252	316	288	706	350	144	1102
WUAT02001504.1	Potri.012G071400.1	1090	1694	2006	3770	6176	8626	7772	6178
WUAT02001506.1	Potri.008G211900.1	7198	12658	10670	10880	9676	8682	9822	14104
WUAT02001508.1	Potri.001G026100.1	422	872	328	694	736	566	1010	836
WUAT02001513.1	Potri.006G229300.1	120606	77904	121240	130584	51208	42034	47304	70226
WUAT02001514.1	Potri.003G089300.2	1782	700	844	990	320	866	1040	1410
WUAT02001517.1	Potri.001G014700.1	34	990	416	496	1228	1512	1412	3174
WUAT02001522.1	Potri.011G109700.1	16340	20546	12592	24716	9978	8094	10460	9580
WUAT02001524.1	Potri.010G052500.1	2	38	4	4	2	0	16	38
WUAT02001526.1	Potri.004G125150.1	1142	1870	1036	2204	1314	816	882	1294
WUAT02001527.1	Potri.017G057400.3	64	176	150	192	44	298	418	124
WUAT02001530.1	Potri.012G105500.1	764	618	582	800	2	54	42	180
WUAT02001531.1	Potri.013G136466.1	1046	1736	790	1902	888	892	854	1488
WUAT02001540.1	Potri.010G052500.1	39560	59620	47156	64774	45998	48036	51874	62126
WUAT02001541.1	Potri.005G172200.3	1644	4612	2796	4534	4900	2388	4486	2978
WUAT02001544.1	Potri.006G268200.4	6048	3998	3204	4768	2306	1502	2052	3238
WUAT02001545.1	Potri.001G312800.7	27976	39506	34656	38148	49004	30392	44190	46222
WUAT02001550.1	Potri.004G134500.1	48004	89096	63578	76414	54328	60772	64880	84346
WUAT02001552.1	Potri.001G312800.9	970	1838	954	1848	1450	720	1338	1128
WUAT02001553.1	Potri.002G205500.5	23472	32228	19158	38442	42476	39956	37562	29746
WUAT02001558.1	Potri.006G033300.4	212958	148496	166382	227528	96624	81900	79112	139914
WUAT02001565.1	Potri.018G085400.10	1866	2876	2864	4482	2012	1526	3174	5738
WUAT02001566.1	Potri.006G048900.1	2	6	0	2	0	0	0	0
WUAT02001567.1	Potri.017G048500.3	33604	52654	37968	53312	43496	43240	42712	57062
WUAT02001570.1	Potri.007G054200.1	58	488	68	186	306	1778	2374	1614
WUAT02001571.1	Potri.003G202100.6	3348	3424	2854	6758	42544	9798	4336	2844
WUAT02001573.1	Potri.011G074201.1	18	26	40	12	22	8	6	82
WUAT02001574.1	Potri.005G161366.1	4	4	0	0	0	4	0	2
WUAT02001576.1	Potri.008G147100.9	46880	76002	64728	85078	60608	80164	75950	80832
WUAT02001577.1	Potri.015G142900.1	3558	7108	4650	6266	2776	3290	2104	4566
WUAT02001578.1	Potri.005G187800.1	1074	1762	728	1780	880	786	896	1060
WUAT02001580.1	Potri.003G097600.5	11052	17938	9596	16972	15790	12970	13942	14168
WUAT02001581.1	Potri.003G091800.1	7458	13658	10204	12540	17484	16960	18202	15620
WUAT02001583.1	Potri.009G141600.1	3152	4888	1864	6334	58066	14758	9388	4844
WUAT02001584.1	Potri.011G125200.5	2	0	10	2	0	4	2	2
WUAT02001585.1	Potri.006G015700.10	3748	6090	5272	7722	7848	7878	6478	15692
WUAT02001586.1	Potri.004G202832.1	61844	98854	47512	141820	73716	54560	72338	67840
WUAT02001591.1	Potri.012G126800.1	170	526	126	146	298	176	110	712
WUAT02001597.1	Potri.003G201200.4	242	348	338	404	418	372	466	494
WUAT02001599.1	Potri.011G168000.1	22010	32250	25470	32984	29228	26898	31336	36088
WUAT02001603.1	Potri.004G223900.1	37066	29950	22364	38022	28678	23778	23020	28846
WUAT02001610.1	Potri.007G020100.1	0	0	2	0	0	0	0	0
WUAT02001612.1	Potri.001G312800.9	18712	23048	16632	28616	20080	18490	18518	18422
WUAT02001615.1	Potri.013G142232.5	7880	10158	6454	11302	10554	8316	11650	13440
WUAT02001616.1	Potri.001G312800.9	1292	2748	1662	2120	1452	1684	1340	1802
WUAT02001620.1	Potri.001G115100.1	594	710	2	896	2	814	0	8
WUAT02001621.1	Potri.013G133550.1	1500	3778	1446	4054	3892	5304	5562	3002
WUAT02001625.1	Potri.013G136466.1	224	240	350	114	1236	608	1128	822
WUAT02001626.1	Potri.002G008600.8	42538	53742	42404	69054	39518	33468	35392	46674
WUAT02001627.1	Potri.010G001000.4	8626	11350	6634	11724	14434	6704	8084	8436
WUAT02001629.1	Potri.003G185850.1	14234	14874	9394	22358	11170	7956	9042	8486
WUAT02001630.1	Potri.003G098100.4	43174	58680	39756	55530	46662	39564	46838	53858
WUAT02001632.1	Potri.004G125150.1	10	0	4	8	0	0	8	0
WUAT02001634.1	Potri.004G125150.1	40	128	112	42	44	382	522	106
WUAT02001639.1	Potri.013G142232.6	16782	28824	19918	28298	21102	24336	27546	26298
WUAT02001640.1	Potri.005G144200.2	262	1534	852	694	2706	1254	3960	2402
WUAT02001641.1	Potri.015G056501.3	1734	3194	2092	3388	4138	4586	7286	6616
WUAT02001644.1	Potri.008G224210.1	77048	110236	104632	120192	79488	95230	112316	165750
WUAT02001645.1	Potri.015G099600.1	570	514	1070	1650	2282	940	1088	2136
WUAT02001648.1	Potri.004G145200.2	6392	8202	6026	9298	7824	8172	9886	9342
WUAT02001652.1	Potri.011G089500.3	12896	16748	18912	23770	17748	26430	36750	26662
WUAT02001656.1	Potri.013G142100.1	3114	3534	2246	4530	7088	4404	6076	5268
WUAT02001657.1	Potri.009G072800.1	5382	5332	4926	6980	2244	4704	3468	6462
WUAT02001658.1	Potri.002G259600.4	19460	25326	6924	29296	9182	8588	9934	14944
WUAT02001662.1	Potri.004G058900.5	2590	1118	1326	3284	444	216	260	3746
WUAT02001665.1	Potri.001G312800.7	27678	42710	37860	46162	31928	43628	45080	54768
WUAT02001666.1	Potri.011G120100.1	520	1672	1030	932	494	1452	1432	910
WUAT02001670.1	Potri.010G210100.1	20170	30356	26408	32806	34088	26950	27960	26302
WUAT02001675.1	Potri.010G108500.6	55274	70850	67668	88778	57570	56592	55572	63422
WUAT02001676.1	Potri.006G164050.1	44	8	30	0	182	2	20	134
WUAT02001680.1	Potri.004G087600.15	12014	12216	10448	17842	8194	10044	8312	13176
WUAT02001688.1	Potri.010G052500.1	5238	7470	5088	8084	6222	5130	7624	5304
WUAT02001692.1	Potri.018G063500.3	274586	225160	143678	286510	40578	32870	17814	43738
WUAT02001693.1	Potri.007G128300.5	4122	7034	4442	5966	4114	4324	4348	6408
WUAT02001694.1	Potri.001G312800.9	3064	8594	1962	5040	2384	2882	4486	4430
WUAT02001697.1	Potri.013G143400.2	5020	6724	10438	7372	13844	12288	9972	17408
WUAT02001701.1	Potri.012G031250.1	10	18	16	12	24	12	18	40
WUAT02001702.1	Potri.010G052500.1	456	532	702	968	1490	606	716	1254
WUAT02001703.1	Potri.010G052500.1	10	12	10	14	8	0	246	178
WUAT02001704.1	Potri.006G020900.1	1118	1010	848	2316	786	1188	2026	1310
WUAT02001706.1	Potri.010G197600.1	8368	21698	8632	21676	14884	12054	13028	13718
WUAT02001707.1	Potri.014G185948.1	292	804	294	1352	854	806	654	964
WUAT02001715.1	Potri.009G090300.2	2924	3798	2546	4576	3452	2894	3208	5106
WUAT02001716.1	Potri.001G342933.1	332	358	274	210	410	238	514	252
WUAT02001720.1	Potri.017G023200.3	16820	25058	15786	26774	33358	19422	20704	26072
WUAT02001723.1	Potri.010G052500.1	84	56	18	48	52	50	236	108
WUAT02001724.1	Potri.001G312800.7	2190	3180	2348	3780	4452	3422	3648	4562
WUAT02001725.1	Potri.006G248500.2	34686	31914	29504	58634	48046	39504	56204	37420
WUAT02001729.1	Potri.011G030000.4	3850	6278	4402	8134	4452	4366	3346	3552
WUAT02001732.1	Potri.006G188600.2	1538	1934	1320	2912	962	726	994	1384
WUAT02001733.1	Potri.013G012100.1	19576	36744	23498	38952	23580	21030	25776	25074
WUAT02001735.1	Potri.016G089300.1	33906	48948	24742	54232	55966	41876	57732	61438
WUAT02001739.1	Potri.010G052500.1	188	158	110	370	910	262	236	134
WUAT02001740.1	Potri.010G083700.1	4658	6774	5736	7204	11550	13564	19064	26078
WUAT02001742.1	Potri.003G094700.1	568	1152	928	752	2576	3770	2162	3644
WUAT02001743.1	Potri.011G075051.1	7882	9336	6368	10252	7342	5172	6084	7648
WUAT02001744.1	Potri.001G056000.5	22000	34030	21812	37044	28372	25366	28876	37344
WUAT02001747.1	Potri.001G379700.4	3642	5310	3364	7422	4530	3782	3570	3972
WUAT02001751.1	Potri.001G313900.1	18	88	68	76	48	46	38	26
WUAT02001753.1	Potri.004G049100.1	1238	2002	1600	1784	1548	1704	1544	2974
