Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02000954.1	Potri.005G140000.1	1136	700	206	1132	1426	514	350	534
WUAT02000955.1	Potri.001G356500.4	26242	58132	56136	51974	51592	46256	34318	27598
WUAT02000959.1	Potri.013G143400.2	9818	9546	4868	6710	7182	6704	9300	5774
WUAT02000964.1	Potri.015G085300.1	27840	25606	20126	28058	25602	21544	25406	26722
WUAT02000968.1	Potri.007G020100.1	1278	1568	2378	3626	158	624	2322	626
WUAT02000970.1	Potri.003G197200.4	68926	118728	100982	160600	102578	95170	64130	68516
WUAT02000972.1	Potri.003G154800.2	7824	9162	7706	10166	8730	8606	8462	9288
WUAT02000973.1	Potri.010G131800.1	35690	45640	63452	52836	46474	59506	64470	82902
WUAT02000977.1	Potri.007G061721.1	3032	3902	3454	3410	4174	3890	4530	4880
WUAT02000982.1	Potri.009G079500.1	33316	62742	12104	40302	30888	39250	24604	33084
WUAT02000987.1	Potri.001G146100.8	25278	40822	39936	38182	58858	65512	65936	103152
WUAT02000996.1	Potri.013G142232.5	5056	5092	1620	6154	3652	3246	3518	2906
WUAT02001000.1	Potri.019G071700.2	33852	38384	33876	36572	36692	29878	30924	25716
WUAT02001004.1	Potri.013G091900.11	9600	17178	11364	18740	16166	11740	12586	10550
WUAT02001006.1	Potri.005G070700.6	3436	4490	3186	4982	4694	3628	4208	4414
WUAT02001007.1	Potri.009G126500.1	1038	1786	1640	1658	1684	1004	2506	3276
WUAT02001009.1	Potri.013G162800.1	14104	18880	14912	18122	16852	14472	13702	13698
WUAT02001014.1	Potri.006G120700.1	5416	6582	7014	6236	8014	6236	9388	9292
WUAT02001015.1	Potri.011G074501.1	92	0	26	198	70	84	98	148
WUAT02001018.1	Potri.010G225100.1	58568	58656	45384	67616	61514	56846	50730	51136
WUAT02001022.1	Potri.014G185804.1	2224	3362	2730	4988	3700	2522	2200	2370
WUAT02001024.1	Potri.015G115701.2	12270	14418	13282	16372	16572	16826	17186	26188
WUAT02001027.1	Potri.002G133100.2	13966	18832	12190	16238	18710	15954	11288	24182
WUAT02001028.1	Potri.004G121400.2	334	154	286	372	128	360	664	1256
WUAT02001031.1	Potri.016G085200.3	22070	23052	20962	27492	40046	27798	29520	48450
WUAT02001032.1	Potri.017G064201.1	7622	11642	10044	10870	10770	10920	7126	14798
WUAT02001036.1	Potri.008G224210.1	11108	10600	8836	12838	13930	13058	8496	9344
WUAT02001037.1	Potri.005G118100.1	1590	1332	1502	1022	2940	2460	3466	3878
WUAT02001042.1	Potri.002G094700.1	3892	7440	4708	5976	5486	5956	3216	1664
WUAT02001045.1	Potri.009G028001.1	76046	124864	91104	119734	84910	87256	82596	71314
WUAT02001047.1	Potri.013G143400.2	0	0	4	0	0	6	2	12
WUAT02001054.1	Potri.003G159000.6	51170	52282	59194	65960	66164	71538	77064	105134
WUAT02001058.1	Potri.010G022000.6	196	878	540	722	624	566	410	222
WUAT02001059.1	Potri.014G090100.2	18468	22364	17868	24046	21026	17146	17400	19946
WUAT02001063.1	Potri.012G031250.1	96766	123432	100484	137836	123792	117254	113286	126266
WUAT02001066.1	Potri.013G142760.1	6	2	8	8	4	0	16	14
WUAT02001068.1	Potri.001G312800.9	8106	10552	9362	13088	12230	12156	8698	11102
WUAT02001070.1	Potri.014G119100.5	10410	19318	11782	15792	10820	8224	8076	8856
WUAT02001075.1	Potri.013G133550.1	0	6	0	12	12	12	6	0
WUAT02001076.1	Potri.002G159400.1	1498	1832	1834	1526	1840	1572	1958	1420
WUAT02001077.1	Potri.005G038700.1	9280	16336	5404	19332	8764	2130	3338	2244
WUAT02001083.1	Potri.005G154350.1	1086	334	660	1674	112	1872	942	284
WUAT02001088.1	Potri.012G117500.1	1206	1364	1554	1664	1638	1708	1446	1458
WUAT02001090.1	Potri.013G142760.3	10234	21836	10124	22422	12382	7128	9264	6960
WUAT02001091.1	Potri.010G000301.1	1014	1346	1398	1718	1466	1628	1730	1424
WUAT02001094.1	Potri.009G009200.5	238	240	66	136	324	372	622	654
WUAT02001095.1	Potri.011G127600.8	24726	23418	4942	19148	13684	3046	3488	3308
WUAT02001098.1	Potri.001G441040.1	10	0	96	26	6	10	10	4
WUAT02001104.1	Potri.007G095200.11	2386	4494	1486	1930	3422	1256	3516	1020
WUAT02001108.1	Potri.001G339500.3	35136	46336	26518	29644	33530	27934	22142	27352
WUAT02001112.1	Potri.012G031250.1	5882	5372	4316	7166	7786	7232	8516	6742
WUAT02001113.1	Potri.010G052500.1	59932	53536	74248	65822	48880	62072	46168	50422
WUAT02001121.1	Potri.015G074900.6	30962	3230	2838	17510	7844	5468	10460	9920
WUAT02001122.1	Potri.011G000200.1	22704	33320	24680	33880	30862	25270	27940	32826
WUAT02001126.1	Potri.013G036300.1	50382	53104	47562	63834	72914	68738	73316	171548
WUAT02001132.1	Potri.001G300900.1	26134	29330	19336	26656	27404	17418	15904	14994
WUAT02001135.1	Potri.006G246700.1	14556	30654	17624	26738	15454	14578	12124	15176
WUAT02001139.1	Potri.008G150000.1	24566	25820	25536	30778	22372	25990	23182	23348
WUAT02001144.1	Potri.001G312800.9	67076	58110	62582	78062	59580	73046	73112	81590
WUAT02001145.1	Potri.002G074600.2	16962	33550	30884	17100	30380	37724	18556	27758
WUAT02001147.1	Potri.017G140601.1	54	106	34	56	180	236	80	54
WUAT02001153.1	Potri.017G075100.2	23538	24804	21074	28764	31406	28374	19988	19990
WUAT02001158.1	Potri.011G074700.2	4772	5120	5598	5764	5206	4612	4190	5086
WUAT02001159.1	Potri.009G082500.1	15810	15698	14202	18374	14484	12528	10166	10576
WUAT02001162.1	Potri.016G055400.1	93574	142990	101644	108370	112094	85462	87588	88330
WUAT02001166.1	Potri.010G148900.3	22124	25504	24018	25878	33310	30838	30714	34160
WUAT02001167.1	Potri.002G224000.2	38	42	38	48	34	68	54	88
WUAT02001169.1	Potri.013G163100.1	254	180	312	292	466	308	438	498
WUAT02001171.1	Potri.008G058500.16	3980	4522	5032	5282	7304	6080	6366	7296
WUAT02001175.1	Potri.001G386300.1	2878	3456	4482	2946	15988	18174	9354	22994
WUAT02001176.1	Potri.005G154350.1	2496	9126	3350	9246	3454	5200	4124	5130
WUAT02001180.1	Potri.014G068100.1	3066	3134	2736	3604	4772	2968	3752	3798
WUAT02001185.1	Potri.004G176000.8	15846	22072	17372	22564	19698	17238	15428	17400
WUAT02001187.1	Potri.005G097000.4	72	452	24	68	162	12	136	48
WUAT02001189.1	Potri.017G075400.1	12054	16372	17098	18450	11870	8266	9864	8344
WUAT02001190.1	Potri.004G132300.1	23740	30932	23532	39188	32710	30252	27636	33538
WUAT02001193.1	Potri.005G015100.3	110160	206636	158530	197936	142220	137262	91486	137748
WUAT02001196.1	Potri.018G086350.1	3176	4408	4124	3908	3652	3688	4786	5252
WUAT02001198.1	Potri.014G042700.3	20316	14670	13148	15632	19618	15194	15882	14900
WUAT02001199.1	Potri.001G135900.2	32778	35088	30112	44210	40150	49700	41170	49368
WUAT02001202.1	Potri.002G008176.1	15092	59826	37306	15148	7868	2962	3444	2872
WUAT02001203.1	Potri.010G161500.12	10878	14062	10938	14450	13484	10818	11658	16234
WUAT02001207.1	Potri.001G347800.1	19240	24766	18820	39734	25338	23008	19162	23400
WUAT02001211.1	Potri.001G441040.1	8884	11882	10236	18512	16166	18938	8806	6574
WUAT02001212.1	Potri.013G143400.2	70004	157268	120860	113416	83800	59690	60040	63996
WUAT02001213.1	Potri.013G143400.2	642	280	330	1180	674	658	536	938
WUAT02001220.1	Potri.011G139100.1	4190	6080	4398	5976	6882	4436	5042	5406
WUAT02001221.1	Potri.004G133500.6	35796	28068	29332	33522	45342	35910	44234	56092
WUAT02001226.1	Potri.003G205700.1	694	654	630	758	1048	728	516	670
WUAT02001229.1	Potri.013G133550.2	6390	7306	8230	9110	8688	8760	9502	7748
WUAT02001233.1	Potri.010G149700.4	6054	5570	3724	9860	7132	4302	4528	4992
WUAT02001239.1	Potri.011G073900.2	1098	860	332	1586	556	412	1664	1370
WUAT02001243.1	Potri.002G181400.2	36768	34374	16294	36316	23864	5900	6854	5146
WUAT02001248.1	Potri.017G007400.1	84	120	138	150	112	92	148	132
WUAT02001252.1	Potri.010G171600.5	160792	226702	185566	229858	223846	179328	155026	121976
WUAT02001256.1	Potri.010G105700.13	28528	49628	35606	56510	36946	25822	30876	36856
WUAT02001257.1	Potri.017G134200.2	17678	22712	21232	19534	19084	19258	15758	17804
WUAT02001258.1	Potri.019G032900.2	26848	19574	12198	22678	35118	20956	37516	31822
WUAT02001261.1	Potri.007G069300.1	3408	13724	6120	10124	5856	5894	2840	1990
WUAT02001266.1	Potri.010G052500.1	11486	10174	8746	9502	19012	15858	19658	14762
WUAT02001267.1	Potri.012G088100.1	1226	1436	768	1494	1188	246	488	418
WUAT02001269.1	Potri.018G116000.1	66	426	86	332	280	626	342	140
WUAT02001272.1	Potri.007G062442.1	2	0	0	0	0	0	6	8
WUAT02001275.1	Potri.002G254700.1	27552	30066	27774	34012	40236	37252	40464	63966
WUAT02001278.1	Potri.001G259204.1	0	4	4	0	4	0	4	0
WUAT02001279.1	Potri.019G047540.1	4878	8418	4728	11668	5354	5394	5230	3932
WUAT02001280.1	Potri.007G062302.2	2026	5230	6550	4510	5362	6542	2788	5558
WUAT02001284.1	Potri.013G138000.1	14160	9326	6058	14658	16054	10792	8418	7526
WUAT02001288.1	Potri.008G112400.4	70344	38620	31392	53576	83880	67584	60092	65912
WUAT02001290.1	Potri.019G129740.2	4	30	10	16	44	32	16	32
WUAT02001292.1	Potri.009G135900.3	9868	7780	10110	16998	12570	15378	9792	10150
WUAT02001293.1	Potri.011G113575.1	48	80	54	34	50	48	104	72
WUAT02001294.1	Potri.018G143500.1	242	162	186	294	352	278	252	278
WUAT02001297.1	Potri.005G258700.8	17654	21460	17418	20942	26548	21034	24742	27846
WUAT02001298.1	Potri.012G129700.5	25814	24298	13358	29398	17382	6906	8498	6518
WUAT02001308.1	Potri.017G078500.1	6190	10422	5528	8136	7112	7932	7232	7364
WUAT02001311.1	Potri.010G115000.3	2272	3576	2320	3898	3080	3678	6742	6064
WUAT02001312.1	Potri.014G080900.1	3220	2506	4064	3816	6230	3760	5870	7650
WUAT02001316.1	Potri.007G062322.1	6	18	36	70	78	52	46	502
WUAT02001318.1	Potri.013G137077.1	14	22	28	6	48	80	42	12
WUAT02001319.1	Potri.016G138600.1	13144	23192	14230	19788	25270	16372	16286	14662
WUAT02001320.1	Potri.011G022300.2	31446	38508	29824	41340	31524	31026	33594	27440
WUAT02001324.1	Potri.007G061881.1	788	1276	914	992	3748	4654	1470	2240
WUAT02001325.1	Potri.013G143400.2	142	354	172	366	254	290	302	762
WUAT02001326.1	Potri.011G074150.1	6	2	10	4	10	0	0	12
WUAT02001328.1	Potri.009G029600.2	16882	23882	18128	20516	26290	31188	31516	49504
WUAT02001329.1	Potri.011G137400.1	3444	8386	4724	5344	8464	5764	9018	8452
WUAT02001333.1	Potri.010G192100.1	6066	9894	7440	10476	11276	8592	9424	11746
WUAT02001334.1	Potri.019G012300.3	698	1232	1106	1126	1308	1374	1166	1232
WUAT02001337.1	Potri.009G057500.1	3770	4074	2348	3470	2636	2466	4926	2730
WUAT02001342.1	Potri.001G119700.1	5464	6404	8488	6896	8502	6106	6024	5166
WUAT02001344.1	Potri.013G143400.2	14	374	460	392	206	186	26	20
WUAT02001345.1	Potri.010G052500.1	4	2	0	0	4	0	8	6
WUAT02001346.1	Potri.001G101400.1	27240	36136	27384	36796	35134	27180	30844	37004
WUAT02001348.1	Potri.001G254500.1	14620	30878	17626	31174	15488	18116	15714	13814
WUAT02001351.1	Potri.010G180600.1	35454	35030	31930	36014	65462	57646	42476	69168
WUAT02001356.1	Potri.006G222000.1	124756	239964	228134	182920	176014	117856	111830	155052
WUAT02001360.1	Potri.005G154300.1	23564	22226	20456	19490	20770	18996	26002	36082
WUAT02001369.1	Potri.004G114600.4	8398	7434	6068	7164	8506	6272	11018	8190
WUAT02001373.1	Potri.014G185804.1	4914	5780	5596	7372	6798	5070	8206	14132
WUAT02001377.1	Potri.009G066800.2	7274	11980	9846	11748	9286	8244	6268	6382
WUAT02001378.1	Potri.013G133550.2	18630	29018	21746	35990	19342	11524	14692	15400
WUAT02001384.1	Potri.005G250100.1	6244	10600	7794	10082	9536	8488	9620	8820
WUAT02001387.1	Potri.001G342933.1	6408	11212	8672	11324	9830	8050	8558	8346
WUAT02001388.1	Potri.014G125100.1	2342	11342	3858	12968	3138	2948	2124	1064
WUAT02001391.1	Potri.010G013400.1	303260	447120	556552	455024	266686	506896	579290	798398
WUAT02001392.1	Potri.016G066100.2	2206	2776	2310	3670	2496	2548	2056	2428
WUAT02001393.1	Potri.013G142124.1	14402	18304	15478	15672	20244	15690	22336	26684
WUAT02001400.1	Potri.007G062582.1	696	342	350	642	754	380	1054	830
WUAT02001401.1	Potri.016G133300.1	6284	10432	4376	7104	3540	7778	9166	5782
WUAT02001402.1	Potri.004G090200.13	0	90	72	88	114	12	4	68
WUAT02001410.1	Potri.004G201900.2	15468	28120	15944	26662	21924	22610	18842	22918
WUAT02001411.1	Potri.001G236700.2	19160	25914	23892	24404	23018	25326	17740	19628
WUAT02001412.1	Potri.017G142500.1	12	10	10	16	10	8	4	38
WUAT02001414.1	Potri.003G102400.9	28680	48008	22002	47068	27552	17376	18496	17742
WUAT02001415.1	Potri.015G103300.1	16090	19980	18308	20600	25336	25156	25640	42976
WUAT02001418.1	Potri.014G153000.1	21562	52610	3280	7528	15804	12644	6942	18588
WUAT02001419.1	Potri.012G006700.2	98064	122128	103962	112180	132126	121164	157426	162144
WUAT02001425.1	Potri.013G069900.2	2422	5760	4876	6258	5128	4332	3272	3570
WUAT02001428.1	Potri.003G142100.1	3698	3202	2344	4140	6988	7142	4940	4704
WUAT02001429.1	Potri.006G087701.1	2604	2268	2688	2664	2758	3302	4134	6694
WUAT02001433.1	Potri.007G001500.9	6992	7722	4178	7946	9200	5734	5978	7268
WUAT02001436.1	Potri.003G071500.1	1554	2092	786	3988	5200	10906	6212	16326
WUAT02001438.1	Potri.001G312800.7	4	148	2	4	2	22	14	22
WUAT02001441.1	Potri.008G224210.1	15658	11952	4598	17200	13936	12806	12902	16306
WUAT02001443.1	Potri.015G133700.1	852	1848	644	414	1466	1640	1662	2096
WUAT02001452.1	Potri.011G136000.2	22290	22082	22552	22744	21186	23870	15156	16258
WUAT02001454.1	Potri.005G203500.2	3464	6036	3726	5482	8208	6296	8734	8888
WUAT02001455.1	Potri.007G096000.1	36992	53960	46306	59004	49582	43938	43982	39854
WUAT02001458.1	Potri.011G101451.1	6	6	2	0	6	4	4	2
WUAT02001459.1	Potri.010G229300.7	2532	4654	4308	6166	4900	2970	5334	3636
WUAT02001461.1	Potri.006G095500.4	6	0	4	6	14	6	10	8
WUAT02001463.1	Potri.018G128400.2	14238	19044	13442	20172	18180	11604	15190	13750
WUAT02001467.1	Potri.007G035900.1	208	374	384	472	680	360	744	890
WUAT02001472.1	Potri.006G163301.1	10414	14114	9774	13196	16026	12010	14158	12578
WUAT02001486.1	Potri.012G045500.5	10136	14640	10120	13696	11484	10434	8438	9228
WUAT02001487.1	Potri.001G301700.1	2480	4318	4144	4652	3638	2364	5074	5300
WUAT02001488.1	Potri.015G042600.1	25716	36700	30114	32864	29302	32486	27470	27432
WUAT02001490.1	Potri.001G222700.1	78	68	462	244	74	60	42	48
WUAT02001491.1	Potri.015G035300.1	542	640	564	666	688	392	550	842
WUAT02001492.1	Potri.013G139112.2	150	536	360	308	538	376	590	674
WUAT02001494.1	Potri.010G019000.2	17908	27174	32558	27846	56790	47706	39644	65372
WUAT02001495.1	Potri.005G049800.5	2078	3578	2040	3632	2126	992	970	736
WUAT02001500.1	Potri.011G075051.1	172	302	244	310	166	254	298	884
WUAT02001504.1	Potri.012G071400.1	1574	3096	1466	1440	3578	2824	6202	16460
WUAT02001506.1	Potri.008G211900.1	6576	9886	7312	8942	12832	8436	8962	10886
WUAT02001508.1	Potri.001G026100.1	474	978	526	612	962	446	1302	1206
WUAT02001513.1	Potri.006G229300.1	75934	94650	71232	93874	62006	41148	58300	59280
WUAT02001514.1	Potri.003G089300.2	2618	1948	484	1906	848	362	526	364
WUAT02001517.1	Potri.001G014700.1	252	4	12	362	1110	296	42	1172
WUAT02001522.1	Potri.011G109700.1	10590	17650	14912	19130	15488	10246	9564	9370
WUAT02001524.1	Potri.010G052500.1	2	4	0	4	4	28	12	0
WUAT02001526.1	Potri.004G125150.1	754	1314	884	2002	1052	1310	772	1236
WUAT02001527.1	Potri.017G057400.3	256	360	110	902	758	324	704	246
WUAT02001530.1	Potri.012G105500.1	138	732	248	618	122	74	82	86
WUAT02001531.1	Potri.013G136466.1	1012	1310	720	1420	1188	968	1022	1106
WUAT02001540.1	Potri.010G052500.1	51236	57030	45016	53852	52862	46624	47270	56458
WUAT02001541.1	Potri.005G172200.3	3744	3850	1734	6722	4528	3654	1076	2958
WUAT02001544.1	Potri.006G268200.4	6792	5506	2780	6674	4720	1806	2612	1566
WUAT02001545.1	Potri.001G312800.7	33302	28978	36864	32064	27552	28876	36776	45472
WUAT02001550.1	Potri.004G134500.1	54224	52652	60332	68744	65992	64820	60354	58896
WUAT02001552.1	Potri.001G312800.9	620	1310	962	1914	1716	1832	1622	2186
WUAT02001553.1	Potri.002G205500.5	30794	27828	22606	35826	55684	44770	58878	48808
WUAT02001558.1	Potri.006G033300.4	188920	167194	118564	197018	173338	89094	110310	84082
WUAT02001565.1	Potri.018G085400.10	1344	2542	2726	5492	2326	2450	1142	1992
WUAT02001566.1	Potri.006G048900.1	2	0	0	0	0	2	0	6
WUAT02001567.1	Potri.017G048500.3	38632	37092	39700	44684	44614	42926	42146	46794
WUAT02001570.1	Potri.007G054200.1	196	348	282	46	428	1410	370	3618
WUAT02001571.1	Potri.003G202100.6	13728	2640	3282	2808	6470	3746	9116	4766
WUAT02001573.1	Potri.011G074201.1	4	2	22	28	16	14	18	26
WUAT02001574.1	Potri.005G161366.1	0	10	2	2	0	0	2	8
WUAT02001576.1	Potri.008G147100.9	65570	73250	61150	72702	68900	72478	82694	81290
WUAT02001577.1	Potri.015G142900.1	3142	5062	3430	4984	2300	2990	4366	4084
WUAT02001578.1	Potri.005G187800.1	986	1676	1048	1512	786	678	1324	1092
WUAT02001580.1	Potri.003G097600.5	13428	13604	10676	14672	17638	16758	14194	15994
WUAT02001581.1	Potri.003G091800.1	9782	9496	10186	9164	14468	11520	13150	17278
WUAT02001583.1	Potri.009G141600.1	5584	4748	4610	6744	18450	20652	36036	23412
WUAT02001584.1	Potri.011G125200.5	2	2	20	8	0	0	8	0
WUAT02001585.1	Potri.006G015700.10	4334	5316	4536	5720	4824	6804	6684	9162
WUAT02001586.1	Potri.004G202832.1	77512	90424	69724	98052	86766	110574	79166	61576
WUAT02001591.1	Potri.012G126800.1	244	466	148	402	506	124	124	386
WUAT02001597.1	Potri.003G201200.4	154	474	356	382	334	324	250	336
WUAT02001599.1	Potri.011G168000.1	21340	25960	22538	24028	29684	25550	28304	30672
WUAT02001603.1	Potri.004G223900.1	24938	29600	23496	29860	29162	27644	27334	31338
WUAT02001610.1	Potri.007G020100.1	8	0	6	6	0	0	0	0
WUAT02001612.1	Potri.001G312800.9	18614	21926	16966	21250	26602	26730	22300	26186
WUAT02001615.1	Potri.013G142232.5	6622	9380	6332	12850	9658	7844	7880	13186
WUAT02001616.1	Potri.001G312800.9	1190	1946	1378	2142	1942	1220	1476	1456
WUAT02001620.1	Potri.001G115100.1	110	24	0	2	612	326	0	0
WUAT02001621.1	Potri.013G133550.1	2710	1960	13582	3502	16200	10136	4850	3882
WUAT02001625.1	Potri.013G136466.1	158	190	156	146	548	180	670	866
WUAT02001626.1	Potri.002G008600.8	33466	47798	38656	49792	41724	39130	37954	40388
WUAT02001627.1	Potri.010G001000.4	9768	11838	10586	9276	7702	6712	9344	7966
WUAT02001629.1	Potri.003G185850.1	12870	15564	11344	18676	15908	16462	12384	11620
WUAT02001630.1	Potri.003G098100.4	50116	49904	34196	51470	52858	47016	39556	46268
WUAT02001632.1	Potri.004G125150.1	8	12	10	2	4	0	8	0
WUAT02001634.1	Potri.004G125150.1	50	48	90	216	104	42	138	150
WUAT02001639.1	Potri.013G142232.6	15454	22440	15618	24496	30102	20078	23810	27814
WUAT02001640.1	Potri.005G144200.2	376	556	1232	772	1626	1998	1212	2352
WUAT02001641.1	Potri.015G056501.3	3622	1998	1936	4458	4390	2016	4416	3220
WUAT02001644.1	Potri.008G224210.1	81546	99712	104884	107344	86670	80224	91266	101278
WUAT02001645.1	Potri.015G099600.1	412	2138	204	1076	988	500	3060	2566
WUAT02001648.1	Potri.004G145200.2	6288	7162	5646	8928	9148	7040	7756	8736
WUAT02001652.1	Potri.011G089500.3	9708	16978	11968	13126	11626	16222	17372	34092
WUAT02001656.1	Potri.013G142100.1	4064	2212	2576	4088	3786	4260	4092	5476
WUAT02001657.1	Potri.009G072800.1	4348	6736	3094	6626	3810	1792	3540	3408
WUAT02001658.1	Potri.002G259600.4	4682	54636	21172	13170	9394	10518	6972	9718
WUAT02001662.1	Potri.004G058900.5	926	1844	1180	2260	1038	172	458	148
WUAT02001665.1	Potri.001G312800.7	28006	36696	32844	36780	31610	27990	37266	42594
WUAT02001666.1	Potri.011G120100.1	610	1100	810	800	1204	744	946	1554
WUAT02001670.1	Potri.010G210100.1	27898	28578	22442	27710	25882	20734	28970	25542
WUAT02001675.1	Potri.010G108500.6	43524	73546	57998	78928	49822	47720	52524	48456
WUAT02001676.1	Potri.006G164050.1	56	54	40	12	30	34	6	8
WUAT02001680.1	Potri.004G087600.15	6632	17842	10912	17334	12788	9772	7332	14262
WUAT02001688.1	Potri.010G052500.1	4910	7928	6658	5968	5892	5040	6508	6358
WUAT02001692.1	Potri.018G063500.3	108210	240966	165990	227832	122282	43608	35848	29482
WUAT02001693.1	Potri.007G128300.5	3902	5726	3390	5534	4522	2610	4716	5184
WUAT02001694.1	Potri.001G312800.9	3188	5964	6322	2372	4286	3462	3032	2806
WUAT02001697.1	Potri.013G143400.2	6802	7392	6304	6452	6772	7582	10098	14334
WUAT02001701.1	Potri.012G031250.1	8	12	6	4	12	0	4	30
WUAT02001702.1	Potri.010G052500.1	506	714	740	884	602	476	798	966
WUAT02001703.1	Potri.010G052500.1	6	8	10	158	52	6	0	140
WUAT02001704.1	Potri.006G020900.1	1494	1758	1110	1786	1492	764	1478	1046
WUAT02001706.1	Potri.010G197600.1	13956	17908	13984	12768	17856	21030	13928	11418
WUAT02001707.1	Potri.014G185948.1	160	524	220	772	786	676	374	708
WUAT02001715.1	Potri.009G090300.2	3316	2706	2968	4026	3652	3372	3810	4096
WUAT02001716.1	Potri.001G342933.1	262	202	350	302	544	304	284	292
WUAT02001720.1	Potri.017G023200.3	16408	20910	15362	21948	22194	20584	22256	22850
WUAT02001723.1	Potri.010G052500.1	16	80	20	32	52	594	50	90
WUAT02001724.1	Potri.001G312800.7	2078	2998	2644	3252	3522	3462	3434	3628
WUAT02001725.1	Potri.006G248500.2	31790	29968	36384	31628	61298	47764	53208	52778
WUAT02001729.1	Potri.011G030000.4	4484	5594	4124	5718	4646	5298	5164	4438
WUAT02001732.1	Potri.006G188600.2	1572	2294	1112	2092	1600	890	868	998
WUAT02001733.1	Potri.013G012100.1	18628	26546	19914	31766	14400	14794	18530	19478
WUAT02001735.1	Potri.016G089300.1	29496	34926	25572	38736	49842	48110	37596	48102
WUAT02001739.1	Potri.010G052500.1	164	102	106	92	382	384	146	278
WUAT02001740.1	Potri.010G083700.1	4050	5624	5322	5216	7332	6322	9088	17406
WUAT02001742.1	Potri.003G094700.1	884	1076	820	2708	2532	1546	1794	1166
WUAT02001743.1	Potri.011G075051.1	8758	7060	6012	9764	7426	6374	5752	6408
WUAT02001744.1	Potri.001G056000.5	21934	31056	22734	33516	27718	24954	25102	31770
WUAT02001747.1	Potri.001G379700.4	3204	3606	2730	4746	3970	3398	4390	5388
WUAT02001751.1	Potri.001G313900.1	26	60	10	56	94	118	76	56
WUAT02001753.1	Potri.004G049100.1	850	1902	1252	2028	1552	1508	1142	1366
WUAT02001756.1	Potri.006G194500.5	22116	22746	17440	21018	19614	15492	18474	18558
